The Left’s Vaccine Hypocrisy https://t.co/xc2cFbCM6P
"But the thing is, what he was trying to do isn't so different from how medicine often works. That's why he thought… https://t.co/86ZsIsYFEE"
"I've read a lot about Andrew Wakefield's lies about the MMR vaccines, which were deliberate malicious lies intended… https://t.co/XOK45CVcgc"
Reporter who tweeted vaccine conspiracy theory out at Newsmax https://t.co/BZFg04QMqP
"@fredct @BMonzoRadio @GovMurphy Go look up our history on vaccine mandates, specifically, on some of the viruses yo… https://t.co/gShab4a5C8"
"Which ""news headline"" is true?  Two vaccine doses may not provide sufficient protection against Omnicron variant  P… https://t.co/tY4iQsgVYn"
"W/ surge of delta variant and onslaught of omicron variant, Murphy says more #COVID19 vaccine mega-sites will be br… https://t.co/4Nhjib7c87"
Pfizer says COVID booster offers protection against omicron https://t.co/xl7JQv79f2
The CDC recommends #COVID19 vaccination for all children and teens age 5 and older. Learn more about getting your c… https://t.co/9waylAawbJ
@AngelaBelcamino Boosted with Moderna!
On Demand Webinar: The new vaccine race: Why a Decentralized approach will win What does it take to get today’s vac… https://t.co/rEIpiAWPbC
breaking: https://t.co/qN2QhdkY7Y
"FYI  COVID-19 Vaccines &amp; Fetal Cell Lines In various stages of vaccine development and manufacturing, some of the C… https://t.co/A1dPZ19XD7"
@DrOakley1689 @aprilfiet Who could have guessed an antivaxxer who equates vaccine mandates to the Holocaust.
@fauxmodoe @ColArchon 🤮those BOE idiots will want it because they project there fear onto the kids.  These shots we… https://t.co/u0uvlszZcs
@brynphd A vaccine &amp; time with the Big Guy! What a day.  😍❤️💉🎅
@RickCianflone I haven’t seen whether that’s 3 additional or 3 total. Some info I read earlier said 3 total.  The v… https://t.co/R0BUXpMlN4
I’m making jokes but a plant based vaccine that works would be huge apparently it showed 71% against the virus in t… https://t.co/4V5UlLw8W0
"⚡️ “Omicron significantly reduces Covid antibodies generated by Pfizer vaccine, study finds” by @Telegraph https://t.co/BW04AKTo6O"
the Beyond Vaccine 😂😂😂 https://t.co/Isv7Ahf5Pu
The Omicron coronavirus variant partly evades the protection offered by the Pfizer vaccine. This experiment is to e… https://t.co/wAqnt7OUG1
@kylamb8 Unless they or govt agencies involved  along with NIH created it with the intent of providing a vaccine. I… https://t.co/DHYelHGC42
Impossible vaccine https://t.co/rzQvqey96Y
"@RickCianflone Again…a matter of mandates, not a reluctance to the vaccine.  100% of Democrats are vaccinated and m… https://t.co/Gy9hRPLuFO"
