"WHAT "" HORSE CRAP ' I will never take another VACCINE. https://t.co/pkCS6IWxpR"
This Priest claiming Jesus wouldn’t approve of public health officials mandating his flock get a vaccine to NOT INF… https://t.co/aEnGq43QRo
"It was outdoors and vaccine/negative PCR test required, which is why I felt comfortable going at all. It was also g… https://t.co/wDxGyvkwYu"
@GilliamReport @NBCNews It’s anti vaccine mandate not anti vaccine. I got vaccine but against vaccine mandate.
"@AnneWheaton You guys look terrific and the place is beautiful. I know what you mean about vaccine status, just got… https://t.co/jHALpAsivk"
@CNN Patiently waiting for Moderna to enter into the chat…
@DolioJ @smith_mistah Data has to be anonymized. Stripping names off is just the first (and easiest) step. There's… https://t.co/RS3zT0fprx
@aba_3000 New info that Pfizer gladly shares with tax lovers: https://t.co/X2mSyFlRI8
Is This the Most Nonsensical Headline Yet About the COVID Vaccine? https://t.co/FRbg8oXYnc
Red State Democrats  Senate votes to repeal Biden's vaccine mandate https://t.co/kYyzSK15Lc via @Yahoo
"Man Dies Of COVID-19 'Vaccine-Induced' Hemorrhage With 'Very Swollen' Brain, Doctor Confirms #NewsBreak https://t.co/tijY75HheB"
Yes! Your foundation is the vaccine (unless you're among the unlucky few who legit can't). First floor is masking.… https://t.co/ivtnI5TkiD
"Sir, @SenRonJohnson the polio vaccine is used to  prevent polio infection. Measles vaccine is used to protect being… https://t.co/xiwZVx372L"
"@maureenjohnson While I can appreciate this (myself being vaccinated), this does little to prove the vaccine does i… https://t.co/hqzsI3LvcN"
"There’s the GQP senate - doing their best to kill Americans.  Senate passes resolution to defund, repeal Biden vacc… https://t.co/lS9jmzkYWo"
@PrellersBurner I was a bit fatigued. Side effects not as bad as the 2nd shot. I had the Moderna booster…
This booster shot really fucking me up☹️
@MambaBlanco @TheZappaz You mean they have a MUCH higher risk of myocarditis from the COVID than the vaccine by a f… https://t.co/0eyToVSVmO
"One vaccine injury can bankrupt an entire family. And by the way, why would you take an experimental injection when… https://t.co/EeUDHX28YG"
Senate rejects Biden's vaccine mandate for businesses https://t.co/z6COB7UPjG https://t.co/BsJ9nIimva
"@Jabes_SSB @RepThomasMassie @dtzeel In addition, those who have had Covid and NOT taken the ""vaccine"" should be exe… https://t.co/S7ZisBhiAW"
Does anyone else feel that it's unethical for the CEO to push this?  https://t.co/rCzijpKSFf
@MollyJongFast Take the vaccine?  That would be socialism!!! ☭        🤔🤦🏻‍♀️
HUGE! Glenn Beck on Tucker Carlson: US Doctors Were Reviewing Moderna Vaccine In December 2019 Before COVID Hit the… https://t.co/GcTqxCXTRN
"America 🥲🇺🇸 Here in California, if you don’t want to take the vaccine you’re not going to be going very many places… https://t.co/7coAYhy0YC"
@mollyschreiber You are not alone Molly. Many who have needed Rituxan are having the same problem. A friend just go… https://t.co/bpSiSV1iCS
@disclosetv So someone who hasn't been vaxxed yet needs 3 to protect from Omicron? But 2 protects from Delta? Pfize… https://t.co/SB3OSNbFmU
"@MSNBC @Emilinehope What's this ""vaccine haves"" and ""havenots"" nonsense?  Makes it sound as if the unvaccinated jus… https://t.co/QPsGqGN2H3"
"I can’t believe it’s not Moderna, moderna shot. https://t.co/MM9nV5SVIy"
NEWS: Analysis: Twisted Covid politics scramble Washington's partisan battlefield https://t.co/VOst5qvMvj Via @CNN https://t.co/rcSy2e5VBJ
Remember when people thought the COVID-19 vaccine had microchips in it? Yeah…I miss those days. 😩
@JOEL9ONE I got booster with flu shot for Moderna. Do not recommend
"Vaccines work better against #Covid than anything except monoclonal antibodies, which is only for if you're already… https://t.co/GB83oN1nzM"
I just took the 'Vaccine Development Quiz' quiz. My results - I got 8 correct. Can you do better? https://t.co/m0VyCaKypO
Judge blocks last remaining Biden administration vaccine rule https://t.co/NWiLs5wCii
Joe Manchin joins Mitch McConnell in blocking ANY vaccine mandate by Joe Biden https://t.co/edApu2jX8w
".@pfizer will submit full data on Covid treatment pill to the @US_FDA  in a few days, CEO says  ""Bourla told CNBC t… https://t.co/X0LzAcsiXi"
"@jimmy_dore But, ""The data showed that the Moderna COVID-19 Vaccine, administered in two doses, was 94.1% effective… https://t.co/kV66ukfcaT"
Fact Check: Pfizer Did NOT Under-Report Deaths In Clinical Trial Of #COVID19 Vaccine -- Numbers Change As New Data… https://t.co/ZHePSBOAX5
nigga want the ashwagandha vaccine https://t.co/CMIxaKSaEi
Booster shot- 1  Me- 0
Impossible vaccine I’m dead!!!! 😂😂😂😂😂😂 https://t.co/BZrNcQNKyD
JUST IN: Senate Passes Resolution To Nullify President Biden's Vaccine M... https://t.co/RxDULIYMdO via @YouTube
"@RepLaMalfa If vaccine mandates are not the answer, what is?   How do we prevent the transmission of Covid-19 and other Covid-variances ????"
How #artificialintelligence and #machinelearning will contribute to #cancer patient care and vaccine design.… https://t.co/oSlGCnx1ib
@ReutersLegal Are the 48 out of their mind? Will they vote YES in any vaccine mandate imposed by Presenting Trump i… https://t.co/vZYJeU4RJb
"Senate passes resolution to defund, repeal Creep biden vaccine mandate https://t.co/kSNfuoAhZw via @nypost"
"@Jsykes71 @GregAbbott_TX I understand that the FDA, approved the COVID VACCINE as an Experimental vaccine 😲"
@ReutersLegal So once again the babies who won't get the vaccine are inconveniencing the majority of mature people… https://t.co/oumckpjpqy
imma be real i only got the jab to get the guaranteed federal paid days off for the side effect recovery  pfizer ga… https://t.co/gFHfCLl3zr
Biden will never sign this idiocy.  Americans support vaccine mandates including for Covid.  We can prevent 1000 da… https://t.co/REZIDj96JV
@jstash14 @gabenagynyc @ikepoker @Dudaseifert There's a vaccine than can cause a heart disease though - try Pfizer or Moderna.
Anyone thinking of delaying the second dose for their kids based on this new study?  Immunogenicity of Extended mRN… https://t.co/AfKYRzrpEX
Studies suggest a sharp drop in vaccine protection against Omicron — yet there’s cause for optimism - NPR https://t.co/Yr78YS2BCW
Why do people keep referring to #JoeManchin as a “moderate”? #Mandates #COVID https://t.co/71niXtHzKK
@EricTopol @Cleavon_MD @NEJM I argued with a dear friend and former nurse today who doesn't believe any of this...… https://t.co/j8zRkWyldv
NEWS: Dr. Gupta questions Pfizer chief scientist on vaccine's Omicron defense https://t.co/T5OI9rme2n Via @CNN https://t.co/XTCdECPkVR
Ultimately some of the insistence on not talking about treatments because people should just get the vaccine feels… https://t.co/WPLHx9hpoZ
"Non peer-reviewed studies are all the rage. Everyday it's something different..  ""The studies haven't been peer-rev… https://t.co/NqcIMq8drt"
@jimcramer Yep! Pfizer and Moderna say keep them variants coming. Boosters for life! 💰💰💰 https://t.co/hv44ZrBw4c
"Clearly, the GOP has lost its mind. Who is against pushing to have more people vaccinated? WE CANNOT STOP this aggr… https://t.co/XVBmQ6FH7y"
@ThomasMullen @RepThomasMassie @AnarchoSlave The hard hat isn't permanently attached to your body like the gene the… https://t.co/Gwc0uNR0X2
@JOEL9ONE Moderna #3 kicks in the next day and lasts less than 24 hours. Side effects all 3 for me
"You know that commercial “if you’ve had chicken pox, the shingles virus is already inside of you”? Sometimes, after… https://t.co/dUKkevmt1P"
Nowhere in the Constitution does it say anything even close to ruling out vaccine mandates to save the lives of Ame… https://t.co/l6Sqsj2r7j
"Students, faculty, and community members wrapped around the vaccine clinic building at Chico State today to get the… https://t.co/jT13wHZ8jW"
@DavidSatterley @RepThomasMassie Because of the paperwork a doctor needs to fill out to report adverse effects of t… https://t.co/EPwImlpxEe
"#Pa. #COVID-19 hospitalizations are at their 📈highest level since January,   millions of #vaccine jabs have seeming… https://t.co/7bSyEtW6Je"
"@heytimmy And since kids are not at particularly high risk, once we got to a point where every adult who wanted a v… https://t.co/kg8HP8VZr8"
Dem Senator Jon Tester to vote with GOP to undo Biden vaccine rule https://t.co/BW0KYoauV7
The Senate on Wednesday voted to nix President Biden’s vaccine mandate for larger businesses. https://t.co/wDd6zwIbHc
The Senate on Wednesday voted to nix President Biden’s vaccine mandate for larger businesses. https://t.co/FXsRyI5Kfz
"Good news! Almost 2.5 million vaccine does were administered today in the U.S., a substantial portion of which were… https://t.co/NJYWVSPpCB"
@DCisChillin I'm already like this if you include my school vaccine mandates growing up. It's how we are all still alive 😹
@Bratman45 @Ben32074 @CarlHigbie How are they entirely preventable if you can catch COVID and die with the vaccine?… https://t.co/B8eORPR261
@TheOGpianoGeek I have had two Pfizer vaccines and the booster
@JOEL9ONE I had my third Pfizer Saturday. Not a single thang.
Sen. Ron Johnson (R-Wis.) says government officials &amp;  media censor unvaccinated to maintain control over the popul… https://t.co/TYdPGP82Bx
Pfizer Says Its Booster Offers Strong Protection Against Omicron https://t.co/VZaF8Qb5AL
"@GoLABolts @TheZappaz That reads 5 cases per million, not one. Those numbers went up to almost 6 in the Kaiser repo… https://t.co/gZUPeK9G4b"
Senate Resolution Rejects Vaccine Mandate for Private Employers https://t.co/yMFyVblefE
Senate Passes Republican Bill to Overturn Biden Vaccine Mandate | https://t.co/TRD9MfuQjs https://t.co/l3FbZwTLwu
These vaccine boosters are making everyone way too horny!
Senate votes to block #Biden #vaccinemandate — but measure is unlikely to become law. This confusing sentence appar… https://t.co/FfjXboRmTi
Increases are due almost entirely to the delta variant and affecting mostly unvaccinated people… https://t.co/Rex55q8Aol
@Newsweek #America. #Wisconsin: #Covid: #Omicron.  #Liars pushing EVERYTHING  --  but #Covid #Vaccine.  *… https://t.co/ibuNbfMthI
Weird flex: I went into work the next day after getting the booster shot. Felt miserable but saved up my sick day for another day 💪🏾💪🏾💪🏾
@prototypeoflife @Yaaasssuko Got the pfizer last Thursday and man was that fun. 🙃
"@kodkod87 @vsignals1 @riobowen @rnassau7 @JohnnyLiberty8 @CRLA25 @nypost Go back to 2020, prior to the vaccine. Who… https://t.co/GULfFA9jDA"
@ASlavitt Should people who got the vaccine get the booster even though they had COVID in August and their antibody… https://t.co/nXyktK4tn6
Yup! Manchin and Tester are helping the Republicans to bri g Joe down. Without vaccine mandates Covid will continue… https://t.co/PjkX8AH7UV
@JOEL9ONE Also Team Moderna. Booster effects kicked in next day. Headache &amp; sore joints. Lasted 48 hours.
Senate Votes ‘Yes‘ to Repeal Biden‘s Federal Vaccine Mandate https://t.co/IBSTAcLd1Q via @BreitbartNews
Did you know:  The Pfizer vaccine protects you from reacting to Marvel comics and remembering that annoying guy who… https://t.co/9x3GcsUxdr
"@JOEL9ONE Got Moderna number 3 on Monday.  6 hours of feeling like 💩, 12 hours of meh, then totally fine. 💯 worth it!"
@APosoukh @Kevin_McKernan @CryptoWooX @deadlycassowary @BarryCPearson @ProfTimNoakes @hmatejx @j00d0k1ck @jsm2334… https://t.co/UUHsXnx19M
@AddisonVnPatten @FresnoStateFB Wonder how that vaccine is going there in Green Bay 🙄
"@JOEL9ONE Moderna booster had sore arm one day, not much else. maybe because it is a half shot."
What in the living fuck is wrong with these people??  Do they NOT realize that voters cannot vote with a ventilator… https://t.co/jSoJ8EIYKN
@Anthony11221215 @ryanmorgan115 @bannedfromu @gmnelson1994 @GotneyG @AlmightySoot @crimsontiger6 @AOC You have enou… https://t.co/SUDPfAfIXo
Good news for boosters!  Risk for Severe COVID-19 and Death Plummets With Pfizer Booster https://t.co/3JircytMl2 via @medscape
( shrug ) 🤷🏻‍♂️  Nearly 500 @LASchools employees lose their jobs for failing to get #COVID19 #Vaccine   https://t.co/tpT5C7ld27
"@BigElectricBiz @OldSawDawg76 @nbcsandiego You don't know the answer on the flu vaccine, and why even trying to hav… https://t.co/aw04yPTKry"
"@AOC Covaxin needs approval. Not for my portfolio, or financial gain, but because every other vaccine isn’t working."
Guy who wants to implement draconian vaccination measures Because Rona! has face partially covered with dirty cotto… https://t.co/ypsfZMzsHN
"FDA Releases Pfizer’s Vaccine Adverse Reaction Data Revealing Women, People Aged 31 to 50 Suffered Most Side Effect… https://t.co/E1e0FAX9V1"
"@timjhogan Senator Johnson, as you're trying ""all these things,"" maybe you could advise the public to try a mask and a vaccine as well."
Got my first booster shot Friday 🤪
I'm drunk off of the Moderna
"@VaGentlenerd @UnburntWitch It's still up in the air, but I think the preponderance of evidence is that if you're b… https://t.co/4YQRobcpCA"
@JoJoRoberts19 @macroaggressio3 @fatdragonpro @KnowJanet Some vegans have taken the vaccine regardless of the ingredients in them. 🥴
Still Waiting to get the vaccine? I am on my third with no side affects. A good friend was the first to die and it still really hurts.
"Think about this for a moment. The FDA on behalf of Pfizer, is requesting in federal court the right to release all… https://t.co/1KCBRBIvGx"
The actual vaccine ain’t working so whatever. Mouth wash it is. https://t.co/oeNSBrMs8T
"“Researchers calculated the low-dose vaccine was nearly 91% effective, based on 16 Covid-19 cases in youngsters giv… https://t.co/9mJ8ze9iIU"
@ABC So I guess I'm grateful my booster was Moderna 💉
@Yamiche Pfizer had to say this the day after I got the Moderna jab? Chill.
"@michelletandler I was recently asked if I got my booster shot by someone who seemed worried.  I responded, “Me get… https://t.co/0SlS8gDeiO"
Even I'm that stupid to think any vaccine is 100%... https://t.co/vsn3tEY2Uu
"In a largely symbolic move, the Senate votes to block Biden's vaccine-or-test mandate https://t.co/6ncEGIlwZW"
Me: fuckin' Manchin. I hate him.  CNN: Senate votes to overturn Biden vaccine mandate for businesses.… https://t.co/uUnNcxnzBK
"In a largely symbolic move, the Senate votes to block Biden's vaccine-or-test mandate - NPR. Total baloney.  This i… https://t.co/GxBbbYhFo1"
Who is eligible for the COVID-19 booster? Does it protect against the new #Omicron variant? Which booster should yo… https://t.co/sAiMUyCx8V
Local school district officials announce a call to action to increase COVID-19 vaccinations in kids ages 5 to 11.… https://t.co/gGGeP1JPKR
Sansum Clinic pediatrician says the sooner kids 5 to 11 years old can get immunized the sooner they can go back to… https://t.co/aLAHPswrQf
"If you haven’t already got your flu vaccine, now is the time to get it. CHA HPMC expert shares preventive measures… https://t.co/k5LswPUA9P"
Aides to President Biden say his vaccine mandate on federal workers has boosted the vaccination rate for that workf… https://t.co/jwNOqqmWn4
The crux of the controversy in Austria is around the efficacy and the ethical component of vaccine mandates. https://t.co/PfMRX3rQV0
Lol. Jk.   #COVID19   #vaccine https://t.co/v9onfIlqdd
"@auvius @latimes You do know that 99% of those dying are the unvaccinated right?  Yeah, I'll trust my vaccine again… https://t.co/JsXwi6JAse"
@blue_chip1 It’s because no one wanted the bad AstraZeneca vaccine   Both the EU and Uk stopped using it due to mas… https://t.co/0Prrkx7xF7
@i_got_grace @BrewerDB1 @Timcast This must be a Pfizer bot
"JUST IN - BioNTech CEO: Upcoming vaccine for the #Omicron variant ""should be a 3-dose vaccine.""  @disclosetv https://t.co/Ko7kGrIVYf"
@JOEL9ONE I had Moderna.. 3 hit me bad. Nauseous with real bad chills for a whole day the next day. I was fine the next morning
"I legit started to instigate vaccine vs anti-vax talks on NBC's Facebook page.  I felt so evil, yet it felt so awes… https://t.co/moVY5SFT1J"
Omicron is its own vaccine.
@JOEL9ONE Had three Moderna. Heaviest lethargy was with the booster. No fevers - but definitely an excuse-to-do-nothing day.
Reuters chairman is Pfizer board member and top investor https://t.co/hwmUdBKkDE
Great to see everyone and their vaccine cards! https://t.co/OZWQHOvQop
"Pfizer reports 3 doses of its vaccine, booster ‘neutralizes’ omicron l WNT https://t.co/abl3Kj6uzj"
Details on Kyrie Irving Possibly Considering Taking a Plant Based Vaccine to Get Back With Nets (Video)… https://t.co/8tMB2jWlta
It's illegal to predicate children’s access to education and ability to participate in recreational activities on r… https://t.co/l1oqDVX7qh
@NationalFile When taking Pizer or moderna you will have no immunity  to any other virus that comes along This new… https://t.co/HAx67EpWgu
I could have saved my $80 from getting a blood titer and just received the MMR vaccine doses. I asked why I wouldn’… https://t.co/I9jMiNjorV
@RollingLoud Can we bring a picture of our vaccine card or do we need the actual card with us ?
"@avardwilson @CharlesMBlow At least the mRNA fears are founded in logic: they are newer, and they don't work like a… https://t.co/ZO2PpUwqp0"
Centrist Democrat senators Joe Manchin and Jon Tester vote to overturn Biden’s vaccine mandate https://t.co/j5dKS5RU8Y
@SenatorTester I’m taken aback by your vote against the vaccine mandate. It’s an extreme anti life position. Anti human position.
"🎶Santa Baby, just slip a vaccine under their tree for me, I've been an awful good girl. Santa baby, hurry down their chimneys tonight.🎶"
Senate votes to repeal Biden COVID-19 vaccine mandates for businesses https://t.co/IsPKjYpP19 via @JustTheNews
"@knowitalljoe @CocoaGallery I don’t think you’ve read &amp; studied as much unbiased publications as I have, or watched… https://t.co/BnkexqhSUv"
The Senate narrowly approved a resolution to nullify the Biden administration’s requirement that businesses with 10… https://t.co/ZzvFooaFLw
@JOEL9ONE I got body aches and chills for 18 hours on the booster of Pfizer. Not great but not bad.
@POTUS Walked into a CVS yesterday. Waited 10min. Got my Moderna booster. Sat for 15min as a precaution against ana… https://t.co/5KwRmJRkRU
@maddow How about the vaccine? Your breath may offend people but Covid can kill them.
"@s_hanna1 @RobtNS @donwinslow @SenatorTester @Sen_JoeManchin If the vaccine mandate gets killed, it will happen in… https://t.co/VLT16mDHWo"
“Antibody responses were higher in general for everyone who was vaccinated later in the day — after 11 a.m.” / “Whe… https://t.co/XXCYqbxmkS
@TomiLahren You don’t have to stand for vaccine. Just sit down  Blink Shot in! You know how it is when you got your shots.
@ScottishCommie How do you know you've prevented lung cancer with a vaccine?
@maddow Umm as long as you’re trying things how about the vaccine ?
does the Moderna booster fuck you up? Trying to figure out if that's that or the glorious pile of Korean fried chicken I just plowed through
75 days of testing the vaccine and 75 years to release data. So trustworthy. I mean how can you be suspicious?
@charliekirk11 75 days of testing the vaccine and 75 years to release data. So trustworthy. I mean how can you be suspicious?
"Got my vaccine booster today and honestly the side effects (arm soreness, general fatigue) were far, far less this… https://t.co/NksyU7Bun2"
@MaestraOogway I hope you don’t have a reaction. Mine was worse when I got my pneumonia vaccine!
Senate issues rebuke of Biden's workplace vaccine mandate https://t.co/d2hSknovqt via @politico Democrats fight to… https://t.co/1btOaErvtM
"hey cool, my  booster shot happened today and i now can start hearing 2GHz beacons.  i know it's 2GHz and not 5GHz… https://t.co/lXtJ4e2Eov"
The Senate voted Wednesday night to overturn the Biden administration's proposed rule that large private employers… https://t.co/8NkP99DeIK
Most of those fired had likely been on leave since mid-October when LAUSD staffers were to have received at least t… https://t.co/tGVtwof84M
@TheDailyShow @jordanklepper 1)With it without the vaccine you can still transmit Covid.  2)You can’t walk inside a… https://t.co/Mi49wlPeyi
"@latimes Those people can find jobs in Fresno,kings, and Tulare counties. They don’t have vaccine mandates there.… https://t.co/9eQpsFsq2v"
@janeelisabethh I had Moderna 1&amp;2 and just got my Moderna shot at Rite Aid today. You can walk in between 2-3pm at… https://t.co/8zC2OIokHZ
Dunno if it’s been said yet but we are in the Ford F-150 Final Five brought to you by @moderna_tx and @Bugatti - ti… https://t.co/t5NFKkyQuL
@HeartlandSignal Or the vaccine? Why not try that? Wisconsin: what's wrong with you?
@iamshawnjones @McLovinRobbery @OccupyDemocrats Good thing there is a vaccine readily available to help prevent ser… https://t.co/EgWlZEQTrk
"500 .. out of 75,600.  Less than 1%, just like we've seen time and time again with hospitals.  Vaccine mandates wor… https://t.co/1Nh2Cq2r3C"
"Senate votes to repeal Biden's vaccine mandate https://t.co/f4phQDqyWo The people need leaders, and in the doldrums… https://t.co/nsWj5Z6UHZ"
@TheOGpianoGeek @MJCarte33165357 Let’s see in the last year I’ve had three Pfizer vaccines two shingle shots and th… https://t.co/np7lKHAyy3
WTF!?  Accountability for @pfizer @moderna_tx https://t.co/iLD2avMTyk
"Beltway Insider: Biden/Russia, Ukraine, NATO, COVID/Vaccine Totals, Omicron, Abrams, Michigan https://t.co/wWDlgOfPFY"
You're invited to our last @actorsslash event of the year. Thanks to @CCCM_LA  &amp; @ConsulMexLan for opening their do… https://t.co/tYkAnQh7Gb
This booster shot got me goooood https://t.co/zarNLIHLcy
three months from now: only 4 doses of the vaccine protects against Covid
"Don't Use Any Medications From This Company Right Now, FDA Warns https://t.co/rAjy9rHxck via @Yahoo Why not take Pf… https://t.co/akScXzRS6z"
"Beltway Insider: Biden/Russia, Ukraine, NATO, COVID/Vaccine Totals, Omicron, Abrams, Michigan https://t.co/lVd1vKtM4l"
@NiaLovelis Vaccine side effect confirmed Lmao
I spend a few days away from Twitter and come back to find that Dr. Simone Gold and her boyfriend are telling peopl… https://t.co/uhjDoLFAtz
@YOUESAYE @moonglow2556 @CharlesMBlow Long Covid is more serious and more likely. 20%-35% percent of cases.   I had… https://t.co/NwWsuaixDH
"There never has been, nor will there ever be, a vaccine for a 🫁 virus that will keep you from testing positive. The… https://t.co/iRHK7rxt3P"
@DMDent 15% where did @AlJazeera get its numbers? Did forget vaccine tourism?
@AnaCabrera Received my Pfizer booster yesterday. It does feel good...except for the sore arm💪
School district hosts vaccine clinics for children 5-11 https://t.co/HU9DopdLiP
If LAUSD students are expecting leniency on vaccination requirements: The district just fired 500 employees for not… https://t.co/M0NajvKvxH
If LAUSD students are expecting leniency on vaccination requirements: The district just fired 500 employees for not… https://t.co/WeDuYEwhYT
Thousands of Canadian children aged 5 to 11 get their first Covid-19 vaccine dose.  Fil-Am magician promotes PH cul… https://t.co/h4l1gciZWC
@EPluribusUnumYT Literally just any proposal of a Covid Vaccine Mandate nationwide from a elected official so I can… https://t.co/LwBiSpf6VA
@MichaelDenise3 @MSNBC Fat people can’t take a vaccine and get unfat.
@RosinaMostardi1 @newsmax You supporting killing of innocent babies  with no choice is completely different than fo… https://t.co/eHVW04PD1q
@realTuckFrumper So let me get this straight. Is he actually telling men that they should take the vaccine so that… https://t.co/bLhFFNz8XI
@YOUESAYE @moonglow2556 @CharlesMBlow You people and your deliberate obtuseness. I guess your parents never gave yo… https://t.co/4z5yOFpiio
@KPIXtv Seems like the vaccine makes it easier to get Omicron.
SENATE VOTES ‘YES’ TO REPEAL BIDEN’S FEDERAL VACCINE MANDATE https://t.co/A2NpvnHGsU #winning
Senate Votes To Disapprove Of Biden Vaccine Mandate. Several Democrats joined Republicans in a symbolic rebuke of t… https://t.co/1bzwJ810cD
@TizzyEnt Geeet. Your HPV vaccine! Regarrrrdless! If you have a vagina!
"Beltway Insider: Biden/Russia, Ukraine, NATO, COVID/Vaccine Totals, Omicron, Abrams, Michigan https://t.co/1iRaWGJN2I"
What’s in your special sauce @pfizer ? https://t.co/orZI0jrOak
Omicron likely to weaken COVID vaccine protection https://t.co/fwbexa06AE #covid19 #science
The vaccine is FREE. WHY should WE have to pay for THEIR STUPID CHOICES? WHY allow their ignorance to KILL the Doct… https://t.co/LLZjDV9Uee
Health insurance companies should refuse to pay any Covid related medical expenses for people who are eligible for… https://t.co/duvA0Ogabr
@TizzyEnt Wait till they find out there is a vaccine for that.
"also made the point that I've seen people in local facebook groups, in this very county!!, recently desperately loo… https://t.co/zADS6OUUpy"
@robertmentzer If only there was a vaccine.
"@Breaking911 Is this guy for real. Which vaccine company does he own? Better yet, which vaccine companies own him?"
@85mf He’d either be pro trump and anti vaccine or standard liberal questioning vaccine
"@HeartlandSignal Sure, why not try all the things, like the F**ING VACCINE!!"
AND THIS IS COMING FROM 💩- HEAD SAHIN WHO IS THE INVENTOR OF THE 🖕-UP PFIZER 💉AND WHO REFUSES TO TAKE HIS OWN 💉‼️… https://t.co/omQIT9fhEA
@APosoukh @Kevin_McKernan @CryptoWooX @deadlycassowary @BarryCPearson @ProfTimNoakes @hmatejx @j00d0k1ck @jsm2334… https://t.co/OqrLML320r
"@EPluribusUnumYT Can you cite that information, I'm simply asking when has a elected official proposed a Nationwide… https://t.co/AEAhzBxrv3"
@aldenolmsted @pfizer @CNBC Good luck finding anything I’ve shared on my page that’s not true.
This furry vaccine researcher is the only source for COVID news that I will accept* and anyway I suggest getting a… https://t.co/sSzSNuhuQn
