How many COVID patients has Dr. Fauci treated? Asking for a country. https://t.co/yNlqYXUmqg
The fact Dr. Fauci is walking around as a free man right now is fucked
"Speaking in an interview with CNN's Kate Bolduan, Dr. Anthony Fauci agreed it's only a matter of time before the de… https://t.co/udmbRXT5Pj"
Of course it does Fauci is heavily invested
@townhallcom I can live with COVID  But NOT Fauci
@Eric_Schmitt Convenient how his reply is cut off to make it sound out of context of what he was going to say... Fa… https://t.co/0C9N5uXaht
Fauci is now advocating for vaccine passports to enter homes for the holidays.   This is insanity and they’ll never… https://t.co/lwUgBXCmhr
"Anthony Fauci Doesn’t Represent Science, He Represents Dr. Mengele [Video] https://t.co/UWjvlzDn9d"
@3sidedstory Anyone worshiping St Fauci the Covidian should be ignored
"“Santa already has great innate immunity,"" Dr. Anthony Fauci said. ""This year he is even more protected because he… https://t.co/5XPBzyugGE"
"“Santa already has great innate immunity,"" Dr. Anthony Fauci said. ""This year he is even more protected because he… https://t.co/Lt2cJRrGgZ"
"“Santa already has great innate immunity,"" Dr. Anthony Fauci said. ""This year he is even more protected because he… https://t.co/vOQpYWi8hL"
"Dr. Fauci says it's ""a matter of when, not if"" the definition of 'fully vaccinated' changes https://t.co/hgwAJbJaUW"
"Does Fauci own Fox, too?  Fox News Sidelines Lara Logan After Fauci Complains About Her Nazi Doctor Comparison https://t.co/9i2MRw8MFI"
"@SportsJWPodcast @JohnAdams715 @laralogan Umm, his experiments have been on humans worldwide. Read, ""The Real Antho… https://t.co/YUnnnfBzrQ"
I'm not sure why folks question Dr. Fauci.  I thought he was a fantastic first choice of American Emperor. https://t.co/BvAnWI9aai
Dr fauci bout to be blasting SHOTS by Lil Jon https://t.co/8Ws6QbTQQf
@RandPaul I knew the Omicron virus was a mild strain months before Fauci and Biden admitted it.  Every report from… https://t.co/bIbhmV73Og
"Atheists be like: “There is no god, but The Science &amp; Fauci is its prophet.”"
Why is the U.S. still funding the China Wuhan lab when they will not be open about Covid-19? #Fauci
"Typical day from O'Biden and Dr Fraudzy, when they make decisions and then look at the evidence. Or Are they negrop… https://t.co/5733e5oT1C"
FAUCI’S STUNNING ANSWER WHY ILLEGAL IMMIGRANTS ARE NOT GETTING TESTED https://t.co/InBYvu79TS
@reinsteind @Newsweek Here is a great article showing that Dr fauci lead nih is in fact funding gain of function re… https://t.co/YsfVagvDn8
NOT FUNNY: JOE BIDEN JUST STATED FAUCI IS REALLY PRESIDENT IN PRESS CONFERENCE https://t.co/TUiKDKdfAA
Didn't fauci just day Delta variant is  no more dangerous than any other Bastien Varient
"""Zients said 12.5 million new shots in the US last week, and 7 million boosters."" https://t.co/4UGKK89l05"
@minguslives @andrealynn_rn Lol. The entire St. Louis blues hockey team is vaccinated. The only players who haven’t… https://t.co/XKae6EMJ7B
@AmandaLeftCoast Did you hear Lara Logan is sitting in the naughty corner for calling Dr Fauci Joseph Mengele on air? Lara is the coolest.
How exactly do you expect he's going to be gone soon as possible without somebody doing something to help that out?… https://t.co/Vt1mToQXmn
Trump’s mask rocks his greatest covid hits!  https://t.co/iPjGxhZwO8 REPOST REPOST some people magically forget **… https://t.co/kFENI0mB8P
Dr. Fauci Says Omicron ‘Almost Certainly’ Less Severe Than Delta Variant https://t.co/62J2q29un7 via @dailycaller
"After ignorantly comparing Dr. Fauci to Joseph Mengele, the Auschwitz Museum in Poland called out Fox reporter Lara… https://t.co/yIO0MHV8F8"
@DonnaLynnNH @TulsiGabbard @RepThomasMassie The reason it was dismissed was because Rick Bright went to war against… https://t.co/RAnHH9jru3
Still missing it. It wasn’t just Fauci. Funding had to be approved from somewhere… like our entire government? They… https://t.co/ielcAgjChz
"@DrWoodcockFDA Hey there Ms. Advocate for American patients and consumers, you might want to get used to orange jum… https://t.co/y2AOyrQ9Z1"
"Listening to ""The Real Anthony Fauci"" by Robert F Kennedy Jr. I suggest it."
@Ssummerlovin00 Why should people be FORCED to receive a vaccine that we all know isn't 100% effective at preventin… https://t.co/CWbIDVurJU
So what do you think this means for C19 and its HIV insert Mr. Fauci?
"Tell me, Dr. Anthony Fauci. When did Saruman the Wise abandon reason for madness?"
"""But he (Fauci) pointed out a new study in South Africa showed omicron yielded a higher rate of reinfection than ot… https://t.co/c7c2zQs15o"
@cryptotraveler Sad to think there are people now that care what Fauci thinks...given his dismal performance throug… https://t.co/TeeAhq5JPs
@DrAyeshaRay @BDUTT @themojostory Calling Fauci just any “man” is akin to calling Barkha Dutt a random “woman”. The… https://t.co/tDo7I4C7qv
"To be fair, Fauci and our current regime are also doing a bit of genocide 🤷‍♀️ https://t.co/IqqjQ2Owox"
Over 100 Los Angeles firefighters have been suspended over vaccine mandates; meanwhile Fauci projects that the Omic… https://t.co/vwzbWdJubo
"Those that care about protecting their family, friends, and community from the spread of the virus and want to resu… https://t.co/3dfS0LR6Qo"
Judicial Watch: New Fauci Agency COVID Records Reveal Information about NIH Research into the Coronavirus | Judicia… https://t.co/fqQwX33Vla
@freevoice02 @ZoethHowland lol. Fauci is treated like a god no matter what he spews. I don't have an answer to your… https://t.co/oTfslgVD1R
"I fucking love my wife.. Just said Fuck fuck face Fauci, he's not fucking science!"
@andrealynn_rn Fauci works for NIH look what the #2 med is for treatment. https://t.co/GF4FGZXhMz table 2e https://t.co/csjpK1xw1a
"@Jim_Jordan Gym, trump fired the entire pandemic team after taking office.  If he’s so smart, why didn’t he fire Fauci at the time?"
"Following the latest CDC COVID-19 tracker, all people in Nevada counties with substantial or high transmission clas… https://t.co/B9MusnhRCD"
@JoeFratesijoe @sethmcconnell2 @AaronParnas That Trump has zero background in Science &amp; suggested drinking bleach t… https://t.co/4L6kWrDP6D
@JoeFratesijoe @sethmcconnell2 @AaronParnas Donald Trump Jr just tweeted the other day that he trusts Trump w/ the… https://t.co/kodYDwa378
"Yeah ... I'd really put the advice of a judge from mid-MO and t r u m p boot-licker MO AG above the WHO, the CDC an… https://t.co/Tk7EnyPZYi"
Dr. Fauci needs to locked up for life for the death of 1000's for his banning of treatments that work. He is a Medi… https://t.co/meoUnZQRRC
"@RightWingWatch Well, a sick 4 year old sneezed directly on my face. Now I'm sick. Damn Fauci for using children as… https://t.co/759BTdfaG2"
Fauci is trying to do AIDS again.  #NurembergCode #Nuremberg2 #nurembergtrialsforcovid
"@GarL51 @MAGABlueOctober And so mad scientists (Fauci, etc.) don’t have control over politics."
"Yes.  I call it ""Scientism""  It has prophets like Nye and Fauci to preach the Word.  It has heretics and apostates… https://t.co/nWCvH4ouOX"
Does Fauci Have A Domestic Spy Network? https://t.co/LvDGNsrECO
Early evidence points to Omicron being more transmissible but less severe https://t.co/GQnE6Iigep
"“Back when it was believed that the vaccines were far more effective and much safer, you, President Biden and Dr. F… https://t.co/07TEf8vHUx"
@TheNo1Waffler Santa’s first stop is Fauci’s house
"@ABC So that’s what she’s worried about today. I think 🤔 Biden, Fauci, Harris and the rest of the Mob are standing… https://t.co/iik10QlwnX"
#Fauci: #Omicron appears to be less severe yet more transmissible. The low hospitalizations could be influenced by… https://t.co/KBNGiHmyEP
I don’t call Fauci a Doctor. Because everyone knows he isn’t. #ArrestTony https://t.co/cqHq5gHAAQ
"Thanks, boss. We knew that already but thanks for chiming in!  https://t.co/xY80w8ZMnG"
Ron Johnson: Americans died because Fauci ‘sabotaged’ early treatment - https://t.co/iMecu1M1Lk
@ToombsToni Oh yeah they can't do anything unless you give them money. Ted Cruz is asking for money to prosecute fa… https://t.co/gOKSAl3ykn
@KindrachukJason And sure litmus test to distinguish between hot takes and legitimate response is the academic cred… https://t.co/EsuvVgbSiu
@Jim_Jordan 1. Crime rate rose under Trump last year 2. Inflation is inevitable under full employment &amp; supply chai… https://t.co/YJOkOvKrgw
"Now that I’ve recovered from #COVID, I pray men like @RandPaul continue to hold the #NIH, #WIV, and that weasel… https://t.co/V3wrOZB3h2"
"@LauriLocs3Fears @fishnbaja1 @DouglasDavisRN @mkarolian @WHCOVIDResponse Official warnings are Finally coming out,… https://t.co/5z4Xv7e3FR"
"@LauriLocs3Fears @fishnbaja1 @DouglasDavisRN @mkarolian @WHCOVIDResponse He admitted he lied about covid, and has b… https://t.co/Qwp7QW4WCP"
"@LauriLocs3Fears @fishnbaja1 @DouglasDavisRN @mkarolian @WHCOVIDResponse Yeah, I always tell people, if you're not… https://t.co/7lxZXuvSKo"
"Another idiot falling down 🙄  After Comparing Anthony Fauci to Nazi Doctor, Lara Logan Disappears Off Fox Airwaves https://t.co/9jmd3GWl9V"
@MSNBC @CapehartJ Fauci was the AIDS crisis.
More from FAUCI 🤡: Omicron possibly milder than previous strains.
GOOD RIDDANCE DR. FAUCI YOU PIECE OF SHIT!!  JOE BIDEN HAS MORE COVID DEATHS THAN TRUMP DID!!  FUCK YOUR MANDATES A… https://t.co/xdlRpYqRiK
FAUCI Clown: Omicron is no more serious than Delta variant.
Well no shit Sherlock…stop putting fear into this country and let us live our lives…you have responsibility along w… https://t.co/O0Sa4ed2jJ
"If you watch ⁦@FoxNews⁩ , you really need to start paying attention to what they’re doing. First it was ⁦… https://t.co/uZx8HsQb7V"
"@realBradStaggs @RealRonPhillips News, “What’s Trumps favorite ice cream?  Dead puppies”. Oh sorry, that’s Fauci. T… https://t.co/uTsgqnv3mB"
"After Comparing Anthony Fauci to Nazi Doctor, Lara Logan Disappears Off Fox Airwaves https://t.co/d48nvXScOk  She should be fired."
The National Institute of Allergy and Infectious Diseases has spent 36 years infecting and killing monkeys to devel… https://t.co/AG5gU0AXer
Fauci did 'immeasurable harm' with premature warnings on omicron: Pavlich  https://t.co/FUCI1BUIlX
"@PressSec displays the prevailing attitude toward all current corruption, whether it be smash&amp;grab,VAERS Reports,re… https://t.co/CBUcOi0nBF"
"""Did you know that 45% of the FDA budget comes from pharmaceutical companies? Did you know that Anthony Fauci’s age… https://t.co/1i5WxN8z7O"
@gravity_defied @TallStoneMason @Revelation2041 Fauci needs to go there to much side effects going on with the shot… https://t.co/q0XGLvoUYL
"In the words of Jed…what in tarnation is Fauci still breathing free air?!   He is a baby killer, a dog killer and a… https://t.co/KpkwZObENR"
"Just finishing this book. More citations than I can count. If people call Fauci and Gates sociopaths, believe them. https://t.co/FwHNI29MDw"
"And Fauci and Gates should be on their way to the Netherlands, to be tried for Crimes against Humanity at The Hague. https://t.co/cqvIA5BUON"
"Taking to Twitter on Sunday, Fox Business anchor Liz Claman slammed Fox Nation host Lara Logan's deranged antisemit… https://t.co/Mb4sBCt28B"
@So_Unamused @P8R1OT_REDUX Sounds like a Fauci fan. He did say Vaccinated who are in the hospital didn't get their… https://t.co/fudMKME2pD
"Huh, Robert F Kennedy’s book I’ve read, what does dr Fauci have to do with his book? “ Breaking down a quote”? a qu… https://t.co/QJPaRpgGJl"
"Trump lost me at Father of the Vax. As far as I'm concerned, lock him up with Fauci so Democrats can finally talk a… https://t.co/ttffuc9NrV"
@fishnbaja1 @DouglasDavisRN @mkarolian @WHCOVIDResponse In 2019 the word vaccine meant you are protected. In 2021 t… https://t.co/vNTzdBl7JD
"Good for you, Mr. Colbert! Great comment about Dr. Fauci over-hyping AIDS and COVID. Can our “leaders” get any more… https://t.co/l2qx1ChBvI"
Most influential (negative) is Trump. I am truly a Dr Fauci fan. https://t.co/tCK61n257B
"@elle59871375 @acklvnv According to Fauci: If a child walks into a room that has someone with AIDS, the child will… https://t.co/DeFezWwLRf"
@SebGorka This is on Biden watch . Blame him he responsable for mandate it along with Fauci &amp; Harris .   I'm sure R… https://t.co/lfaA6I23zz
@JarrodJf So what she’ll appear on Trumps channel !! See ya FOX you can have Faux Fauci
It's a fucking cold you lunatics! Fauci should be in jail for lying to Congress! https://t.co/Qtg5S0RlYe
@roachman61 Tell me she’s not comparing Dr. Fauci to Jesus!
@smerconish @CNN Fauci is trying to do AIDS again
"""Fauci's friends"" at Gilead."
BRB GOTTA GO TAKE A NAP AFTER GETTING FAUCI OUCHIE PT 3 THE RETURN OF THE OUCH(IE)
@kylegriffin1 @MalcolmNance Dr Fauci will always win. He’s smart. He has the experience. He could care less about p… https://t.co/BqOsji8j3n
Daily reminder that Fauci is trying to do AIDS again. #NurembergTrialsForCovid #Nuremberg2 #NurembergCode
Fox News Suspends Lara Logan After Dr. #FauciForPrison  Complains She Criticized Him https://t.co/RxX6IAyrP5 #Fauci #foxnews #laralogan
"@SWDJINC Shake it, shake it, Fauci."
"May 2021, brought to you by Great Moments in Vaccine History.  https://t.co/3hv7URi3aK"
@SummerX70 @HislopMD I’m not sure where you got confused in this thread. The topic is if vaccines prevent covid dea… https://t.co/egdQJNR547
Damming Ivermectin Tape Exposes Pressure by Big Pharma to Suppress Ivermectin  https://t.co/26LgHuHmLD
Girls don’t like boys girls like Doctor Fauci
"@RonFilipkowski The Fauci cult isn't real either!!! Both sides have ""cults"", so get over yourself. https://t.co/0nbqU9JCzw"
"@samkarlin But Sam, in all of his years in the military he proved he has a better track record than Fauci. That’s just facts."
@jenbrea I do not hold him up as a premier virologist. He's an administrative wonk who plays public sentiment for h… https://t.co/eI3H5NLEft
@ReasonDis @AlexandraLevi20 Takeing Medical Advice from Doctors is a Great Idea until they aren't the ones giving y… https://t.co/wHPN6plvss
@MollyJongFast Fauci saved his life :(
@QuintonLucasKC Wear a mask if you think it protect you.  Get a shot if you think that protects you.  But don’t imp… https://t.co/hhOlVUOUhE
@aeyokay @florenceRN78 @rn_critcare @kathryniveyy I fear you’re missing the point. It’s not to laugh at grief. It’s… https://t.co/L42PbyQq1D
@jenbrea I think our public health initiatives in regards to COVID are warped by politics and profiteers.  I dislik… https://t.co/Qfg7WPq7N4
@abouthard1 @ACTforAmerica Any infection disease doctor there are thousands of them better qualified than dr. Fauci
Yes how bout the truth Fauci https://t.co/PCRaFY3vu9
Omicron had been detected in about a third of U.S. states by Sunday.   https://t.co/lz2KXUyzWN
@kylegriffin1 No one does. Carry on Dr. Fauci.
@siffrin88 @QuintonLucasKC Wrong. Everything they say there is accurate and it's not like they made up the Fauci quotes.
Is this why Dogs were killed alive in Dr.Fauci's experiments? https://t.co/0HjkYCx3HO
WHAT?!?!  Ron Johnson claims Dr. Fauci has overhyped Covid.  Retweet if you know someone who died of COVID or is st… https://t.co/nytcv3f7ww
Overhyped AIDS?!  😳  Fauci Fires Back At GOP Sen. Ron Johnson's 'Preposterous' Claim He Overhyped AIDS https://t.co/OLMEYPNYsM via @Yahoo
@KPLR11 Fauci lied and dog’s died he should be in jail
Fauci: Omicron severity signals are 'a bit encouraging'  https://t.co/NRzTTv7YeN
@FoxNews WTH You sideline Lara Logan because of Fauci?!!!  This is why I stopped watching FOX News! You are not conservative any more!
@MagtathMaggie @DrunkenCrunker @Fauci @gates How should we check with you? Ouija Board? Seance? Which method should… https://t.co/3S2hWL0MnU
Fauci encouraged that omicron doesn't appear to be more severe https://t.co/PVicnW0qUV
Fauci encouraged that omicron doesn't appear to be more severe https://t.co/e23UT9Ajlh
U.S. health officials said Sunday that while the omicron variant of the coronavirus is rapidly spreading throughout… https://t.co/9vSF2Zw0qi
@cwt_news Because the vaxx weakens your immune systems and makes you vulnerable to every disease. Fauci is trying to do AIDS again
@kylegriffin1 I am loving feisty Fauci.
"First data on Covid omicron variant's severity is 'encouraging,' Fauci says https://t.co/pCLCTMbijt"
"@HuffPost Good!, Dr. Fauci's not taking any more of the nonsense"
Dr. Fauci Isn’t Taking It Anymore As He Unloads On Sen. Ron Johnson https://t.co/Sryf9VEeKW via @politicususa
Dr. Fauci: Early Data On The Severity Of Omicron Variant Is 'Encouraging' https://t.co/FooWxrnBeY
@StanGGoldberg @NAChristakis I’ve been informed that Fauci is the science and any efforts to contradict him are cen… https://t.co/sopKtREQv9
Fauci says early reports encouraging about omicron variant - Associated Press https://t.co/So0QYWV5Y0 via @GoogleNews
"Dr. Fauci, health officials discuss early findings on omicron variant - https://t.co/QltfgsyvV9 https://t.co/rUAuXkGXOe via @GoogleNews"
Fauci says early reports encouraging about omicron variant | AP News https://t.co/R98RoGB44s
Just heard that Dr. Fauci will being going door to door to give his own personal penile injection which is the cure for the omicron varient.
"Make sure your facial hair falls under the CDC guidelines, fellas. 🤓🧔🏽‍♂️ https://t.co/7YMfxGhee2"
"@thetoyman1 Won't it be interesting, years from now, when historians look back on this era and how we've allowed Fa… https://t.co/yikmRWn1sI"
@agronomommy @farmer_average I don’t think flag waving campaigns would work these days. People are much more jaded… https://t.co/VnzenpvCvH
Sen. Ron Johnson Drops a Truth Bomb - Says Many Americans Died From Covid Because Fauci 'Sabotaged Early Treatment… https://t.co/OddjHpiASQ
"@JasonOverstreet Ironically, Fauci had to be told off by Larry Kramer multiple times before he did anything about A… https://t.co/vDqNoBooy0"
gaetz told OAN that getting COVID-19 provides the best protection against catching it.😵‍💫That psychopath woman and… https://t.co/x3Mz0UYmJp
CDC - COVID-19 - Steps for Determining Close Contacts and Quarantining in K-12... https://t.co/vwfAI0gZSD @MCSHC1 @MOSchNurses
"U.S. health officials said that while the omicron variant is rapidly spreading throughout the country, early indica… https://t.co/qLEehEctVn"
Dr. Maria Ryan: Why Fauci Has Got COVID Wrong! https://t.co/IgO1L06HxJ
Dr. Rand Paul: Is Fauci Telling the Truth on COVID Origins? https://t.co/My8xFuU7xL
Dr. Maria Ryan: Why Fauci Has Got COVID Wrong! https://t.co/x99S3z1fmq
"@ScottCharton @SenatorDole Rep. Skelton was a great man as well. When Magic J got AIDS, Ike asked me what would hap… https://t.co/dJU6d6O4JJ"
stltoday: U.S. health officials said Sunday that while the omicron variant of the coronavirus is rapidly spreading… https://t.co/I5N7O5HEV1
U.S. health officials said Sunday that while the omicron variant of the coronavirus is rapidly spreading throughout… https://t.co/Cm2EQn0uM8
"Dr. Fauci says early reports encouraging about omicron variant, but still urges caution https://t.co/VQkeUj8SOx"
"@RonnyJacksonTX I am… but i don’t know any republicans that are, pro life is minding your own business on women’s r… https://t.co/vbQdO81qeM"
"Dr. Fauci says early reports encouraging about omicron variant, but still urges caution https://t.co/4Qqd5VCyR1"
I thought you were taking about Fauci. https://t.co/iVvDoBPG7C
@Allison26818209 @PhiteOnn @ake2306 So you believe in what Dr. Fauci says because he has a degree? I guess you don'… https://t.co/G6QRN4naVd
@JosieLe62818667 Ppl are drinking gallons of koolaid if they believe these ppl were conservative protestors. These… https://t.co/5TiFxoFHWQ
Wow! FOX News Sidelines Lara Logan After Dr. Fauci Complains About Her Nazi Doctor Comparison https://t.co/qzrqIQ1LQN via @gatewaypundit
"It's two weeks now since Fauci recommended the booster on national TeeVee, and Biden still hasn't required the 3rd… https://t.co/JCHo4WFM9O"
"Fauci is evil, prove me wrong"
"Fauci: Early reports encouraging about omicron variant, via @NewsTribune.  https://t.co/HG1K8h6FpJ"
Fauci calls Ron Johnson's AIDS comment 'preposterous': 'I don't have any clue of what he's talking about' https://t.co/VvhhGSO2JJ
@DonaldJTrumpJr @joerogan So your saying Fauci lies just like your dad has done.  Your dad needs to stay out of off… https://t.co/ssvLCWNlMu
Fauci says early reports encouraging about omicron variant - Associated Press https://t.co/iYQ5L0ibvb via @GoogleNews
The T° value in place of R° value ?  Real-world evidence suggests omicron will not be very transmissible nor be mor… https://t.co/1JvdgoQh66
Interesting that the markets are not reacting to any of this yet:  - Early data from the new variant does not indic… https://t.co/EeRwRVoZxc
@MikeBigsley7 @5_by_26 @JudyB1313 @PaulHal83159238 @JasminGar2005 Many have told their stories to the media. I have… https://t.co/jCPFTEKkaO
"Dr. Anthony Fauci went on CNN’s State Of The Union Sunday, and during his appearance with Jake Tapper, he shot down… https://t.co/gwgmeHey0s"
@Laserman59 @GeraltKa @MSNBC Fauci wasn't hired to do PR.
Fauci says early reports about omicron variant are encouraging https://t.co/o5wiOchClb
Dr.Fauci lies so much that it’s making the devil jealous of him ....now that’s pretty bad !!!!
Biden will never fire Fauci! Biden is all in! https://t.co/llxGiDmKvI
LYING Fauci! This guy was totally WRONG on every prediction &amp; Comments he made! https://t.co/2Q44WKx6ga
@PintSizePolemic Fauci - lots of bodies   Jesus - where’s the body? https://t.co/CaQKAV3X89
"Even if omicron proves less dangerous than delta, it remains problematic, World Health Organization epidemiologist… https://t.co/muVArs6Ghl"
"Lol I can't believe I have the heat off, no covers on AND I'm fanning myself like a maniac.   What is happening?… https://t.co/9bAEQqLpmE"
Fauci is trying to do AIDS again. #NurembergCode
Fox News Disappears Lara Logan From the Air Following Fauci Attack #SmartNews  https://t.co/6Wk5N9FdW4
Fauci used a Fascist regime to likely kill more people than Hitler did. She’s right. https://t.co/gzOkd7hq2u
@aidnmclaughlin Fauci used a Fascist regime to likely kill more people than Hitler did. She’s right.
Dr. Rand Paul: Is Fauci Telling the Truth on COVID Origins? https://t.co/zrKUiIZjuM
@Motivation724 Anyone not Fauci.
Pags on Newsmax — Fauci Is NOT Science https://t.co/pv3otIhcBn
The costs of CDC/Fauci Covid stradegy; 1. 1 in 4 American youth reported serious thoughts of suicide.  2. Million p… https://t.co/iafoX2vejg
I'm confused as to why @jaketapper &amp; others feel the need to ask ridiculous ?s to people like Fauci about disinform… https://t.co/7KUaliZp3k
Fauci says early reports encouraging about omicron variant (from @AP) https://t.co/TQ2PgpREjQ
Fox Business host Liz Claman calling for comparisons to Josef Mengele to stop days after Lara Logan likened Dr. Fau… https://t.co/nQWMjw0Qzu
"Rand Paul Issues Blistering 12-Word Statement About Anthony Fauci, Accuses Him of Lying to Congress https://t.co/16SzEOgYcP"
Fauci Blasted by Peta for Using Monkeys in ‘Horrendous HIV Experiments’ #NewsBreak https://t.co/pEP8AaBxnW
@E_n_D_o_R @MeidasTouch WHO says zero Omicron deaths Fauci says this now. All the ammo they need to remain unvaxxed.
@atrupar Does anyone give a f#ck what Abbott has to say about Dr Fauci. Why the hell would Dr Fauci go to the border.
@realityagent @BestBeachStyles Fauci’s logic is “science”! LOL
@Darky999 @GeorgeGammon So Fauci was pro science or anti when he said they don’t work in Feb 2020?
"@jimmykimmel is fine with anyone calling Trump “Hitler”, but anyone comparing Fauci with Dr Mengele is damned for e… https://t.co/z2FFI2f47o"
@patriottakes What did Fauci do?  That’s funny coming from her.
@JoeFink @RonnyJacksonTX You need to buy Robert Kennedy’s book The Real Anthony Fauci. You’ll soon know.
Ron Johnson brutally flattened by Anthony Fauci for claiming he 'overhyped' the Covid-19 crisis https://t.co/OU4Zos9IqW
Who's blowed more people to get where they are: Kamala Harris or Dr. Fauci?
Fauci says early reports encouraging about omicron variant: https://t.co/qHd83xw8v9
Fauci says early reports encouraging about omicron variant: https://t.co/1ixPhivg5J
"@michaeljknowles The ""Mid-term"" variant will be coming in about 6 months, courtesy of Dr. Fauci. The drug companies… https://t.co/7R2UL7b0g0"
Fauci says early reports encouraging about omicron variant https://t.co/3MTTTuUy58
@TPUSA Turning Point mobilizes violence against Dr Fauci. Is that Anerican?
"@atrupar Also, Dr Fauci has made no mention of visiting Madagascar."
U.S. health officials said Sunday that while the omicron variant of the coronavirus is rapidly spreading throughout… https://t.co/wiIfsycvpr
@akheriaty Fauci is trying to do AIDS again.
"MTG says Dr. Fauci should be arrested. I say, ""On what charge???""😳👇 https://t.co/R9D93gCOcG"
Reminder the poster child for the Fauci recommended COVID response was…  … Andrew Cuomo https://t.co/GjzD6A42gq
Anthony Fauci Rips GOP Sen. Ron Johnson's 'Preposterous' Accusation He's 'Overhyped' COVID I would have to agree x… https://t.co/ugcEPfsPvZ
