Fauci can stack up at any time. https://t.co/Vu95seiEDW
Early evidence points to Fauci being a limp dick https://t.co/ulWl8ts9eD
@E_got_tweets They are the ones that bought the candle https://t.co/be2t61pdPl
@CNN 🤙 Fauci said Omicron ain’t shit anyway.
"@kaitlancollins @betsy_klein Last week we said 2 weeks. I believe Fauci is a great science guy. But, we definitely… https://t.co/xLkGtG6nyY"
@JenWoodruff79 Fauci’s boss maybe high as a kite 🤷‍♂️
"I’ve listened to Fauci, the CDC director and the NIH director do interviews where they are asked about Omicron, and… https://t.co/7XZtUE3XOA"
Fauci says Omicron COVID-19 variant is 'almost certainly' not as severe as Delta strain  https://t.co/yYC4Zs24Yq via @MailOnline
"Jim, l think Trump gave us Fauci. https://t.co/SlwP5169bp"
Guess President Fauci will have a chat with him for sure https://t.co/PuCdhMT7Ju
@davidmgins Heartbeat from Prosecution &amp; maybe being really vaccinated with the Graphene Oxide cocktail along with… https://t.co/hhYJ7QiX67
"Omicron variant 'almost certainly' not more severe than Delta, Fauci tells AFP https://t.co/p5IovCvGTv via @FRANCE24"
@DrOz @DrOz where do you side on fauci?
@PapiTrumpo Who the HELL made Fauci president
@Marylou14099916 I just want a full medical report of Fauci and his entire family.I want to know if he is fully vax… https://t.co/ZymGS1KQxt
"@RightWingWatch 🤦‍♂️Even if you think this evil deadly thing was manufactured by Fauci, why wouldn't you want the A… https://t.co/1PixOklcu2"
@CPDBadLT @CatholicCharm Your name is nogodsnomasters w/devil profile pic. You believe there was an insurrection &amp;… https://t.co/ntHfXklXs8
@SenRonJohnson He is a TOTAL FAILURE #FireFauci for everyone except stockholders of the new drugs used to non-treat… https://t.co/OOFd3g5ElI
"@WalshFreedom GQP ilk GymBoy, MTG, Boebert, and on and on vying for second place.  NOBODY politicized the entire pa… https://t.co/xn9wDobBwl"
Wouldn’t know that listening to Fauci. He made it sound like it would be worse than Delta. https://t.co/vYKIVxyYih
Fauci encouraged that omicron doesn't appear to be more severe https://t.co/I8N08iB9vn
@Brick715 I said a year ago that Fauci should resign. And I think he should. He stood next to trump with his lip sh… https://t.co/W06V9g9QbL
@Onewakeboarder1 @BetsyBG @JasminGar2005 They literally exposed Fauci’s lies from his own emails.  He may be educat… https://t.co/RZPjVoLNXO
@Elizabe55112702 @FrankLuntz Fauci has been wrong everytime he has said he let’s make everyone jump thru this hoop.… https://t.co/F0q7fUIlxC
"@StephenAtHome  The nicest guy on tv, told Ron Johnson to go F himself over his lies re Dr Fauci.   Mr Colbert, I j… https://t.co/dO0ofhzLOU"
"Fauci Blows Off Open Borders, Says America Can’t Stop COVID Anyway | The Daily Caller https://t.co/gP1OG4R5m7"
Fauci the Nazi is just like Mangala the Nazi …….Lara Is right https://t.co/N2OEEay9qp
@marcorubio So listen to science (Dr Fauci) and get vaccinated.
@PAKAG2020 No do fauci's wife!
@nerfherder73 I thought Fauci was science.
@BernieSanders @SBWorkersUnited Bernie and don't forget about conrovirus that's bidens proud to announce we're back… https://t.co/1HTmrfMvdv
Wow! FOX News Sidelines Lara Logan After Dr. Fauci Complains About Her Nazi Doctor Comparison  https://t.co/7my9T838I5 via @gatewaypundit
@jdcrowley @SohrabAhmari When evil walks the earth thinking it’s brave.  You’re so brave.  Go get your 19th booster… https://t.co/WRj1b9vGCZ
@Michael91689 Fauci? That looks like Nick Saban
@dangjones I noticed that Twitter doesn't like anyone to refer to Pope Fauci as a Corrupt public official that shou… https://t.co/K3TDGYQuLv
A Frenchman did the science Fauci didn't: Omicron is no delta https://t.co/GFKnlJj2PT
Everyone needs to read this ten minute article -- https://t.co/XTnzA1ycCd
@hmntre It is totally unwarranted. Even Fauci says this one is harmless other than the flu. I have several health i… https://t.co/HHoxFV9bOH
@QueeredR @latstetter Which one of these vaccines allows you to get and spread the disease?  Why are you against se… https://t.co/SQVYT7wZ7R
"@Titscarraldo @davontae234a Respectfully, I don't think it's proven. I think YOU are convinced. But there are as ma… https://t.co/ulScB46VGj"
"The variant has over 50 mutations and is considered a ""variant of concern"" by the World Health Organization. https://t.co/fOaJgQUdbS"
@Onewakeboarder1 @BetsyBG @JasminGar2005 Just do a simple search.  Doctors say this not me.   Surely you’re not tak… https://t.co/UVfp2Jw36J
Fauci encouraged that omicron doesn't appear to be more severe https://t.co/tk06ly011F #News #NationalNews
"The variant has over 50 mutations and is considered a ""variant of concern"" by the World Health Organization. https://t.co/h2xNCXGr5W"
Pardon my French again but fauci is a selfish son of a bitch who doesn’t care about anybody but himself. Yet he sit… https://t.co/vUp8HATv4J
YOu BeLiEvE iN cHrIsT bUt NoT dR fAuCi?  😂😂😂😂😂😂
President Trump pretty much always did the opposite of what Fauci said because he was radical left &amp; wrong. He was… https://t.co/MXlFWmKUKE
"""Omicron COVID variant detected in a third of US states: Fauci says early reports are encouraging"" https://t.co/SKh9CzLO7e"
Fauci says early reports encouraging about omicron variant | AP | https://t.co/li58zrnnG4
The foundation of SCIENCE is observation &amp; experiment. Why were doctors who were successfully treating Covid with e… https://t.co/4pTcEViaK7
"President Joe Biden’s chief medical adviser, Dr. Anthony Fauci, told CNN’s “State of the Union” scientists need mor… https://t.co/LFiTDnGMyj"
Fauci had it made here and sent it to Africa to see how it worked!  He is sad because this variant is weaker then t… https://t.co/9nCxZorbrr
"The variant has over 50 mutations and is considered a ""variant of concern"" by the World Health Organization. https://t.co/MVwRWONd1o"
@TheCourtesan1 @LSW12612672511 @Gerard39delaney @MagtathMaggie @gates @Fauci @Lukewearechange 'they know too much' https://t.co/bjLPBUgycH
Fauci says early reports encouraging about omicron variant | AP News https://t.co/892GWbGby3
Why Fox News lets Lara Logan call Dr. Fauci a Nazi — and get away with it https://t.co/aVaJ93DFMy
@MaryHar84237327 He’s spending all day virtue-signaling about Fauci.   Rand Paul is actually worthless. He’s a US S… https://t.co/pPqEa8tXg7
Fauci: early reports on omicron variant encouraging https://t.co/MPa7hT6jnQ https://t.co/8nno2E3HYM
"Fauci is perpetually wrong. Unfortunately, this means omicron may be worse than predicted 🤔 https://t.co/n4hlqoyi7y"
We got here because Fauci &amp; cohorts have been lying and making it up as they go. https://t.co/yoUyEFS4fi
"@AlbertLGoodman @DavidSanford14 @annbauerwriter Yea!  The reason they were ‘piled’ up was REMDESIVER, it flooded yo… https://t.co/XOYacnVyll"
"Dr. Fauci says early reports encouraging about omicron variant, but still urges caution https://t.co/kWy7SJdP4O"
"Dr. Fauci says early reports encouraging about omicron variant, but still urges caution https://t.co/iwiFdakpBg"
@xxdr_zombiexx Neither does Fauci
"""Vaccines are a miracle!"" The miracle: https://t.co/m0QcdjSBC2"
After spreading fear on multiple network TV news programs one week ago.   Anthony Fauci is a megalomaniac. https://t.co/RpvTfubxTl
Fauci calls Ron Johnson's AIDS comment 'preposterous': 'I don't have any clue of what he's talking about' https://t.co/HP4Pld2Pws
Dr. Fauci and the media when they realized Omicron is less severe than the common cold. https://t.co/F9ucCpVok7
What kind of shithole party vilifies Dr. Fauci and glorifies Joe Rogan?
U.S. health officials said Sunday that while the omicron variant of the coronavirus is rapidly spreading throughout… https://t.co/bwccKjiqvD
U.S. health officials said Sunday that while the omicron variant of the coronavirus is rapidly spreading throughout… https://t.co/E5FsoOJEJZ
Fauci calls Ron Johnson's AIDS comment 'preposterous': 'I don't have any clue of what he's talking about' https://t.co/SX18uLiLP3
Fauci calls Ron Johnson’s AIDS comment ‘preposterous’: ‘I don’t have any clue of what he’s talking about’ https://t.co/b8uLwI26YS
Fauci calls Ron Johnson’s AIDS comment ‘preposterous’: ‘I don’t have any clue of what he’s talking about’ https://t.co/5HLk2ppWpC
"US is revaluating South Africa travel ban, Fauci says https://t.co/BX7qmBhADX via @MailOnline"
Sen. Ron Johnson Drops a Truth Bomb - Says Many Americans Died From Covid Because Fauci 'Sabotaged Early Treatment… https://t.co/io0ky7WruQ
Wow! FOX News Sidelines Lara Logan After Dr. Fauci Complains About Her Nazi Doctor Comparison https://t.co/TyQNVRMPi9 via @gatewaypundit
"The Real Anthony Fauci - Dead Babies, Dogs Tortured To Death, Experiments On Children https://t.co/6C6OAJLthD #LBRY… https://t.co/7g14FpeoEa"
Fauci says early reports encouraging about omicron variant  https://t.co/GSmYAWqTNq
"@atrupar Everything about that statement made me sick!! Fauci is a ""HERO"" when it comes to the AIDS crisis. Now tha… https://t.co/lMgdslByGa"
"@akheriaty For example, Bill Gates can't write code.  Fauci can't write your immune system.    The entire thing is… https://t.co/BSIvvdEeso"
My sister works for a TN university in an office with a minimum entry level of master’s degree.   Her boss &amp; co-wor… https://t.co/yXYjaupktR
@OccupyDemocrats Biden has the same immigration policy his bbb plan gives millionaires a huge tax break they both h… https://t.co/Dd310Z8kCU
"@TiffanyT80s Fauci needs to be charged with murder and every other crime concerning health problems relating to these fake, killer vaccines!"
It just really is very annoying the way Fauci and the media talk about this junk. Let each individual person decide… https://t.co/QDzrHyNpXD
https://t.co/4dro3oVPVD Yes why would people not trust or like Fauci https://t.co/UIpSlWWdjv
Democrats get mad when Fauci is compared to a nazi scientists but think it’s perfectly ok to call Trump hitler and… https://t.co/Kwss0u3RP5
White House Isn't Pushing Federal Vaccine Requirements Despite Fauci's P... https://t.co/tQDXqjASi5 via @YouTube. W… https://t.co/xYGgm1s1mF
"https://t.co/dKBHg9kRa6 https://t.co/Bkr9pr4ZTd 786,803 Americans DEAD @SenRonJohnson FORGETS &gt; 55,000 coronavirus… https://t.co/uxi3hnrpoL"
Ron Johnson is right and Fauci did try to scare everyone when the AIDS was around.  You will die if you touch someo… https://t.co/BLgVF4MBA2
@Motivation724 For medical advice Dr Fauci and entertainment its Rogan sometimes
U.S. health officials said Sunday that while the omicron variant of the coronavirus is rapidly spreading throughout… https://t.co/ti5PaVkNia
U.S. health officials said Sunday that while the omicron variant of the coronavirus is rapidly spreading throughout… https://t.co/xJYTC9uTRT
@ake2306 I believe you and only pray the doubters will research! I lost my friend 4 days after her vax. She too was… https://t.co/ynGINvetA7
@SaintAugustin19 @FaceTheNation @Surgeon_General @WHO WHO leadership has failed through the years; that’s a fact. I… https://t.co/WTGKAcIoLp
Fauci says early reports encouraging about omicron variant https://t.co/wc78rkpBee
Ask yourself why Fauci hasn’t been fired after this disaster?
Fauci needs to be let go immediately. His handling of this pandemic has been embarrassing and destructive on so many levels.
Fauci says early reports encouraging about omicron variant https://t.co/e12E6C3ZJQ
Fauci says early reports encouraging about omicron variant https://t.co/BDuLibn2iM
"@Motivation724 @joerogan 1000%. If he's wrong, he'll admit it, apologize, and correct the wrong! Fauci is wrong (or… https://t.co/Z1JuUZ6G76"
Fauci says early reports encouraging about omicron variant  https://t.co/GSmYAWIvc0
@catturd2 Can’t stan how smug Tony Fauci is https://t.co/vA7wo1ZHGC I always thought he wasn’t supposed to be polit… https://t.co/JlAW0KxAig
@IainMulady @sgbrill737 @Leftylockdowns1 @AndrewGutmann You just described Fauci perfectly.
'We all feel very badly': Fauci says America is revaluating South Africa travel ban | Daily Mail Online HeyI bet so… https://t.co/88VfFjtw4L
@IainMulady @sgbrill737 @Leftylockdowns1 @AndrewGutmann Dude I am done. You can defend Fauci &amp; his political cronie… https://t.co/t2NfF7p3Gu
@IainMulady @sgbrill737 @Leftylockdowns1 @AndrewGutmann And Fauci is excellent at fooling all the rest of the idiot… https://t.co/DOiVAnXXD9
@IainMulady @sgbrill737 @Leftylockdowns1 @AndrewGutmann Of course being infected doesn’t mean you are sick!  That’s… https://t.co/rRsh8xRUdo
@atrupar And how is that Dr. Fauci's job?
@IainMulady @AndrewGutmann @sgbrill737 @Leftylockdowns1 Your evidence that they work is that you say they work.  My… https://t.co/vyMfI0N2NR
"@IainMulady @sgbrill737 @Leftylockdowns1 @AndrewGutmann Why did Fauci give this detailed, private, explanation abou… https://t.co/W61j9oLBaQ"
Fauci Blasts Ron Johnson for Saying He ‘Overhyped’ AIDS: ‘Preposterous!’ https://t.co/BxzeI9t2mc via @thedailybeast
@B52Malmet To villify Fauci ahead of another possible surge.
The communist mandates fostered by Fauci and the CDC https://t.co/yEy9EYPPTq
"@IainMulady @sgbrill737 @Leftylockdowns1 @AndrewGutmann No, it hasn’t.  You cannot find a single place that put in… https://t.co/183TMMkhWb"
@JimBowersclimb @ClimateDepot @sgbrill737 @Leftylockdowns1 @AndrewGutmann So what is the official Fauci position?… https://t.co/JtFigQ6Lql
"Rand Paul on Fauci: Live Your Life, Ignore This Man -- ‘Let‘s Hope He Can Be Gone as Soon as Possible‘… https://t.co/oaVooBNXHA"
"The Lindy heuristic ""follow the money"" takes you straight to Fauci. https://t.co/zm6KyG5YOZ"
"Fire Fauci ,he’s been screwing Americans for decades  depopulation https://t.co/0iU2j5IPVS"
Time to learn about the other side of Dr. Fauci. Saw this book in Walmart and had to grab it quickly https://t.co/gUaUjlXGUg
@IainMulady @sgbrill737 @Leftylockdowns1 @AndrewGutmann So masking 5 years olds at their outdoor Christmas pageant… https://t.co/WAm4SpHGrF
"@michaelmalice Fauci is, I think, the most perfectly personified Rand villain of anyone in public life."
"""Dr. Fauci made it clear that Sen. Ron Johnson doesn’t know what he is talking about after he accused Fauci of over… https://t.co/t1fo0LTTAL"
"Fauci, ensconced in his ivory tower of NIAID is part of the hybrid mind which straddles institutions outside of law… https://t.co/bukqYtiZTX"
Fauci’s savior complex could not be more on display as he intones the dire consequences of rejecting the new gospel… https://t.co/YVv9Ns0GnM
"Dr. Fauci on Sen. Ron Johnson, ""I don't have any clue what he is talking about."" Sen. Johnson accused Fauci of over… https://t.co/bmzmS8sSLz"
"Ask the 100,000s poisoned by Fauci’s promotion of AZT during the AIDS crisis in the late 80s. The history of AIDS/H… https://t.co/NUt7rRyPu3"
How Hitler rose to power:  1) there are unclean people among us 2) they want all you have and more 3) they have att… https://t.co/0YKL0UtIFT
"“Science” is the new religion. Fauci, the modem “savior”, who “represents science”.  Idealism becomes zealotry. Zea… https://t.co/Ff4yYVtbIB"
@AhmedBaba_ The stupid thing is people like Tapper throwing this nonsense in Fauci's face. They are no better.
@MikeBl815 @JamesRoday Kind of like this contradiction from the “Lord” Fauci? https://t.co/LfbV69iqwy
Ron Johnson brutally flattened by Anthony Fauci for claiming he 'overhyped' the Covid-19 crisis https://t.co/1jixiQAn1k
@TheJohnBream So who knows what the first signs are of HIV? Can anyone explain WHY mRNA was designed after HIV cell… https://t.co/W3MAPgusHe
"Anthony Fraudci says 'Wuhan strain,' which ignited a firestorm for admitting the 'racist' origin of COVID-19  https://t.co/bBOnlKfXGf"
@IainMulady @sgbrill737 @Leftylockdowns1 @AndrewGutmann The point is that Fauci’s obsession w NPIs has been disastr… https://t.co/ATqdEVNx6f
@DonaldJTrumpJr @joerogan Donald Trump could have fired Fauci
Cardiac Surgeon issues ‘acute coronary’ warning on mRNA vaccines… https://t.co/sLTez5szo1
Fauci's dream headline https://t.co/MkphGYFjnP
Bruce how much of that #Fauci sauce 💉 have you taken @bruce_arthur. It seems to have poisoned your little 🧠
@BarackObama @100Kin10 yeah now that's a good thing. but your buddy has opened up our borders during a pandemic and… https://t.co/7JtG5snaeu
"@ebottcher They were misled by - you guessed it - Dr. Fauci. Fool me once shame on you, fool me twice.....  https://t.co/zdpHFWbztr"
"@LisaPeabody12 @Liz_Wheeler True ,, every other month fauci comes up with a new name for the virus he paid for with our tax dollars."
@Digger1958KS Do you remember when Aids were so dangerous that I owned a restaurant and had to deny gay people in o… https://t.co/iHtlNF5Zmv
@Digger1958KS Pope Fauci did it
#Evolution is about as much science as #Fauci at this point.  https://t.co/LwJVcYCzGu
"If Fauci had the opportunity to sign off on torturing babies, he would do it."
"May the Schwartz be with you, but not Fauci. https://t.co/O7a7qqu4j0"
I found this on NewsBreak – the #1 local news app used by 45+ million people: Anthony Fauci: The Medical Version of… https://t.co/4xWRnt3rN2
"My disdain for Fauci isn’t personal. It wouldn’t matter who was in that position. If they did what he’s doing, I’d… https://t.co/etMUeDfdWH"
"@sgbrill737 @Leftylockdowns1 @AndrewGutmann “Outdoor spread is very rare, as we have been saying all along”…  Fauci… https://t.co/ByC3ybnDj4"
TRUE I REMEMBER WHEN A Dr who discovers Omicron was saying that disease have mild illness and now sound like it’s s… https://t.co/aJkSOfs87U
"FLASH:   CDC Covid Data Posted Today, Saturday, December 4, 2021, 3:35 PM ET  CDC NEW Daily Cases, 7-Day Moving Ave… https://t.co/kZJkYvS3br"
Unhinged Fox Host Compares Anthony Fauci To Nazis https://t.co/XVmJuLHPRf via @YouTube
@donie FAUCI will be the one going to prison if we ever get an honest media and politicians that give a damn! https://t.co/XTv0ag6YYV
"@seanhannity @RandPaul Just the thought of Fauci ""handling"" anything is sorta creepy."
@donie CNN forgot them too and for Fauci's sake! https://t.co/3AcSFmPbjm
"@jayrosen_nyu Are we saying, for example, that the press should be biased in favor people governing themselves with… https://t.co/nCOQHLR8BZ"
@atrupar I feel for Fauci. Those on the right have really gone at his character over the last 18 months.
This is the level of protection required by the NRC to protect you from AIRBORNE radioactive particles.  How does t… https://t.co/EG8Nr6XirC
@manofjustice007 Fauci would have been the ones to tell them to do it if we were wearing mask back then
"@TexasPatriot68 I get the whole bragging part, but don't you think they would have kept us locked down for years? O… https://t.co/UdMVG7rmLd"
"Fauci Dons Funny Hat, Declares Himself To Be Pope Of Science https://t.co/BiYfETiBGP via @TheBabylonBee"
@AddyBryne @BecBucky @_evelynrae We’re over 18 months in and frontline doctors have learned a lot to prevent severe… https://t.co/ORiXtTOTWb
"https://t.co/YDZla5cWv0 via @theblaze Greenacres says ""FIRE FAUCI""=problem solved!"
"@khendriix_ Yes we do, but I’ll not stop.. the communists will never stop..the 2nd is the only thing stopping the a… https://t.co/y4EiqIuBAx"
@ebottcher Your fake doctor Fauci was behind this 👌🏻
Booster shot zenkai boost 5g vaccinated vaccination chip cia government chip fauci corona coronavirus liberal democ… https://t.co/hRIA7g7c5c
My daughter's Godfather died of AIDs in 1991.I remember that most of the AIDS Activists I knew weren't crazy about… https://t.co/t2NTRPaoJl
"Fauci Dons Funny Hat, Declares Himself To Be Pope Of Science  https://t.co/3B3iRUwTKj via @TheBabylonBee"
Never forget it was because someone named Fauci told them to…🌝🇺🇸 https://t.co/xGGLzDqxy6
Jimmy Kimmel Has Had Enough of Scumbags Attacking Dr. Fauci for Trying t... https://t.co/EOW3dASrXA via @YouTube
@StevenLeinard @GodfatherCap Dropping the ball or like most things have some minor issues like all fda or medical a… https://t.co/eNEssbPClI
Never forget it was Fauci who normalized the risk of AIDS to drive mass compliance. Sound familiar? https://t.co/UMFD88a2f5
"@merckret08 @JimWill_KAG @Trader_2007 @Oldglorycries Good point, can Fauci duplicate the Wuhan experiment?"
@BoSnerdley I trust Lara Logan over Fauci any day!
@vasilache19 @MarcotteNov @kaytooesq @oliverdarcy @chrislhayes Because I follow the news and haven’t heard him lie… https://t.co/NDBEXN1qzX
"""Fauci and other top U.S. health officials project resolve in fighting the Omicron variant."" by BY SHARON LAFRANIER… https://t.co/Xf0ZY3JGy9"
@espencer_85 @NivMizzet12 @JimDolente @TheNotoriousMMA The vaccinated hospitalizations are still going up. Even fau… https://t.co/6Yf6LwlfgA
@CNBC We picked up your #corporatist #propaganda with some #qualifiers.    This is to journalism what #Fauci is to… https://t.co/DyGt9FIO4x
@monicaonairtalk @laralogan Ask Fauci about Project UnVaxx. I’ll guarantee that will rattle his cage.  It’s about s… https://t.co/HA1fq4oCsN
@vasilache19 @MarcotteNov @kaytooesq @oliverdarcy @chrislhayes What do u think Fauci lied about ?
Absolutely sickening. Fauci should be in prison! https://t.co/kINfyaREa3
@LowryHeather @DeplorableMouse Because it’s been a sham since Fauci cooked it up in 2015.
"In our house, when you excuse yourself to take a shit, you have to say “Excuse me, I have to Fauci a Brandon!” #LetsGoBrandon"
"@SommwithJesse @ebottcher Yes, and Fauci was saying back then that merely living with someone, who had aids was dangerous."
Fauci responds to Fox News host comparing him to infamous Nazi doctor: 'Absolutely preposterous and disgusting'  &gt;&gt;… https://t.co/iTzj7LWSE1
No Law And Justice Will Kill More People Than Any Virus Or The Vaccines That Are Being Forced On People Today 💯  Po… https://t.co/RT7ScEWllG
Pfizer didn't want us to know this info for 55 years. They went to court to hide it from you.  What is wrong w/ tho… https://t.co/TSdxsHlfSc
@cambra_juan Those who still don’t see that Fauci is simply caring on the eugenics which was rebranded as human gen… https://t.co/dLBc174Ltj
@cambra_juan Yes... do you know what Fauci has done and continues to do?
You can't answer because no one is doing it which means the rest of your mandates and mask BS are USELESS!!!  Shut… https://t.co/v30CLpQ2Bh
FAUCI MAD FOX NEWS REPORTER LARA LOGAN COMPARED HIM TO NAZIS. Happening now in @clubhouse! https://t.co/ijaCp5z9K8
#Fauci can’t wait till your held responsible for killing my friends. You funded the #China #populationcontrol
https://t.co/wl1F4zpsmK &amp; Say Nothing abt COUP against America to install Dictator using NAZI Propaganda Tactics… https://t.co/vhpxcreEoB
https://t.co/wl1F4zpsmK &amp; Say Nothing abt COUP against America to install Dictator using NAZI Propaganda Tactics… https://t.co/gITvD18bzV
https://t.co/wl1F4zpsmK &amp; Say Nothing abt COUP against America 2 install Dictator using NAZI Propaganda Tactics… https://t.co/BYynTbwYup
"Why? The only thing separating Fauci from Mengele is opportunity. After all, he's already torturing dogs in the nam… https://t.co/xfM5ZVElu4"
@WyattDu69157112 @LazVision @NatForTrump2024 @aztradesman @DonaldJTrumpJr I heard Biden was going door to door at g… https://t.co/FF8mYIbJf4
They should have voted to abolish the CDC and Fauci https://t.co/UvFvqJPVKT
@tarkadoyle @MarlaBLovesYou @BBCBreaking Then why are most hospitalizations in Israel from the vaccinated. Or the U… https://t.co/PAtRqryTI0
@Eric_Edholm Fauci giving weather forecast?
Fuming Fauci slams Fox News for not punishing Lara Logan over ‘unconscionable’ comparison to Nazi doctor https://t.co/VGnMLI5Yvc
"@barbcraig7 Just an update- after 27 years of clockwork cycles, I have now gotten my period three times in 6 weeks… https://t.co/iF8hl9GVgu"
@gracelover712 will Cavuto kiss Fauci’s ring when the interview is over today??
WHO: ‘No Evidence’ Booster Vaccines Offer ‘Greater Protection’ to Healthy Populations https://t.co/WxLynmC6HK  Some… https://t.co/STGIUAOm8N
* FAUCI SAYS PFIZER DRUG LIKELY TO RETAIN EFFECT AGAINST OMICRON  (h/t @faststocknewss) $PFE
"Dr. Fauci isn’t a Nazi doctor, but he’s remarkably a lot like a Nazi doctor. https://t.co/mmOcqHAUXz"
"@DineshDSouza Bette should apply her influence on putting Fauci in prison. He funded the development of the virus,… https://t.co/7xnQWeEIUp"
@xXxBlinxXx I believe what Dr Fauci says.
@USAS_WW1 @BarnettforAZ @disclosetv The vaccine is the bio weapon.  It will create multiple mutations to justify bi… https://t.co/nYPwFOg5dV
GASP. FAUCI DID A RACISM. https://t.co/xv015LBXTo
Fauci re Fox’s Lara Logan : “not only is she being slanderous + disrespectful to so many people who were killed in… https://t.co/wIcE5kN5pc
@jcol5391 @P8R1OT_REDUX Do you blame Fauci for every experiment that has been conducted on animals? Or just the bea… https://t.co/lksBWfnhI3
"""Something would be wrong if he wasn’t in a fury and Fauci wants Logan gone.""  https://t.co/GHAKMYENET via @politicususa"
"@AlexandraLevi20 No madam,  he has entertained more people than Dr Fauci"
@PolitiBunny It seems the “concern” Joe Biden and Fauci are telling us to have is BS. https://t.co/vIqtbqFh1T
Fauci calls out Fox News for letting host compare him to Nazi doctor: 'Astounded' https://t.co/zhN4IBDe0y
