@Frankiebhoy8881 @BBCScotNine Aye he knew they work masks and practiced social distancing 😂😂😂🤡🤡🤡
"If you are going to take away the mask mandate, then it’s  time to require any student who is not vaccinated to sub… https://t.co/UR8gv9B646"
@DrSamPage Are you still talking about masks? Got anything else?
⁦@AGEricSchmitt⁩  masks save lives! #SueBully #MaskUpMO https://t.co/FvzFAyzTzU
@Eric_Schmitt His kids wear masks everyday at school.
"I am fully vaccinated and boosted, and I am around COVID every day. I wear my mask when I'm out because even though… https://t.co/0m0EEeJBx6"
@Prollyurdaddy I don't know which is more badass.  This little man or the guys that come into your gym and rip thei… https://t.co/b1RQYmosHM
Hiding behind a mask of solitude to escape the inner chaos.
This also doesn't seem to be a violation of Judge Green's order (https://t.co/wVwvLyHl9k). Sedalia Public Schools v… https://t.co/JBs1a4HfEr
@renee_smola @AGEricSchmitt Good. He shouldn’t be in school without a mask. None of them should.
@featherty @Eric_Schmitt @CaseyNolen On what basis can schools “require” masks? They did so based upon exact unelec… https://t.co/ftwQ8k6ZdA
"@DawnChapmanSTL @Eric_Schmitt I’ve seen the complaints, they’re against school boards and superintendents. Besides… https://t.co/pgkk4ln39i"
@JohnArn97395938 @AGEricSchmitt Masks have a 13% efficacy.  Just facts!
When you need to update your masks for the year &amp; You are the Mask Maker 😷 🙌🏻🙌🏻   #mask #scrunchies #maskson… https://t.co/nX83JODuIp
@scottfaughn It is fun how values waiver and people will immediately report masks or abortions to the government they hate so dearly.
"@AGEricSchmitt Don’t you have anything better to do with your time? I don’t know, perhaps address the increase in c… https://t.co/d3XBB3c4Tc"
@STLCityGov The enforcement is inconsistent at best. I went to the Gateway Dirt Nationals attended by my guess 15-2… https://t.co/N6SZ1kgPLn
@DawnChapmanSTL @Eric_Schmitt Really it’s no different than when @DrSamPage set up a complaint line when his mask o… https://t.co/vAGvbRLIst
"“The firm has had more than 40 new COVID-19 cases this month including 10 on Tuesday, .. Jefferies was re-imposing… https://t.co/QxL2OvH8Bj"
@Eric_Schmitt Are you purposely working to kill Missourians? Vaccines save lives. Wearing a mask protects others. T… https://t.co/SZOMG4NCk9
@DawnChapmanSTL General Schmitt has zero problem if you or your children choose to wear a mask. His job is to uphol… https://t.co/x83sZjm73s
The state attorney general put health departments and school districts in Missouri on notice this week warning them… https://t.co/W1wC0n4wLv
@halfhippiechick @AGEricSchmitt Funny you’re more worried about the masks and not about the guy telling the public… https://t.co/oxeQaFn4mL
I’m fighting for parents and fighting back against bureaucrats who are violating the law and pushing illegal mask m… https://t.co/moDeFNW0zE
@dlw2099 @POTUS It dont matter who makes what it saves lifes u need to check with the mask thats were who makes the… https://t.co/fdnjpjlgt5
"#GOPHypocrisy.  MO government did a study which proved masks work but didn't tell Missourians, meanwhile the state… https://t.co/3aWkFx9Lon"
Missouri's Attorney General is asking parents to report schools that require masks. https://t.co/yQXV6HD7y1
"@itsAaron77 @Trisha_F_2579 What attitude? I am vaxxed, boosted and mask everywhere I go. My entire family other tha… https://t.co/6h7TWS6gY8"
"@hank_lopez @sgfbeerbuzz @Eric_Schmitt Well I haven’t yet, but since you don’t believe masks mitigate the spread of… https://t.co/t0x2mLEZqa"
These idiots will try anything - ANYTHING other than the simple measures that actually work: wearing a mask and get… https://t.co/zlt57DHR8E
@maddow Missouri AG  Eric Schmitt wants citizens to report schools that are enforcing mask mandates. As you can see… https://t.co/i4YuaLkivZ
@LucasArlt @patemaw7 @kellyinvegas Yes we won “because of a face mask”. Maybe Nebraska was close because of the 5 t… https://t.co/4oQM3jdi40
@BlazeW14 Shawty where is your mask
@CaseyNolen Schmitt knows that many schools were planning to go mask optional anyway the 2nd semester. So he’s blat… https://t.co/7pkcmK19BY
@Thump202002 And our coach is wearing a mask that he pulls down when he gets close to players .  Makes ZERO sense to have that thing on
"@GeoLandSurveyor I told my employer that until they can provide me with a ""mask"" that will prevent me from getting… https://t.co/q1qc2dj2X9"
Awesome Christmas Party at Melcher this evening!  (Masks were removed for the video only 😊) https://t.co/dULEhxhxp8
Burn your masks https://t.co/2gixN5G26P
"Masks save the kids from dying of a cold each &amp; every year, right? The cold &amp; flu will never go away, which is why… https://t.co/O0QWCQxrAG"
"Come and take our mask mandates, @Eric_Schmitt, you coward. https://t.co/5graCMgz0C"
"@seanrwisner @Eric_Schmitt @CaseyNolen He's wrong and he knows it. The schools can require masks, and he knows it.… https://t.co/mlVvNiDUXX"
"Masks save the kids from dying of a cold each &amp; every year, right? The cold &amp; flu will never go away, which is why… https://t.co/gjQ2mThaDE"
@LaurenMack108 @POTUS Well i have everything under the sun and im steal here so yes it must work I also take 40 pil… https://t.co/pHJ8WVsNc4
@wisgop @SenRonJohnson gives out misinformation to public that will make more ppl sick🥃 He said: let’s try everythi… https://t.co/jbUJSY4be5
@MarkReardonKFTK @SonyPictures awe  boo hoo.  You have to wear a mask for a special screening.  you have such a har… https://t.co/F9vJrZY65V
Mask policy center of debate at Fayetteville Board of Health meeting https://t.co/iaRsA72ziL
"@Christopher_W_G I mean Lysol does kill 99.9% of all viruses, including the norovirus, which causes stomach flu. Ma… https://t.co/yRObVobyvk"
A mask mandate in St Louis County is unlawful &amp; unnecessary; Hospitals are stating they have an 85% admission rate…… https://t.co/tcSRTdC861
@Jeremy_Danner Ya our district just emailed parents stating as of 1/1/22 they won't be required to mandate masks an… https://t.co/E1OzTfc53Y
And anyway we go in Missouri! Good thing our AG is demanding schools and whatnot just ignore mask mandates. https://t.co/O7I7XBMECg
Why do we need a mask mandate if there already is one? @lisadclancy @DrSamPage https://t.co/GxHhHX0WHH
@BlackKnight10k I was using peroxide based mouthwash back in early spring 2020 when the masks were for medical peop… https://t.co/BYXTUaJ6zU
@Presselectn @dmr1243 @AGEricSchmitt Might want to brush up on your knowledge… https://t.co/c1Qn6XcFdK
@Steen4401 @clinkfloyd @peopleschoice @nbc @TheRock @MakeAWish Then the mask should be worn by those that are immun… https://t.co/KfWyvKQPef
Just a parent wondering when @LIBERTYSCHOOLS will acknowledge the law and send the same letter NKC did today about… https://t.co/lFqTcldnmg
@MicheleBoggs18 Even if you are anti-mask (saw your profile) you aren’t going anywhere on a plane without one…  Hea… https://t.co/jzKu9Rrdpz
"@hjelle_brian All of the above except testing at the front door. &gt;10, 3x vaxed. Keeping mask on until Neg results.… https://t.co/197Ki32ygh"
Honestly wearing a mask is clutch when you live in the winter hellscape that is the Midwest. I’m likely never going back to maskless again.
I've seen quite a few screenshots that appear to be conversations within various district FB groups today encouragi… https://t.co/vfL06I6JUA
And Wear your MASK...lol https://t.co/jtaOQftvjJ
@GovRonDeSantis is an embarrassment. He didn’t know how to put on a face mask. Doubt he helped diaper his children.… https://t.co/m4SWjEe8n3
"You were a mist diver, @TheCrossDM, going over the edge of ships far from the shore on cords miles long, with only… https://t.co/tX6JVwIAcO"
"Since some have not gotten the memo  please know that if you respond to me with disrespect, profanity, death threat… https://t.co/bxualMfqCP"
"@EnglishTeach07 Schools have an obligation to keep kids &amp; staff as safe as possible. Studies, including the one tha… https://t.co/wLPuNakfse"
@archcityhistory Must be a Republican cat who hates masks
@DrSamPage Stop. Facts and data still shows kids are vaccinating while data still proves little impact. The masks a… https://t.co/c6lfees4EJ
Missouri AG Asks Parents to Snitch on Schools Still Mandating Masks https://t.co/OmYBEc1VLR
@AGEricSchmitt SPS sent out emails telling parents that they would drop mask mandates when they see fit. And that c… https://t.co/tWERG8XUdD
@Caro_Kinkead @pygmalion55 @GrantBrisbee @ddale8 Or do much of anything. https://t.co/7fqupoaRke
"After the mask mandate is repealed, I hope all of the front line workers will take a much needed vacation.  Let the… https://t.co/9fIRnv6bB2"
"@wahlstedt007 Meanwhile in Missouri, USA, the state Attorney General is trying to force schools to remove mask mand… https://t.co/6toEcsgjHS"
I'm really liking our AG👍 He will definitely be getting messages from me...I'm tired of my girl being masked all da… https://t.co/jWf6O7RvzX
"@agapefinancial @Eric_Schmitt @rockwoodschools @RockwoodSupt Yo Josh, my sister-in-law is a Rockwood teacher and is… https://t.co/Gq7w4U7hck"
"With the Senate repealing the mandate for Federal employees wearing masks and vaccinations, and states throwing out… https://t.co/0QLY2AO4Wt"
@TuckerCarlson Springfield Missouri public schools was issued a cease and desist order from our attorney general re… https://t.co/13l42UWRIJ
"The best chance to keep classrooms safe for kids and teachers is to beat back the virus. Get vaccinated, wear a mas… https://t.co/koOBCqbFy3"
"In case you need something to do, I invite you you join me in filling up the AGs email inbox with messages of suppo… https://t.co/FuxalQse1a"
"@CaseyNolen @Eric_Schmitt Casey, as far as I can tell, the ruling only pertains to DHSS's behavior insofar as forci… https://t.co/RtwVt0PsDB"
@TMacMo I got that at the grocery store when I wore a Pearl Jam mask
It isn't about masks. It isn't about freedom. It's about attacking public education for political gain. It's pittin… https://t.co/3BKaajbWMv
Imagine if our Attorney General and these parents were as upset about racism and gun violence as they are about mask mandates…
"@LauraAnnSTL My son’s school, small Catholic, has had ZERO spread from the 5 positive cases this year because of MA… https://t.co/dE6QuFozgq"
"@BullyMaus If what we're hearing so far about Omicron is true (highly contagious, not severe), I'd really prefer it… https://t.co/XrVvX4BXKE"
"Some Columbia Public Schools parents said they sent their children to school without masks today, bolstered by a le… https://t.co/vSILM1tIlu"
The move by Schmitt follows an earlier letter sent to school districts and health departments this week demanding t… https://t.co/P85lAX2EcI
@midwestmomts @Eric_Schmitt Seriously. He is suing my daughters school for requiring masks. What in the actual hell?
Doing masks with ✨🖤
@eble_tim That's the whole point. How can I get my mask to work like a feed bag. Can you imagine how thrilled my coworkers would be?
How many times have you tweeted about the efficacy of masks or vaccines over the last three months or that people s… https://t.co/zmEeZouRJ3
@Eric_Schmitt = No integrity . You work for ALL of us. You are suing my daughter's school for requiring masks. She… https://t.co/rF1Kr3coG6
Good things about the greater New Orleans area: you can get alcohol to go/drive thru  Bad things: I was the only on… https://t.co/92w20iLnAC
@mitchellscomet @all_the_Mindy In the area where I live it varies *widely*. Our closest grocery store has a pretty… https://t.co/iUPsfiCCuj
Perhaps she should have wished for the privilege to take her mask off around a celebrity. https://t.co/ZuLItwCfaZ
@Java_jigga Green Goblin is just a hard thing to completely do well in live action because his green human looking… https://t.co/p4eIj3Nqnq
"@statomattic I live in southern Illinois, I wear a mask, under my nose 😂 everyday at work, have been this whole tim… https://t.co/BOhckvFZTG"
@Java_jigga The best look would’ve been if the helmet got destroyed except for the face part and he just puts the broken mask and hood on
"Hospitals are in the brink. Emergency department wait times are excruciating. Please please, wear your masks, get v… https://t.co/NGoFJc8lqm"
@Jacmert @KSPrior @Jacmert whatever you would have to say about that would likely be justified.  Are there whole co… https://t.co/eZvpylchZ6
"It is time to declare victory on the war on Covid and return to freedom. Freedom to wear a mask, take a jab, isolat… https://t.co/VZu391TD47"
@Eric_Schmitt What is wrong with you as a human being? Do you not care about keeping children safe? Maybe you shoul… https://t.co/Kmt6g3tb6l
mask reveal https://t.co/I0AvbCBQNT
"Mask off. Fuck it, mask off."
"@KCStar The guy who doesn't want simple mask mandates, but damn will tell a woman if she can, or can not have that baby. @ericschmidt"
@spittinchiclets @RearAdBsBlog @NJDevils “Mask” I’m fucking dead 😂😂😂
@CHARLIExBTS This!  I don’t think I saw a single person without a mask or not wearing it properly 💜
@dar787s Thought the mask was odd
@JohnKiehneForMo @SheWho_Resists @collhistgarden @wrap02 @BarsottiKlb @gracefulily27 @UmarLeeIII @emzorbit… https://t.co/hKCr2A7UYt
A Hickman High School junior asked Schmitt in a letter to inform Superintendent Brian Yearwood and the Columbia Sch… https://t.co/i5RbULBmGM
"@JeffSharlet Every suggestion that we have to ""learn to live with COVID-19"" because ""people are tired"" of wearing m… https://t.co/Ju8D6F1pFp"
@DeuelRaymond @MWernerSTL @Eric_Schmitt Your “facts” are BS. Fact: Masks work. I wear a mask 9 hours a day and have… https://t.co/pZqfNHj2RV
Let’s flood his inbox! Email your selfies with your mask on to the #SueBully @AGEricSchmitt at illegalmandates at a… https://t.co/5YvexpU96I
"@Eric_Schmitt That ruling was that mask mandates must be made by elected officials, like…you know, the school boards you are threatening."
@maki_AOL @SecretlyStephie @SeriousBismuth I feel like a lot of the peace I feel at this stage in my life has come… https://t.co/2xbCYlQEsf
@DonaldMustard @thegameawards A gundam face mask?!?! Fortnite and Gundam collab when?!?!?! Jokes aside hope the trip is fun for you both.
@beatleful81 @Eric_Schmitt Missouri parent also here. No one is telling you to stop wearing your mask. Wear it till… https://t.co/yOqjAH7rxl
But masks are a step too far??? https://t.co/tUnKBmiC4x
@SecretlyStephie @SeriousBismuth @maki_AOL Plenty of places all over are just moving on. No proof of vaccination re… https://t.co/vDYqPaoVTa
@mynameisrel_ @SpeedyB97 Probably from 2018 or 2019. You know how I know? Ain't no masks anywhere
"Schmitt, in panicky politician mode, threatens our schools because...kids can't learn with masks on? Has he even be… https://t.co/WiN0J95UIc"
"Look, of course I *prefer* to receive our Lord in the Eucharist on the tongue, but I still think masks at mass are… https://t.co/imtfIrWV9d"
"@Eric_Schmitt No forced pregnancies, no restrictions on women’s health, no birth control restrictions, choice is a… https://t.co/yQVIKLm5Ga"
"Sir. Stop. Just stop. If parents could be trusted to do what’s best, I wouldn’t have a job.  https://t.co/RLmr16aDH0"
We can't wait for Saturday!   Admission:  $7.00 Dancers are required to wear masks while indoors but NOT during phy… https://t.co/fjS2uNT961
@CoachBurnie @themysteryjeff Kids' mental health is not important to the health and safety of the community? 🤔🤔🤔  V… https://t.co/EBNew5nZds
"@EnglishTeach07 Our school sent out a letter to families saying ""lol you still need masks!"""
"@VirtualKelly @LauraAnnSTL @Eric_Schmitt Until we get people fully vaccinated, and wearing masks until then, we are… https://t.co/4zUJB76w4D"
@AGEricSchmitt is asking parents which school districts have mask mandates.  https://t.co/4n6A4ZUbR3
@PegLulu2 Yes. I still wear my mask.
"The venal, fame-seeking MO AG wants parents to photograph/video children wearing masks in schools in defiance of hi… https://t.co/ooHVbKo5ly"
"@MSNBC @maddow Meanwhile in Missouri, can’t make this up . https://t.co/E5bqU5qpgb"
@jenneraub @ComradeDoom1 Certainly not as wide spread as the mask obsession is. There is definitely an epic clash o… https://t.co/Zp4pxCz4VT
@dukefan1909 Cool 😎👍especially the Mike 🎃🔪mask happy Wednesday Carla 💟😊
"@AGEricSchmitt threatens legal action against schools, health departments for mask mandates, quarantines @EdPlusExD… https://t.co/U0qnDg48aT"
This is so grotesque. Missouri AG Schmitt wants strangers to report other strangers for wearing masks and complying… https://t.co/1D0N2sdbUF
What’s the end game for requiring masks in public places?
Masks will be optional after winter break. Read more here: https://t.co/Pjqqkzpeex
@Eric_Schmitt Just one report from one school and I’m getting these almost daily.  This is a great time to drop all… https://t.co/n8tI2ZN8Hx
@ambernoelle My grandmother was in college in the actual 20s and kept a totally wild scrapbook. It looked so much f… https://t.co/fSFuKYcVwK
No vaccine mandates. No mask mandates. No lockdowns. No vaccine passports. 🇺🇸
@Eric_Schmitt Keep it up! Keep getting those kids’ stories. And their pictures. Especially their pictures. Definite… https://t.co/YqFfKe4eJ4
The Republican official said several parents had reached out about districts’ continued non-compliance after he ins… https://t.co/7xz1Re0xQh
"@NC5 TN currently doesn't believe in science, believes that teaching kids that white people kept black people as sl… https://t.co/rsuTWaQzq6"
"At the high school choir concert, so many wear masks that are too small. We have big noses and chins. We need xl masks."
"I-Team: Sisolak on mask mandate, statistics: ‘Everything with COVID is in flux’ | KLAS ⁦@GovSisolak⁩  44 US States… https://t.co/pO2YMtoOEg"
@hank_lopez @Eric_Schmitt Masks are effective at preventing the spread of disease. They always have been.
"@EffinLeftMama Masks cause more issues than they will ever solve. Covid is 99.8% survivable, the respiratory diseas… https://t.co/OmTGV6Tt1p"
@ChillzTV Scientists said masks would protect us against an invasion. So maybe if we all wear masks…
"@claymohealth According to the NYT, Clay County, MO, is averaging 60 cases per 100,000 per day, and we're in the hi… https://t.co/W6XfkDWlvW"
The ladies at the salon asked if I wanted them to wear their masks since I’m wearing mine. It was very nice but als… https://t.co/ZScIYgJfU6
@proudpatriotsjc Masks are no different than shoes. We’re talking about masks. Not vaccines.  Stay on topic.
@jenneraub @ComradeDoom1 I've always assumed they're fine with this. There's a lot of crossover b/t the mask-fascis… https://t.co/AtFpc9Au80
"@clairecmc I'm pretty sure it's cause you were nice &amp; only used the first 3 letters of the word ""Stupid"" to describ… https://t.co/5PT2sOcda4"
@Shoelais Did you see the AG asked parents to REPORT SCHOOLS that are enforcing masks???
The Twitter tirade by @Eric_Schmitt today is concerning because the only reason my disabled son is FINALLY back in… https://t.co/qEMg1Hi3Ns
"Thank you, @AGEricSchmitt for standing for the rule of law against the illegal enforcement of the mask mandate by… https://t.co/AyUXXY8crI"
My kids' school district is planning to drop required masks soon bc the KCMO mandate is set to expire. Which is ter… https://t.co/dNGCKRfbNZ
"This is the drum that @EnglishTeach07 is beating and is warning us about. All the discussion over masks in schools,… https://t.co/pYUlLBjafz"
Beautiful large cat skull mask from @LightningCos. I’ll be staring at this one awhile to decide how to paint it https://t.co/yBl63c1Bdp
"@EnglishTeach07 @AuntGaby My kids aren’t upset about the mask mandate Sir, they are scared and upset they have to w… https://t.co/ltI3KYVnCQ"
"@LauraAnnSTL @Eric_Schmitt Columbia is one that still requires masks, and our rates are the highest they’ve been in… https://t.co/yewY8CPncc"
The letter sent to the superintendents of each school district said Schmitt was demanding an immediate cease and de… https://t.co/H2H7Ds7HBN
Missouri AG Eric Schmitt wants parents to report schools who have mask mandates https://t.co/gALSmgbK7R
"Reminder: As we continue to work together to preserve health and safety for our cancer center and communities, all… https://t.co/yJVv8ULoCE"
@AGEricSchmitt Sedalia 200 sent out an email saying they legally can enforce their mask mandate
@SouthwestAir. What is the point of telling passengers they must wear a mask over nose and mouth when the flight cr… https://t.co/j8I37Gg9gM
.@AGEricSchmitt Please DO NOT waste any of my tax dollars suing school districts about mask mandates.  Some of us l… https://t.co/uqlPOlK1gF
@DanRather I was riding the bus to work this morning and the driver had to tell a guy to put his mask on. Then she… https://t.co/qFqauguP2g
"@timjhogan Hey @RonJohnsonWI Hand washing/sanitizing, social distancing, masks and the freakin vaccine have all bee… https://t.co/UGP6x2L5eY"
"@DrSamPage Did you tell them how you are still running an illegal mask mandate, at least in your mind you are."
"@Happygbeanz2 I don't know where you are, but the southeastern US is litterally not participating in the covid scam… https://t.co/YRYJTWpfXq"
@Eric_Schmitt I think we're all tired of covid. Let's work together to end it. Ending it puts a stop to mask mandates without legal fees.
@joshschisler @themysteryjeff pandemic restrictions*  *masks  The article discusses an upward trend that was pre-pa… https://t.co/tTsTh3Ro0n
At least that mask would keep his teeth from flying across the room...lol https://t.co/rb0B1d7UPg
Masks will no longer be required inside McCracken County Public Schools starting Thursday.  https://t.co/iKMGLn6Rh6
"@bcsurvivor7 @AGEricSchmitt Sorry, as a nurse who has had to wear masks long term, as well as surgeons who wear mas… https://t.co/lJLNv2UZaR"
"@passiveye genuinely - the sound of waves is a timeless, heartfelt romance, kyoko's house is an experimental sadoma… https://t.co/VIkAknJW0T"
Last night at the school board meeting the superintendent said they are having the legal team review the letter fro… https://t.co/DZcwEBH8Dj
@MarshaBlackburn I think that the media should tell us what steps President Biden took to help ease the supply chai… https://t.co/dq3091esnt
BLM Inc. says boycott white businesses! Sounds racist.  Pfizer CEO says three shots! Bend over!  Wellness Weds... m… https://t.co/wQMm2pwBwz
Dropping mask mandate maybe The United States should do that . In every state . https://t.co/dH8TIYcbMy
A parent from the Sedalia Public School District sent us an email saying the school suspended their child for one d… https://t.co/25Akncm8nL
"He's way too busy outlawing masks to actually think about those pesky, missing kids. Right @AGEricSchmitt? https://t.co/ORbqQTlYKJ"
@DeuelRaymond @MWernerSTL @Eric_Schmitt Imagine how stupid you must be to believe that any mask is better than no mask.
@Eric_Schmitt Ahem… https://t.co/4HGRAKqxoQ
@EnglishTeach07 Ahem… https://t.co/4HGRAKqxoQ
"Unidentified Makonde artist, Portrait Mask (lipiko), late 19th–early 20th century https://t.co/hglB5BVAU3… https://t.co/EXPN8uUQKp"
Pissed at people who don’t wear good safe masks… Say they are vaccinated and they are not. Working construction in… https://t.co/p1bFrxXr0X
Missouri AG Republican Eric Schmidt running for Senate is trying to get attention by threatening school districts w… https://t.co/7Es2DXELWl
"@DeeDeeBlvd @Eric_Schmitt No, as far as I can tell, the ruling only pertains to DHSS trying to dictate to the local… https://t.co/86bZcUq7jk"
"@planetspaceball @X1Titan @PaulWDrake @AGEricSchmitt The statewide data shows that, from the end of April to the en… https://t.co/Cu5pF4usdz"
Missouri Republican AG tries to bully school districts into dropping common sense mask mandates and Covid protocols… https://t.co/x7rl7uRJiW
"#Missouri parents urged to report public school mask mandates, quarantines via email to @AGEricSchmitt for legal ac… https://t.co/WrBYUh9912"
@GlennNashville Yes stouts shouldn’t be consumed too cold. Masks the barrel notes and adjuncts if they’re used.
@officialSPS @SGFChamber @BassProShops @Parkview_Viking @DrGrenitaLathan @matt_morrow @BKDLLP Interested to know if… https://t.co/EPqQGULv34
@DrSamPage You're a one trick pony - Masks. Did they give you the floor so you could discuss the importance of endl… https://t.co/4XEnNYsYWh
@officialSPS.  I propose any school employee witnessed without a mask be ushered into a quarantine area or sent hom… https://t.co/3pz1G81tbj
Garmin has moved to the New York Stock Exchange after 20 years of being listed on the NASDAQ.… https://t.co/GrQe7dElEE
A parent from the Sedalia Public School District sent us an email saying the school suspended their child for one d… https://t.co/AUfDRLWvIZ
"What in the actual fuck is wrong with this guy?  I will continue to tell my kids to wear a mask at school, mandated… https://t.co/QMS1UrqNAT"
"@DaleGri02660341 We will make him, the Bionic Man made completely from masks. He will never die because he won’t bi… https://t.co/jtA958SyPe"
@makinitmyway I’m so sorry. I know how scary that is. 2 of my 3 kids have severe asthma and I worry about them nons… https://t.co/seVXTnFDcr
not having a lunch meeting with my manager and halfway through realizing i have had a yellow star pimple patch on m… https://t.co/JHxtPzMqIT
Why didn’t they keep the mask and just also do the hood https://t.co/QTJpdE1esy
"@Eric_Schmitt Missouri parent here. We have not had enough of the mask mandate, we’re still wearing them and doing… https://t.co/rlg2NSPhZq"
"@LauraAnnSTL My son is now 23, as a child he had pretty severe asthma, I would have had to keep him home from schoo… https://t.co/VRzhuLtxHh"
"Christmas is under attack... again! Stop the hate.  Don Louzader discusses mask mandate reversal in MO, transportat… https://t.co/QRBGyPImLj"
I just found out that my grandson has to sing at his concert with his mask on! Give me a break! 🙄
After winter break our school district will not only be mask optional but they also will no longer quarantine close… https://t.co/AF4KAms31b
Missouri Attorney General Eric Schmitt says he has sent a letter to Columbia Public Schools telling the district he… https://t.co/x0prMO7R42
