"@Teacher_Mask @AnimationNoCont I always tought ""anime"" is supposed to be an artstyle."
"@Sunrun Why are people knocking on doors w/ no masks &amp; no social distancing? Medford, MA has an indoor mask req and… https://t.co/bcYjpQPoXR"
"So glad I voted (ecstatically, btw) for @MayorWu. She's coming out swinging for Boston. https://t.co/rw25kiAByj"
"@BioTurboNick I mean take your time, mull it over, who saw this coming. And zero mention of mask mandates. Yay. Awe… https://t.co/YB0XoT2NlR"
"‼️Reminder‼️Players, coaches, officials, and spectators must wear a mask 😷 for all indoor events at all venues (gym… https://t.co/affPcni6rX"
@JohnMur69 @kim_mcdonough @Lnz371 @HarleyQ11341281 @seanhannity You removed a lot of context in your thought jumble… https://t.co/2EVJzrRJxI
"@BrandyLJensen I'm just assuming he was wearing a trench coat and fedora, had a purple domino mask on, green hands… https://t.co/tjW8TGpdMT"
"@KristinGregory7 Masks are still required on transportation, so I'm not sure how that works with having a full on m… https://t.co/DvO6xTcXob"
"@CBethAnderson I think everyone in Israel is given a gas mask; living can be tough, and since I don’t think our mur… https://t.co/AUcbeS3tIS"
"Good news: the COVID booster protects against the Omicron variant.  Distance, mask, get your booster &amp; enjoy your h… https://t.co/0NRcGlbAE9"
"The mandate will be effective starting Monday, December 13. https://t.co/QsGhIajFUM"
"@charliekirk11 More, easily. More places are open and less places require masks"
"@gayleallan7 I think you'll be okay, as long as you wear your mask, except when seated. I work part time retail, an… https://t.co/tHRCPDndQU"
Greenfield reinstates indoor mask mandate beginning December 13 https://t.co/2nWcerGbJV
Police Response  CVS Pharmacy  1010 Revere Beach Pkwy Armed Robbery  Suspect Held the cashier Stated he had a gun..… https://t.co/aWNV26dsBc
@megynkelly Masks do NOT cause breakouts! SHEESH!! Vanity isn't worth being unprotected!😷
"New statement from @GovDanMcKee as COVID cases, hospitalizations rise in RI  ""If we don’t take these next 6 weeks s… https://t.co/3ZjTf5EMBb"
".@GovDanMcKee: ""If we don't take these next six weeks seriously, we risk all the progress that we've made together.… https://t.co/zlb94aAb4Y"
.@GovDanMcKee continues to encourage people to get vaccinated and get a booster shot.   As COVID-19 cases rise in R… https://t.co/6i9lNMiet5
INBOX: Gov. McKee says increasing COVID cases may prompt reinstatement of an indoor mask mandate. 1/2 #WPRO https://t.co/GaESfgR3xS
@GovDanMcKee Please for the love of God would you issue an indoor mask mandate? https://t.co/Xr2v0pY6Sn
Fauci advised people require their family members to show evidence of vaccination before gathering for holidays.  Y… https://t.co/kjXfFwaNTb
PLEASE WEAR YOUR FUCKING MASK AT SHOWS PLEASE PLEASE PLEASE https://t.co/r76Cwx52TR
MIAA maintains mask mandate for indoors during winter sports season https://t.co/OIf6p6fDNm @RichGarvenTG @tgsports @MIAA033
"As of today, everyone in my immediate family has as much protection as possible BUT we’re still focused on hand hyg… https://t.co/tqy09Mrxv2"
"Do you still have folks to shop for on your Christmas list? With each purchase, you’re also benefiting our work. An… https://t.co/tXZ5VJuoxa"
"In high school winter sports season, masks are staying on ...  https://t.co/sU3EJ6UMAT via @tgsports… https://t.co/4XNEmFFiJ0"
@NashuaPatch I won't take a job out there where I have to wear a scary f****** mask huge stupid sheep. Masks don't work and f*** the virus.
Just got my booster. I feel safe to not wear my mask now for the foreseeable future. 😌🙋‍♂️
"The school district is buying 100,000 masks every three weeks to help stop the spread of COVID-19.  The last day of… https://t.co/Gk9heJRPI7"
"As we approach the start of Winter Sports competitions, please make sure you are aware of the mask mandate as it pe… https://t.co/d3u2HFQvt8"
@FoxNews @TeamCavuto @jontester @SenatorTester Obviously Tester doesnt realize that even CDC admits fully vaccinate… https://t.co/le24ilWHAU
"@connorfletcher Now it is ""Get vaccinated, wear a mask in crowded conditions, participate in fewer crowded conditio… https://t.co/fLFApHl0Uc"
I should invest in a ski mask.
There’s no greater hell than: (1) menopause while (2) wearing a face mask while (3) at an indoor swim meet with (4)… https://t.co/O3XAek8e4G
@dancin_gramps I think the issue is that there is no mask mandate in most cities and towns in MA. Regardless of tha… https://t.co/ZMw0hsBzaK
"@nathanmart @mikeallen I feel like we see this in other places too, where people mask up for the photo op, or say e… https://t.co/QSDGystoXq"
"Former @telegramdotcom columnist Dianne ""Pinto Crazy Ho"" Williamson said she wants to create a caste system for unv… https://t.co/7sDqzPakvT"
A Cappella and Treble choirs combine tonight to present this gorgeous piece. Want to find out how it resolves? Come… https://t.co/SsIyLpX7NO
"@sportsrage @vegastbone Thank god the cell phone companies have got better at identify spam calls, it would drive m… https://t.co/zMZ5zgRV63"
"@uche_blackstock Yikes… May you be shielded from all the forces of fascism.  Also, as the grandkid of a Jewish MD w… https://t.co/JNpYuwGLsq"
"@MattDionis @ChuckCallesto We also have a large populace that votes like sheep, and are frightened of their own sha… https://t.co/e8phcuDrAP"
"@NeriZilber Good for her. She's THIRTY SIX. I'm 57 so I wear a mask still, and have had 3 shots."
@NHL Best mask this season is @Icebeardude's with all the @SeattleKraken goalies (@philgrubauer31 @ChrisDriedger… https://t.co/hCstpsdj5W
damn @USATODAY just take the mask off and say black kids aren't as smart i guess
"Just a reminder, for HOME hockey, we’re limited to 2 spectators per player for both home &amp; away players @ boys &amp; gi… https://t.co/EovVAmbUvP"
@Stpolishook @kweansmom @TrainerGloria @AMCTheatres I got the new duckbill style masks and I don’t know what the he… https://t.co/oPZEcQNmGf
@bhai_turd @BethMalaga @ElizmcgoLiz @kate_freedomer @NewsatSMES @SMECAtlanta Avoidable??!! Hahahahaha!! Cloth masks… https://t.co/1rWoOQXTqC
"@PepLarkin (do not) Put dry ice in your mask, maybe it will capture/condense the vapors"
@immerse_ur_soul Must be the mask 😷😞
"UA continues to provide Personal Protective Equipment (PPE) Toolkits to ministry partners. This year, 22 touchless… https://t.co/m0ZtS14Sva"
Looking forward to hosting @WaylanAthletics in girls hoop this afternoon at 4 pm 🏀 Varsity will be playing quarters… https://t.co/0xTvW8oGc2
@BostonHeraldHS Isn't this a DESE issue? It's stupid. My son plays Metro basketball. No masks for games at Mass Pre… https://t.co/4Xnv2g2vWl
@Joshissmith Yah that’s a disagreement. That’s how that works. Lol.   I am stoked to hear there are public schools… https://t.co/QGk8fxOvao
Now Spinning: Bauhaus - Mask. https://t.co/3dCLQ7DuSp
@DavidN28454919 👀👍 Same here up in north MI. Always a mask indoors. Everyone up here in the red snowy north was pre… https://t.co/ozpd9C8TOW
News from the Library.  Please remember face masks are mandated in all public buildings.   You can register for a b… https://t.co/ysnP3QL4uO
"I just feel bad for the @flourbakerycafe workers, Harvard Sq location packed with customers eating, no masks, and C… https://t.co/Tauuf1cyUa"
(Spoiler alert). The fact that this article cites the Bangladesh study proves that it’s rubbish. The raw data showe… https://t.co/5GNDGkW4D8
"But right now I'd say it's beyond foolish for so few states to be implementing the fastest, easiest NPI - mask mand… https://t.co/PfOGNjeVPN"
@jacobjivanov @GovNedLamont We need mask mandating in Connecticut to get this under control
@RepAnnieKuster GOP - Don’t tell me to get vaccinated or wear a mask!              Why isn’t Biden doing enough to stop the pandemic
@RepAnnieKuster GOP - Don’t tell me to get vaccinated or wear a mask!              Why isn’t Biden doing enough to stop the pandemic!
@yaneerbaryam That would be a great idea   Try telling that to the average “US” American.  &amp; I’m including “blue” v… https://t.co/qW2gudjtbz
I feel better knowing that my COVID test results were negative but my service manager hasn’t gotten his back yet an… https://t.co/MbUh8pEaWQ
"@tezilyas If the mask is waterproof, then yes, otherwise you are putting yourself at geat peril."
"I had to remind a coworker that Covid was not, in fact, ""pretty much over"". I had to remind him about the unvaccina… https://t.co/OyZY1U2bfa"
@nathaliejacoby1 Been wearing a mask since 2018 with cancer d/x and compromised immune system.
@avantegarbage I feel like I would if it wasn’t the mall I work in. I’ll just glare from behind my mask while he re… https://t.co/HCyy0Cp8ET
@AnaCabrera @DrLeanaWen   Re: Vax &amp; Masks et al   It’s simple   They just don’t want   To be told what to do .. Oka… https://t.co/ubCzyxjPne
Here's the MIAA mask-mandate rule for the winter and how it might change https://t.co/K7FsZVN2Hh
"@JuneSongbird @haylo64 We should protect ourselves .. as long as We Wear the mask fully over nose and mouth, especi… https://t.co/9yRAN49FvS"
Has anyone figured out glasses while wearing a mask after all these months?
"They have the party, we get grounded. #planb  https://t.co/qWFq9j7r5D"
@SadieHartmann I had those masks!
@JuliaRaifman It happens. There is so much happening all at once. Your through and transparent  retraction is what… https://t.co/Bx9BUT6veT
"Thanks to high vaccination rates and few covid cases, Hopkinton, Massachusetts has extended its mask-optional polic… https://t.co/ktu6yOjW3Y"
"I really wish Massachusetts would just at least put a mask mandate back up. I'm immune compromised, only have one s… https://t.co/fbjDHNXGub"
"Ughh, this girl I'm friends with is ranting on FB about her kid having to wear a mask during his indoor sportsball… https://t.co/67pfVQxKq9"
if you hold your breath every time you pass someone at wal-mart you won’t need a mask.
@DecorousOven @Worcester_PL Yes absolutely had to wear my banned books mask. My favorite!
"@npanxx @jordansfurn Thanks. Will do but, since they didn’t even have mask with them, I’m guessing it’s company policy."
"This evening at 7:00, Dr. Michael Fine will read from his collection of short stories. Please wear a mask and a rap… https://t.co/exjQ8zOZQw"
"@azfamily So wearing a mask during a Pandemic is causing kids trauma, but this doesn’t? 🤔"
@ItsADarcyThing Definitely wear a mask.
@RaleighBowman They'll just say they're vaccinated. They do it already with not wearing a mask.
@jessnevins I was wearing my mask all day and I'm triple vaxxed so probably? Ok? We'll do rapid tests tonight.
@recj50 @El_Guapo_222 @FoxNews Oh.. and wear a mask of course
My institution is requiring all students to mail a self swab to the school for covid testing to be delivered Jan 10… https://t.co/J7RtGGJqKr
I’ve hit the point of total loss of empathy &amp; sympathy for people who won’t get vaccinated and/or wear masks. Maybe… https://t.co/Ay9aEORCBU
"@FoxNews Welllllll, if he can't wear a mask on a plane, then he doesn't wear a mask anywhere. Right?  From the viru… https://t.co/OnVRUJpGrP"
To those who claim school districts aren't complying with the federal mask mandate on buses: read this article. Rel… https://t.co/31E77qLPvs
This morning I received a shipment of furniture from @jordansfurn. Not only were the delivery men not wearing masks… https://t.co/lO7yNqcoP5
"@blaze0497 With yesterday's brain fog, I decided it would be easier for a camel to fit through the eye of a needle… https://t.co/4bOPWr1Wa5"
"As we gear up for Founder’s Day, we are honored to introduce Claire Griffiths!  The Quell Foundation was lucky enou… https://t.co/Zvn8CoWnJc"
@RexChapman But masks will traumatize them 🙄
"3 doses and wwar 6 masks....these people are makin fools outta everyone!!!  ""Pfizer says new study shows that three… https://t.co/AYWPuXEvMX"
"@justonescarf We prefer people to be fully vaxxed. If you are not vaxxed, please wear a mask. If anyone is sick wit… https://t.co/QnBp7sz2C3"
@BakosAttila6 Took 1 vax. Messed up my system. They also lied about getting rid of masks .  Never taking another on… https://t.co/RI98ildRcu
So I went back to work at a well known hotel and apparently guests have the option of wearing a mask in public area… https://t.co/GM6yRMwA6g
*Get vaccinated + boosted. *Stay home and get tested if you feel sick. *Wear a mask in indoor public places. *Wash… https://t.co/E1xRppxgQI
"@AdamSextonWMUR @NHHouseofReps Rep. Pitre seems to think death is the only option. ""Normal"" for a lot of us this pa… https://t.co/qH4nFaVM7N"
@amandadeibert Remember how we innocently thought last year at this time that 2021 would be a good year? I have no… https://t.co/yfg4UkFFWr
@joncoopertweets @tedlieu @SpeakerPelosi They should be redoubling the fine every time Greene breaks the mask rule.
@WalshFreedom This main issue isn't the individual nazi admiring Representatives it's the thousands and thousands i… https://t.co/WuMmeAdCRs
"SHS Students getting ready for tonight's concert featuring String Orchestra, A Cappella Choir, Treble Choir, Combin… https://t.co/AOqbF7B1HX"
@SexCounseling Were the deceased wearing masks
"They claim they don’t need masks or vaccines because God will protect them. So, why do they need guns? https://t.co/c6cab8XrcY"
"OFTEN,, THE WRAPPING PAPER SILVER OR GOLD.     THE BOW , PINK WHITE OR BLUE ,,,ONLY COVERS AND MASKS THE REAL YOU."
@markgongloff Well at least we got Ainsley to support Build Back Better. It is a shame they do not feel safe going… https://t.co/G9JV5fZG08
The purpose of masks is to protect others fom you. Wearing one means that you don't want to harm other people. https://t.co/cl08J3lkXY
@BrianLenzkes @joerogan People who wear masks alone in the car listen to @TheView #COVIDIOTS
to everyone i sent masks to early in the pandemic…… i am so sorry. i got way better at making that shit i promise
"Be like Grogu! When it comes to mask wearing, keep the nose covered! “#thereisnotry   Thank you to Student knitter… https://t.co/AUMGLHdv6J"
tiny little sophomore boys that wear their masks under their ugly fucking noses that walk slow in the hallways are the bane of my existence
"omg @RIPTA_RI, what is that brown stuff that smells like the Johnston Landfill? You have passengers wearing masks a… https://t.co/23RPv7S9Np"
"3/Wear a good mask.😷 Ventilate spaces. Test, test, test. And, for the love of all things, go get your vaccine and/or booster.”👍🏼💉"
"@mylittlebeaches Yep, but w/ a mask to match the dress."
A world where young people can thrive?  We can stop inciting fear in low risk young people. We can keep schools ope… https://t.co/j87j3bBSgS
"@BetteMidler Hmmm Can you please clarify if you're including that saying people who wear masks, stay socially dista… https://t.co/409uH0sKSM"
"@MLive @rosepet19239091 So, who’s the dip 💩 with no mask 😷!!!!!"
Racists are always telling Black people to just “cooperate and prove that you didn’t ____”  Same people who refused… https://t.co/aQm1f1udFX
@wahlstedt007 And yet Germany had covidiots running around refusing mask and vaccine
@mgags77 @PurpleMarty49 @billybobbrubake @MoniqAR @TaraGranahan @wpro You know what was a crisis for mental health?… https://t.co/9n7r1GMG94
Stay safe. Wash your hands. Watch your distance. Wear a mask. GET VACCINATED! GET BOOSTED!  Never waste an opportun… https://t.co/dwPLXgQbGq
"@Only1Syllable Part 2   - People who have received full shots, boosters, everything still get covid??   - if the ma… https://t.co/KxYBfocR4y"
Ok my beard is now long enough to interfere with mask comfort and needs to be trimmed ASAP lol
Feb 2020 shopping at Home Depot for dust masks and this amused me. https://t.co/JTFdHqjLCL https://t.co/Kpy3jLaOtO
@trustin_truth That’s the beauty of freedom; people can wear masks whenever and wherever they want in a free societ… https://t.co/1aLWq53394
So two people I know who have been very vocal about mask wearing and vaccinations both now have Covid.  So I asked… https://t.co/ffs6BT2F0D
@andrewbostom @BrianCNewberry Couldn’t agree with @BrianCNewberry more.  People have lost their minds. The left has… https://t.co/oA0b7tKaaZ
I took off my mask to give the toddler a quick kiss.  Toddler was like https://t.co/eFaiBKwbiI
"There is such a big range of what people are doing and thinking about masks, gatherings, and all right now. It's ch… https://t.co/J9YWklyMJo"
@BioTurboNick Masks masks masks.  In public always.
"@mgags77 @PurpleMarty49 @billybobbrubake @MoniqAR @TaraGranahan @wpro More science... not the amygdala!  ""...there… https://t.co/lNwSYRmtsD"
I want to add it's hard to take covid fears of me having a support person seriously when receptionists and nurses d… https://t.co/JkeGWi2YcT
@NathanMackBrown Just got my third shot yesterday. The rest of my family goes next week. Boom. Done for Christmas.… https://t.co/wNbEVsJwTJ
@deadlynitshade i must remind myself a. that this applies to me and b. there is a mask ban in this municipality tha… https://t.co/lgpZOz4mM5
Haha the futuristic helmets are double eared baseball helmets w face masks glued on.
@PurpleMarty49 @mgags77 @billybobbrubake @MoniqAR @TaraGranahan @wpro https://t.co/smmyPx0iPD Wearing a mask will h… https://t.co/M9uYOpP1EL
"@PurpleMarty49 @mgags77 @billybobbrubake @MoniqAR @TaraGranahan @wpro Another Mayo Clinic ""doctor"" hysterically rec… https://t.co/6edRcu8xnw"
"The best protection from COVID-19 is simple - get vaccinated, wear a mask in public, wash your hands regularly, and… https://t.co/o1Zco1wuEe"
@RussLCon @mgags77 @billybobbrubake @MoniqAR @TaraGranahan @wpro Did you actually read any if this? In conjunction… https://t.co/KDvORVxgDz
"@jemelehill Florida February 2020 with my daughter. No masks in the airport on the way down, a lot of them on the f… https://t.co/BT1u5pfQM0"
@mgags77 @PurpleMarty49 @billybobbrubake @MoniqAR @TaraGranahan @wpro I was just hysterically reading the Mayo clin… https://t.co/xLTsmJElKn
Driver of bus #1954 (operator 68531) thinks pulling his jacket collar up hides the fact that he isn't wearing a mas… https://t.co/1R8skQ7oAH
"@TimJGraham And America is tried of being held in this pandemic by anti-vaxx, anti-mask, and anti-mandate Republica… https://t.co/efGNiaJEVj"
@DrEricDing Oh it’s not preceding it.  I live on the South Shore It’s already started.  Spread is driven by element… https://t.co/69n16rmQWK
✅ Wash hands ✅ Mask up ✅ Get #vaccinated  To book your vaccine and/or booster shot visit https://t.co/kujlJhjy6Q #COVID #omicronvariant
"▶️▶️ Optimism is not an infection control strategy.  Until we sort out the question if 2-doses ""may still"" protect… https://t.co/D1MVcTNhFF"
@PegLulu2 I no longer wear my mask. I’ve been vaxxed x2 plus booster and don’t go very far. I feel safe. It’s those… https://t.co/XPz7ReY02H
I be singing my heart out under my mask at work 😂 thank god for the loud ass machinery
DeSantis Blasts Mask Hypocrisy of Elites: Creating a Servant Class https://t.co/EZ5BT7Bfns via @BreitbartNews
@RachelDelahaye They all landed blows. The ministers by his side made the most of their masks to cover any facial e… https://t.co/M1kZoIiwcB
The wonderful thing about having your birthday on a Monday during a pandemic is that social distancing is easy. (Ma… https://t.co/csKu7BKrqR
"Get your booster shot, wear a filtered mask, crack some windows install HEPA, test before events, quarantine if exp… https://t.co/8ObLbJrLxK"
"Starbucks: please wear a mask and maintain distance. Also, here are 20 mobile orders on a 2-foot shelf with the lab… https://t.co/06rCBHyhXr"
Worked last night and I swear the number of people coming into the grocery store without masks has INCREASED. This… https://t.co/Xf8AL2nOop
@MizWithers @TCfounders Mask up. Stay safe.
@IceIsMyVice U need to have an overnight sleep study ..&amp; then they’ll know in report how serious it is …wearing a M… https://t.co/cMPU6rnwOC
"Yup…Liberals are sane alright!! Still confused as how the unvaccinated threaten the vaccinated, if it works as adve… https://t.co/6SWynpCz1M"
CDC on masks. https://t.co/UI0l2hLxBz
"I cant lmao…theres a teacher yelling constantly “hats off, masks over noses” and some kid just yelled “SHUT THE FUC… https://t.co/rHZ3SHw6au"
We continue to urge residents to take protective measures against the spread of COVID-19. Get vaccinated or a boost… https://t.co/2n1Kj10Nng
@mamaroeder @NYC_stateofmind The kids go along to do what they love. It’s the irrational adults in states like Mass… https://t.co/1NXkJEMU2r
"I am not vaxed but had covid last year. So if natural antibodies aren’t a ‘thing’, then shouldn’t I be dead from co… https://t.co/czjSTyMbGR"
Mask + Distancing + Vaccine + Booster = a chance for YOU to prevent another COVID outbreak.  No other words are needed.
"@Debr1049Debra My town is pretty good about indoor masks in stores. Still, I plan to curtail my activities until th… https://t.co/5naBXpwdUB"
"@NYC_stateofmind Same. I absolutely can’t believe it. Indoor track, basketball, hockey (!) - all in masks in Mass.… https://t.co/vZR2uA0Zrp"
"@asgro1326 And those paper masks will help us. If you are sick, the virus is not dead"
"@billybobbrubake @MoniqAR @TaraGranahan @wpro To prevent droplets from entering the wound/incision, not to prevent… https://t.co/GOOe5JBQqe"
"@derivanator @EricTopol Have to check. Funny how astoundingly consistent this new seasonal Covid flu is. But, eithe… https://t.co/G1FHaM81K7"
"Everyone's going to get it. Doesn't matter if you self quarantined, wear a mask, social distance or get the vax. Tw… https://t.co/LtG6cK5A6W"
"Sorry, how can I forget the not wearing a mask in hospital..."
New response to my insomnia: I will get up and actually do something instead of sit in bed for 3+ hours staring at… https://t.co/0z9LBeX5JK
@mindlesslylove self sabotage? mayyybeee but the liqqa masks it🤡
And yet people still look at me like I’ve murdered their whole family for not wearing a mask https://t.co/A936atXfSo
"@LanceUSA70 Now, which one is more traumatic? Wearing a mask or active shooter drills?"
I just backed out of having dinner with some author friends tonight because I didn't feel comfortable eating in pub… https://t.co/tGYbFAKyzG
@JeffreyJeffree @badsnowday @SomeHart Well no matter what he thinks he would NOT get into a Boston hospital without a mask!🙄😡
@TomthunkitsMind Is it just pretty people who oppose masks? Don't they care that some of us look better with masks?
@Jim_Jordan Was it guns in schools you’ve been so riled up about? No wait… it was masks &amp; vaccines.
Like the fucking guy at the show tonight who wore his mask on his chin the whole time. https://t.co/egTy9wa5Wh
@MikeWChip @LaurenRI40DSC THAT IS FROM MARCH 2020. For the love of Rhode Island PLEASE read current articles. The C… https://t.co/azuDQE8JP2
@SilentTrees did she know she had a phish mask?
"@JoanOfArc287 @ElectionWiz I got it mainly because my job said you wouldn't have to wear a mask anymore, but after… https://t.co/RgIoJUTv1c"
"This will be here soon because of all the wimpy Americans who refuse to stand up up &amp; stop wearing mask, testing &amp;… https://t.co/H7lZpz4sRd"
@weissbierpanzer @beeonroids @stevek3384 @namebunchofnos @SleveMcDichal @Noellenarwhal @BigG17507257 @23cmnails… https://t.co/gPQ6c0SDHc
@unclebill1985 @3nigmatic_01 @Nichol_DeCastra @weissbierpanzer @beeonroids @stevek3384 @namebunchofnos… https://t.co/n0McvsP5i2
@marc_benton @ParodyMusk Why is this so important to you? Do the particle travels in the spit please agree on this… https://t.co/LRT47mnm0g
"…and send every household a mask, an air purifier, and give paid time off for vaccine. https://t.co/wYMhR0jZQ4"
@marc_benton @ParodyMusk not 0. Families live with older parents. Parents can be older. children might bring it bac… https://t.co/YoRLr127MP
"@profmarylewis @AllostEricSite I think masks + lots of talking on Zoom have made me louder, too, now that you mention it…"
"@6x6pix Exactly! Wearing masks to have zoom meetings, what is the point, ugh"
I will not work anywhere that I have to wear a stupid scary mask AKA diaper on my face all day f*** you all the she… https://t.co/AWOGGbpfO8
@nathaliejacoby1 I’m becoming a bit of a crazy recluse…but I like to walk the mall for exercise …just half wear mas… https://t.co/BxQslPIqfA
