@BarackObama @DocLinda429 Dole endorsed Trump.
"@HopesMom12 @PeopleDied2Vote No. None of that will happen, unfortunately. He's just thirsty for Trump grifter bucks… https://t.co/Fjx4Azs2uo"
@Teri_Kanefield He’s not Donald Trump so I’d hate to be Mark Meadows too.
@FoxNews Trump called the press the enemy of the people..
"@EileenMarieSar1 Makes you wonder if our DOJ is afraid of Trump. I hate to think that. But, what other explanation… https://t.co/wcnTAuxVcq"
"@LGHendersonUtah @GovCox What are we trying to prove? That Trump really won our state?  This is completely vacuous,… https://t.co/5K1ONGQBNz"
"@CeeDeezNutz88 I think most Biden voters won’t answer, because to this day their only argument is “F Trump”… and be… https://t.co/ySzPkiVvaq"
@TimOBrien Their schedules are already filled with kicking Trump's ass for the rest of this week.
@BenWinslow @mschultz_12 @fox13 He seriously said that there’s nothing to audit because Trump won Utah??! I. Just. Can’t….🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️
I agree with President Trump in that vaccination is a choice. As there is no evidence covid can be eliminated from… https://t.co/LVUP2GEHuB
"Remember all those times we mused that if Trump died while POTUS, and Pence quit, that Nancy could become POTUS?  d… https://t.co/atdhsVQdhl"
Poll: Most Utahns don’t want Trump to run in 2024 https://t.co/W2aYeUXOOq #congress #feedly
Abcarian: A loyal Trump flunky leaves Congress to run what one wag dubbed 'Friendster for bigots' https://t.co/Z1yxMor2IE
The endgame of election conspiracy theorists is to destroy Utah’s vote by mail system and severely restrict people’… https://t.co/iIj3ep4QO6
This is a great interactive by Big Data Designer Kim Albrecht @Kimay (Trump isn't a man... he's a massive con game.… https://t.co/mmTKiio9Mh
"@TruByte @Patsgirl777 @LangmanVince Aren't you part of the ""do your own research"" crew? This is clearly a ploy to e… https://t.co/70CeuoMBXR"
"@kelly2277 @RudyGiuliani For #Jan6, this notion must be extended to @SenateGOP  @HouseGOP and trump’s White House. #14A3"
Funny how Karen is ignoring the @JussieSmollett trial.   Remember how she pushed the false narrative that he was at… https://t.co/XZE1e4LEI3
@donwinslow If we started charging Trump and made it stick. His followers would be scared to play games. We have to… https://t.co/g3LzE7nvPo
These tatics seem like Trump tactics. Now Mark Meadows is filing a lawsuit against Nancy Pelosi and others on the c… https://t.co/P9x5gjuDVq
@BillyM2k Donald Trump
"When Trump the rapist gets the urge to grab a  p*ssy, all he needs to do is grab @markmeadows."
@hendrfc @BenWinslow @fox13 @mschultz_12 @LGHendersonUtah This is so stupid. Trump won utah. Who exactly is “concer… https://t.co/Vp2Q8I5MUr
@BenWinslow @fox13 @mschultz_12 @LGHendersonUtah Can we directly bill the Trump org for the cost?
U.S. sends first migrants to Mexico in reboot of Trump-era policy https://t.co/WRr3TNdfNR via @CTVNews
"""Donald Trump won Utah. There’s nothing to audit there,"" @mschultz_12 told @fox13. ""This is really about the proces… https://t.co/fXm4TWHr6y"
@zelphontheshelf @OaksDallinH And it’s wasn’t until watching people I grew up believing were good fall for the glen… https://t.co/2NKxir92lm
@devonflodmand @TorgtheCyborg @charliekirk11 So we are back to you accusing thousands of Americans across six state… https://t.co/eLTVtjbfFL
Would someone please give this man something shiny to play with........ https://t.co/QpCCjt00rG via @MotherJones
"@nathaliejacoby1 This is a really big point that is sometimes missed by Progressives. I wanted Bernie, really. I go… https://t.co/m0ZAZ0UDwh"
@Classical_Ali Because Trump only hitched a ride once when his plane broke down. He didn’t go to Epstein’s island a… https://t.co/07IkQZQmyA
"Mark Meadows has no problem with forgoing ""executive privilege"" when it's for profit like in his book which alleges… https://t.co/pj0QjEhFlw"
"It’s been a while since I’ve needed to worry about this sort of thing, but a recent article stated that 71% of Demo… https://t.co/PHf1r91mg6"
"@postgame_malone I read an investing column today about this. It concluded:  “In summary, everything about this com… https://t.co/EqglpwirZ9"
"January 6, 2021 was practice.  https://t.co/l6vIZOtwSJ"
@lwhitehurst I am nonpartisan. It's impossible to know if Trump lost or not. It's nebulous. No one really knows the answer.
@Jim_Jordan Then go on the record in front of the American people and make that case. https://t.co/HgMJhqRffC
@kenechiuzor This was an interesting read. American conservatives definitely went more nuts than they already were… https://t.co/a26N65WQmt
@stphnfwlr @rhonda_harbison Nobody is corrupt enough for trump’s @GOP
"Donald Trump’s next coup attempt has already begun, @bartongellman writes. And he’s better positioned today to subv… https://t.co/u8VgvNYXa4"
@RepJeffries Biden and Obama gave the Crimean to Putin.  Trump didn't give Russia an inch.  Biden gave a pipeline t… https://t.co/99p7PNMlQC
"@JoJoFromJerz @jm44dog Now that’s relevant. Given Trump’s recent tift with Fox, I suspect that the arsonist was a Trumpadite. 😀"
"@JoJoFromJerz @jm44dog Now that’s relevant. Given Trump’s recent tift with Fox, I suspect that the arsonist was a Trumpadite. 😀"
"@RepChrisStewart Comrade Chris, your side is littered with the likes of Manafort, Flynn, Stone, Page, Sater, Millia… https://t.co/6LfRi6ZEV8"
"@BenWinslow @mschultz_12 @fox13 With all due respect, Senator Schultz is welcome to go to Florida and join the Trump Organization"
Seriously people. Saying Trump is gone is really stupid thinking and dangerous. Trump is not gone. Trump is more da… https://t.co/BFfOcIZx0H
"@ChuckModi1 But Trump did mitigate some of the effects of Biden’s horrendous crime bill, something Joe hasn’t even… https://t.co/1lblrwttOf"
"@CrankyNan @JesseKellyDC They're trying to claim that Trump is the ""destabilizer.""  Accusing the opposition of doin… https://t.co/FzUsq5blon"
Hindsight is 20/20. Trump had little choice dealing with an unknown health science challenge. Biden knew what he wa… https://t.co/ib9Nlp7h0p
"@SocialistMormon @beckyforutah The best example of this is John Curtis. We bypassed the caucuses, he didn't vote fo… https://t.co/5JhCsypMf9"
@Contraliberal_1 @USATODAY True. Their propaganda has changed from recruitment to consolidation. They want dedicate… https://t.co/IXQm64VfG9
@VickreyFan That race was labeled as safe blue after 2016 when trump won the state and Portman beat Ted Strickland in a landslide.
"@Balancement @Dick_Castle @JamesKevinWade1 @chipfranklin The Supreme Court? All they see is blue, your not serious… https://t.co/Q6wpGqyACK"
"@MarieGaskill @ElKeithS @chipfranklin We were talking about Bloom, but you're correct Bloom was appointed by Trump.… https://t.co/QAUMw4gnYV"
I'm trying to put myself in Alec's shoes.   Hey you! @nbcsnl Trump chump. Catch! Tosses the gun. No scenes schedule… https://t.co/dcp1JlQjru
@Regalbeast1 @DavidDJJames Haha 😅 ...wow... I'm arguing that Anderson did alot more with what he had and accomplish… https://t.co/cX7gzTrTdW
"“Even in a state that former President Trump won in the 2020 election, a majority of Utah’s electorate isn’t intere… https://t.co/4Na4MAsCmo"
@mkw378 @banaifeldstein @RobertGehrke You mean that mail in voting that was enacted by a republican legislature and… https://t.co/lL3r92nRpy
"Don Cunningham takes issue with Utah lawmakers' votes against President Biden's infrastructure bill: ""(They) say th… https://t.co/IuMjj6MTuP"
"@AaronParnas Hell,he won't even have a desk by the time he shows up. Everything tRump touches dies!"
"@AmandaMarcotte The obvious thing these polls fail to acknowledge is that ""young Democrats"" are, in fact, *young.*… https://t.co/O2sCCHOhoY"
"@bohemiantoo @KyleKulinski For some of them, perhaps it was seen as more advantageous to oppose Saudi Arabia's acti… https://t.co/lxCq548Ezb"
@ggreenwald What? No! Trump only appoints the very best people.
@JoJoFromJerz Take note that Republicans take their grudges very seriously. @SenMikeLee cited what happened to Bork… https://t.co/g5BieCbxgZ
This Just in: House Majority Leader Mike Schultz thinks were a bunch of dummies.   He can’t separate his election a… https://t.co/Ik7r0aJIuR
@jennmckay007 Trump supporting restaurant
This is an attack on a system that is vital to our democracy. It’s baseless and meant to plant seeds if doubt for w… https://t.co/OiihOUs6QH
"@duty2warn Wait! Since there isn't a devil he must be talking about Trump, but wait....wasn't he one of the lawyers… https://t.co/VmMSFq5QcJ"
@Butter49568009 @sltrib Unfortunately that's not possible.  His fat fingers are in everything.  We're fighting for… https://t.co/DEXar3rSun
trump is the only entity stopping us from senator mandel. could also king his ass. https://t.co/RCPFhnlmsW
"@jules1327 @jwhit71 You almost got it right, except McCarthy talks out of his ass. That is where you would find Trump."
"@WeaponizedRage All this hand-wringing about Trump not accepting 2020, and they -still- entertain Clinton and her 2016 woes."
@AV8intheblue Fox bemoans criminal activity when they actively supported the criminal activities of the Trump family for years?
"Trumplicans all say they support Trump because of his ""Policies"" and politics but it's interesting that their loyal… https://t.co/7zD7axSvk9"
@SenMikeLee Covid vaccines should not be about POLITICS. It is a pandemic that will never go away because of selfis… https://t.co/QONJGQlrm9
"@LeeSmithDC @DemInNameOnly What a load of bullshit! Trump negotiated the release of 5,000 Taliban. He negotiated th… https://t.co/UtpyyWQea2"
Revival of Indian proximity to Russia will have implications for Indo-US relationship especially after the honeymoo… https://t.co/TCVZqwGaXx
I’m beginning to think that the DOJ has no case against Matt Gaetz. I’m also beginning to think that Garland’s slow… https://t.co/gRViMhPyQD
"RussianReuters mad bc Biden isn't more like Trump when it comes to big, oligarch-friendly business. https://t.co/SlLs13Nu1H"
"Why is @Reuters bashing @POTUS for not being g more ""Trump-like"" w/big business? Russian interests recently bought… https://t.co/e7dlgB1CHV"
@newsmax @SenTedCruz Short memory? Trump acted like a little boy who got caught stealing cookies when he was on cam… https://t.co/539xcIZB8h
"@Rivercity76 @theDer69 @EverettH3000 @CNN Hardly.  Unlike Trump, he is not trying to piss off the whole planet.  Bu… https://t.co/TS9AC1S9Qx"
The Bush-Trump Circle Is Complete https://t.co/oCRopVEBwm
"Tell us again, @MSNBC @CNN ... just how angry Is Trump at Meadows? https://t.co/pZSHX72iVZ"
"@nonconfromist @kylegriffin1 @NBCNews Media news is hyping ""Trump is angry"" too much for it to be anything more than deflection."
Donald Trump Mocked After Accidentally Admitting Only ‘Stupid’ and ‘Corrupt’ People Believe in Massive 2020 Electio… https://t.co/zEPF3TQLhS
"We need the millennial meme candidate that would be the opposite of Donald Trump.  “Hi, I just turned thirty five a… https://t.co/S5M3kaDapL"
New poll from @OHPredictive finds most Utahns do *not* want Trump running again in 2024. https://t.co/D9ptTZ6G72 #utpol
@MrSleven11 @stansflash @GingersPage @PirrohasFans Our economy is roaring back! Joes added more jobs than any presi… https://t.co/FYjk7iAOQp
"@BillyDouglass7 @nytimes If your god is so small and insecure so as to become upset over a trivial matter, your god sounds a lot like Trump."
Jan. 6 committee says it will move to hold former Trump chief of staff Mark Meadows in criminal contempt https://t.co/423j1b60oM
That's the best cover up robe she could find to be respectful to the wife of a married man?  And then posed for pic… https://t.co/3Fqbe4Fybp
@kslnewsradio @SenatorRomney @USSenate The last time Russia troops built up on the Ukraine border was during the Ob… https://t.co/Q6he3zuW7W
"@AndrewCFollett @TampaWoman1965 @whignewtons So the 'Trump 2020: Fuck Your Feelings' flag, that was...an invitation… https://t.co/Dx3P3vfpAJ"
"THEORY: @TMBG's John Linnell &amp; John Flansburgh are time travelers. Their 1988 ""Kiss Me, Son of God"" was obv written… https://t.co/Frd4ZpjM1i"
@YDanasmithdutra @JillianOhana @jan_forney @JenM5157 @sprzyslp @purrmonsta @eyemagistus @jvals11 @janicefrye0846… https://t.co/YIDbgdOkZj
Since everybody's wanting to complain about government spending it's a nice time to remind them that Trump's 2017 t… https://t.co/lyj5Ky8yD2
@SandraBHaynes45 @jvals11 @janeworld1 @feamoralma @Pen_Bird @ImranUk7 @myrubypearl @platoinCT @Loveon999… https://t.co/Ul7L7P7f9r
"@DoubleDumas @RonFilipkowski @jaunte They adjust for everything.  ""Federal agents? No, just the FBI trying to get T… https://t.co/6GlrIvnmlk"
"@s_ki_tt_le_s Lol they told the truth. It has HUGE ramifications. The implicated include Trump, Clinton, Gates, Pri… https://t.co/DFaJgWqrFS"
A new poll shows a slim majority of Utahns (53%) do not want Donald Trump to run for president in 2024 #utpol  https://t.co/WatKrpFZle
A new poll shows a slim majority of Utahns do not want former President Donald Trump to run again in 2024. https://t.co/XFdD9BSfxI
"@JaxAlemany @NicolleDWallace While ""direct and collateral attack"" sound like refs to an violent attack, don't they… https://t.co/Qq875OCU6b"
@BraveConcord @rogertansey I believe Putin! Why did trump repeatedly praise China?
@Out5p0ken @dostert_michele Trump has committed so many crimes that it'll take centuries to properly sort them all.… https://t.co/rq4XL2r44b
"""...the preliminary injunction issued by Judge R. Stan Baker, a Trump appointee...""  https://t.co/w55jkcKu7a"
@seanhannity You must have missed all Trump's feeble attempts to stand up to Putin
Poll: Most Utahns don’t want Trump to run in 2024 https://t.co/ltAp1o2D0S
@kimak I noticed it dropped a couple cents here too ! Won’t be president Trump gas any time soon but Americans need… https://t.co/GdVvckJR2X
"@isalisamisabell Trump supporters weren't that big of a group in 2015. Being dedicated, especially nationwide, can have a big impact."
@newsmax just goes to show how terrible a candidate Trump was ... that he lost to Biden
@gopTODD @SchottHappens @gopTODD Do you support or denounce Q? Do you think Trump is president of the world? Do you have God on your side?
@philly_taco @kenyonbburner @HotlineJosh Kemp didn’t kiss the ring and he signed off on the votes in GA. Kinzinger… https://t.co/LT8ChYRCyh
@toverdrive_m @ItrnRadio @mail_american Because trump made the law that anyone attacking a federal building got an… https://t.co/1u9g6OgUmT
"@tedcruz Ted, according to the very statistics you’ve previously pointed to as proof of Biden’s failures, apprehens… https://t.co/38zXwohMTg"
Apparently everything that happened in the last 5 years is eclipsed by the monumental achievement of Trumps picture… https://t.co/c3A95wThTr
@ReigningCoins Haha I woke up and saw the trump statement and Liz Harrington posting it while the stock was still a… https://t.co/3Sp94PdRTA
@ElKeithS @chipfranklin Seems like they worked with Trump when he tried to break the law. Why not Biden?
Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans https://t.co/0X5agNdIHg https://t.co/GjGAl70NiR
"There you have it, the true master of horror - Donald Trump, a major contributor to the deaths of over 800,000 Amer… https://t.co/JwTUrVCGt9"
"@fredvoros @SenMikeLee He’s done the numbers, diabetic Trump supporters will gladly pay the $1,000. Until they can’t."
@TurnFL_Blue And Republicans like to question Pres. Biden’s mental acuity. - This is not an unusual statement for T… https://t.co/N2mqgWRNYW
2 FUNERALS ON CAPITOL HILL 😱 ALL GOVERNORS KNEEL BEFORE POTUS TRUMP 😱 RO... https://t.co/3rDv2cPmwb via @YouTube
@AlexThomp @rubycramer This is only sad news for those far-right hate mongers still asking about Hillarys’ emails?… https://t.co/dQXfsf934x
Ex-Trump Chief of Staff Mark Meadows no longer cooperating with Jan. 6 committee. New York City announces vaccine m… https://t.co/ScZNNQGeHM
Analysis: This conservative Republican just told an uncomfortable truth about the Trump wing in Congress - CNN Poli… https://t.co/PGlceXzGOk
@SenRonJohnson You're really blaming Fauci for all those lives lost?! It's amazing the number of lies and mistruths… https://t.co/CNuTXTMPd0
How stupid do you have to be to question results that favor your own party 100% of the time and went for both Trump… https://t.co/VGs48y09sD
"Good question. Leftists, who swore they'd never take the ""Trump vax"", keep insisting vax rates that fall along raci… https://t.co/gStc2wIcAj"
@michaelbrandall @NakamaNoSenshi @RealCandaceO @RepThomasMassie The opinion of a liar is important to me. The world… https://t.co/qBokHKsAyQ
@cwilliams1113wy @Gil1957 @GOPLeader @DevinNunes @ATT @Verizon Wasn't it Trump that said only mobsters plead the 5th?
"@chrismu63172363 Who knows? Is he a rat, like Michael Cohen? Why do you love a guy that helped trump get elected?."
@chrismu63172363 Only a trumpet would be mad at Michael Cohen for helping trump get elected? Ok.
"@chrismu63172363 So, we agree Michael Cohen helped trump get elected. And that the only reason he ratted, was because he got caught. Right?"
"@michaelbrandall @NakamaNoSenshi @RealCandaceO @RepThomasMassie I thought you meant covid relief, which actually he… https://t.co/1flSkGgbLB"
Shit just a day or two ago they were all running stories about Trump ordering Big Macs from the hospital.
CNN and MSNBC types *need* Trump because he gets ratings. They don’t want to let Trump go. How many good policy dis… https://t.co/TvmHGi9nDX
"Weirdest thing about this is that most mainstream type conservatives have moved on from Trump. Meanwhile, Trump far… https://t.co/5nn7xHAbL5"
Yes he's been nuts but this such bad logic. When David Duke supported Trump did that tell you everything you know a… https://t.co/8vVh9Xok4c
"@chrismu63172363 Yes stormy. Since Michael Cohen is a rat that helped trump, that means I like trump. I understand… https://t.co/KAo7g070d8"
"BIDEN REGIME TRIES TO SABOTAGE NEW TRUMP VENTURE. IN 2021, DEMS ARE STIL... https://t.co/YNChrskknY via @YouTube"
"@chrismu63172363 @donwinslow 😂😂😂😂😂😂😂😂 Michael Cohen helped trump become president. Now, he want credit. Are you ok stormy?"
@RobertGehrke @npinnau That was the sentence in the article that bummed me out the most. Trump won Utah.
"@donwinslow @Wamadingo A person doesn't charge anyone with federal crimes, grand juries do, and none of us know wha… https://t.co/gFnimYq8zB"
"Then in more recent years landlords systemically not renting to PoC, stop &amp; frisk, Amadou Diallo being shot 41 time… https://t.co/1i5tyoFiZI"
BIG UPDATE THE EXCLUSIVE INTERVIEW WITH PRESIDENT DONALD TRUMP OF DECEMB... https://t.co/URGWyf9Qqp via @YouTube
"Utah lawmakers call for an audit of Utah's election systems, but backers say it's not prompted by Donald Trump's fa… https://t.co/PN751apRcL"
@nathaliejacoby1 In my state very few wear them. I refuse to go anywhere with this ignorance going on. I live in a… https://t.co/h0SZq6hdXp
@Myberns1 Let’s see how the next two elections go.  I have no desire to live in a country that could elect Trump -… https://t.co/8GThBXHyv8
Does #MarrickGarland @TheJusticeDept realize the true fear Trump's insurrectionists present to our fellow Americans? https://t.co/Xvpa8jFeRX
@Patbagley @RepChrisStewart That’s funny! @RepChrisStewart didn’t have much to say when Trump’s weakness was appare… https://t.co/BUm6mTbHsY
"@SisterhoodTribe @Acyn @TimOBrien Sure he did. That’s Not what he put his stooges at the Pentagon for, after he los… https://t.co/2AbGwaCQgv"
"@SportsBros Vdara is really nice, I was actually surprised that The Linq was nice and clean and priced very well. J… https://t.co/9HWOyrgRHN"
@mdnij34 I think you are very right.  And part of that racist backlash brought us Trump
@frostyicewizard @donwinslow That's the kind of lawyers trump has used in court for 50 years. Not any of those 9th… https://t.co/Yn1iTMSY4q
@UtahDineBikeyah Too bad nobody can get a judge to rule Trump's executive orders illegal.  The Federal Land Policy… https://t.co/3phmGx9hlh
#TrumpVirus watch “Totally Under Control” and see the idiocy of the Trump admin firsthand!
@Popehat @DevinCow Hope Trump will screw him like everybody else https://t.co/3MgXB91DJF
"@AdamKinzinger It’s been apparent for five years - Putin, trump, newsmax, @FoxNews, @GOPconvention and @NRA all hav… https://t.co/QSO7HqO5Ei"
@joncoopertweets Hillary Clinton! I would love to see the glorious irony of her locking Trump up
When Trump became President I think. Some people say a few years before that even. https://t.co/EO4UTZTzWD
"@RepChrisStewart Chris Stewart's prophet (Donald Trump) called all of the dead WWII Veterans ""Suckers and losers"" 🤔… https://t.co/3nM8AYvkmo"
"@AaronParnas Yes!! That hold true for Trump, MTG, Gaetz, Bobert, etc!!"
"Donal Trump is the most Anti-American force in the world today.  Willing fools, co-defendants, useful idiots, and a… https://t.co/1qkMQw5YHz"
"This punishes Utahns with disabilities most, and was not a problem until Trump declared war on elections.… https://t.co/NfIwIo5SYE"
"@frostyicewizard @donwinslow You think trump would use them at trial? Tell me how you see it playing out. Now, it's funny. I understand."
@cwarzel @juliettekayyem Trump having 83 million Twitter followers is proof of this.
"@frostyicewizard @donwinslow No, I'm just asking you what you think will happen? Trump will get the best lawyers in… https://t.co/WTGQ55fQbW"
The popularity of a viral chant is changing how some entrepreneurs hawk political merchandise. | By @grahamtoday https://t.co/VtGiX6ID2A
@TanMart03 Whichever one doesn't have Trump in it.
"@chrislhayes Don’t lie. You absolutely believe it, because we know Trump doesn’t read"
"@thomaskaine5 @POTUS A grand jury will or will not indict trump, not a person."
@JackAsseree @davenewworld_2 Same reason u prob didn’t hear that a 14 year old witness testified being driven to tr… https://t.co/EWjBLqK1wR
@RepChrisStewart You were quite silent during the Trump administration even after Helsinki. Biden has put 2 things… https://t.co/R2o97BFRGL
@Johnsense5 @RepChrisStewart Let's  unpack this.  Equipment was left to keep the Kabul airport open and safe. Other… https://t.co/U803MMjWQR
@dmarusic What? I think the algorithm wasn’t fed some vital information. This ranks up there with Trump’s statement… https://t.co/NEAmxOeUbL
@frostyicewizard @donwinslow The justice system will not bring unwinable cases. Did you see Saddam Hussein's trial?… https://t.co/0VE61ZhdPF
Here’s a depressing party game; Would you rather die of a preventable virus or live to see Trump reign as Emporer of America?
@SenMikeLee Kind of feel the same way about Donald Trump ever since he got voted out.
@frostyicewizard @donwinslow Where are you going to get an impartial jury? Any decent lawyer will get 2-4 trump sup… https://t.co/1j6Pd3NffI
@fredvoros @SocialistMormon @beckyforutah Removing Mike Lee in favor of a conservative who is independent of Donald… https://t.co/TDLlCyAbFo
"@fredvoros @SocialistMormon @beckyforutah Actually, that’s not true, as shown by Mitt Romney and Liz Cheney.  Yes,… https://t.co/35DdXWdh8p"
I am currently cracking up because in some of those pics Jory and the girls look super orange and I remember one of… https://t.co/oIt9OT8Tr4
"@swissch33z Unlikely that it will be a playing field that allows him to win again, though. If Trump can be banned o… https://t.co/bR6p7A4RKS"
@gospel_sod Trump as House Speaker would be so chaotic and beautiful. My impression is that the speaker actually ha… https://t.co/FTjoRtaVhA
@Jennife39481653 @superman37891 @POTUS I went to the Trump-voting towns for the booster and 5-12 vaccine.  Got right in! 😬
@alexnazaryan Trump can’t tie his shoes. Go right ahead...
"Utah in the last day: 1123 new cases, eleven deaths. Do you know how many counties Trump won in Utah?"
"@Jim_Jordan My bank account is doing great, as is my 401. I’m sure trump would like to get his greedy little hands on our accounts"
"""Trumpism isn't really about a set of conservative policy positions. It's about an attitude (confrontational) and a… https://t.co/nlnVn9Gb0O"
"@CindyPowell1965 Not in the slightest, but Donald Trump hasn't been President for 321 glorious days now."
@StringwallApp How will focus on Trump/Clinton corrupt ties in the '90s stop Authoritarian aggression today? Across… https://t.co/gC00IqWrvn
@kk131066 @GolfSoBad It kind of does if you read it carefully… women too! This country was founded by &amp; for WHITE M… https://t.co/lk4tA4pzCn
"@charliekirk11 Trump praised China. Is it a bio weapon, or just the fluuuuuuuuuuuu?"
Am curious about what people thought of this show in 2017. Season 3 opens with meta Elliot blaming himself for Trum… https://t.co/hmis3v9tHG
@lldzne @suzania Trump cannot be excommunicated because he is not Catholic.  He is excommunicated implicitly by the… https://t.co/Gu10dwq1If
@Teri_Kanefield I just stopped seeing angry video from Cousins. He doesn't get it. 1-DOJ has to work in secret 2-To… https://t.co/XTZYPSi0CZ
@Mike_Eckel @arapaho415 Trump is gone
"Another ""Profile in Cowardice.""https://t.co/xmhmXPWnMa"
Now do Trump supporters...and minority pops in America... https://t.co/M6gFnHnKqt
@laurenboebert Kind of like Trump filing all those lawsuits about “election fraud”? 60 something failed in the cour… https://t.co/80u1ByXa5o
@janicefrye0846 @jvals11 @JillianOhana @jan_forney @SandraBHaynes45 @eyemagistus @j2dumfounded @jennycohn1… https://t.co/CXCROoK4F0
"@aviator_naval Stolen election, was the best thing, Trump on the side lines, woke up Americans to the socialist mov… https://t.co/GWHiZHLU9P"
All Flying Trump Flag... So Why Does @MSNBC @CNN Avoid Connecting Far Right groups To Trump...like they're followin… https://t.co/fkLRjaWKL6
"@imgfolklore @OscarVReuenthal Oh, and Trump is enemy number one. Xi is number two. And Putin is not far behind."
"Sanctions under Obama (Clinton SoS) Hurt; hence, his interference to ensure HRC was Not Elected. Trump &amp; Corrupted… https://t.co/O3casvVVpQ"
"@TeaPainUSA Probably because they all have that ""orange tannery"" skin color that Trump made fashion"
@skaterboy4697 @WhiteHouse @POTUS Obama/Biden let Putin have the Crimean Peninsula. FAIL.  Trump didn't let Putin h… https://t.co/vg9Mu4jInn
"@GeriGResist I lost my old account for telling Laura Ingraham she's a traitor to her country, a racist, a fear mong… https://t.co/bXj2xjNOh8"
"@KThomasDC @WSJ This poll is a new joint effort by WSJ (Murdoch), Tony Fabrizio (Trump pollster), &amp; John Anzalone (… https://t.co/EGlAHiCYg4"
off to Taylor dressed as Trump complete with that glowing orange skin!! https://t.co/MV9X2d1kzY
@alwaysiron @northpolemics @RealCandaceO I'm not implying anything. Trump picked him. That's trumps guy. Biden shou… https://t.co/ynuV6cufnv
"@TheJusticeDept @January6thCmte how much more proof do you need, hello?!!!?!! After 4 years of trump the American p… https://t.co/PPP8ECM4qv"
@alwaysiron @northpolemics @RealCandaceO Whose fbi was it after four years of trump? Who appointed wray? Why did tr… https://t.co/rm9YU5RHgY
"@justinamash ""on policy"".  He never had policy.  Trump literally didn't have policy. He made every decision at the… https://t.co/V5L90IiZWg"
@JVAE63 @northpolemics @RealCandaceO Why did trump tell the terrorist he loved them?
@woodyluvskelly @northpolemics @RealCandaceO Tell us what happened. And why did trump tell the terrorist he loved them?
@AlishaLP22 @northpolemics @RealCandaceO Why is everyone that it arrested a trump supporter? Except for the one guy that is black?
@Over_limit_ @northpolemics @RealCandaceO Trump told his followers to go down to the capitol. They did. After they… https://t.co/XCPxpDX4Yz
@JoJoFromJerz She might not have heard about this…https://t.co/1g4hTIFpDm
@laurenboebert No thanks to Trump basically handing them the country.
"@mmpadellan In my opinion, Joe Biden and Merrick Garland have decided to let Trump and his co-conspirators go free… https://t.co/w4zsPY4kAl"
"That is True. They were glad Trump wasn’t there, because he held their feet to the fire.  With Joe, just friends be… https://t.co/Kpg038Dd0z"
"@sargonofakkadII @TheBeatWithAri BTW-that 200,000 for Biden was about 600,000 off. adjusted up recently, but little… https://t.co/trs2ObD8sm"
"#BeltwayBias lied Trump into WH, &amp; now wants to lie Biden out. https://t.co/wlupvn5FZT"
"This Needs Much, Much More Coverage. @MSNBC &amp; @CNN lied Trump into the WH...Now they are trying to lie Biden Out.… https://t.co/J6ITrZmRP2"
@RobTRogers I’m happy to hear that. It’s really interesting how the Trump train grabbed some and not others. I real… https://t.co/8a6DHl2qLl
"@theRtrain7pt0 @emak365dude @PaulCogan No way! It’s possible to do both. However, I’m wondering if there r ppl in t… https://t.co/Hy67sf39JE"
"@InUtahNotOfUtah Voting rights are critical, more so than arresting Trump. Even in prison TFG will have power over… https://t.co/201HCmFDJv"
