"“If you are innocent, why are you taking the 5th ?” - Trump https://t.co/gCzi4npl9I"
Russian State TV Drops Deranged Love Letter to Its Darling ‘Trumpushka’ https://t.co/ALa2liqKUK via @thedailybeast
"@SwagginzBob @ebonymystique @ArchDejan @thebaseballjedi @ogailihussein @AnastasiosAA 1. Yes, both parties have majo… https://t.co/a8mTGVWD1b"
@shanlonwu What's going on with the SDNY investigation into the Trump Org? Where are they with the Weissmann case?
"@DawnAlene64 @RadioFreeTom If you you're worried about them feeling alienated now, just wait till the left enables getting Trump re-elected."
@TheWeedBlog @TobiasRead @OPR2022 @MinCannBusAssoc @ClioAwards @michaeljoel @FABNEWYORK @WizKaliko You make a lot o… https://t.co/MY861Yzy65
@Robotbeat Yeah…a lot of people who should know better suggested it was.   I don’t know why Trump is doing so well… https://t.co/7CyFhqtfWF
@TeaPainUSA @lauraatdia #NunesIsAFailure - so for consistency - Trump picked him to run his next business failure.
@mtorressports Relationships can trump geography in recruiting
@barbrady1234 Donald tRump looks like shit.... Here's my proof. https://t.co/h5XTLO0Nmg
@grantlks @SenJohnKennedy I do not care. I am not in a party. And no I seen Trump make it happen. with everything h… https://t.co/ymbu85kIn2
@DonaldJTrumpJr That’s really weird.  First off she got more votes than the twice impeached former guy. She didn’t… https://t.co/d4feGiglev
"Yes, college-educated whites dominate Democratic leadership at most levels but ... that is also an issue among the… https://t.co/Oo0yPId396"
@GunnelsWarren Trump?
@MikeX63489434 @FoxNews TDS is your obsession with Donald Trump. People like you who live thinking you’re a victim… https://t.co/q1KvnD8ISF
"Graham Warns Senators: 'If You're Wondering Why There's A Donald Trump, ... https://t.co/kyK0VcRUGO via @YouTube"
Trump Die-Hards Launch MAGA Voter Suppression Center https://t.co/53MCzumctC via @EXPOSEDbyCMD
"@MaryJWhite12 Yes,&amp; that may lead to the TRAITOR McCarthy handing in DEFEAT a false electoral victory to Trump, or… https://t.co/73WY3JAXMr"
"Maybe DO something positive everyone agrees on, like #StopTheRoundups &amp; #FireFauci &amp; continue to crack down on… https://t.co/BEJtgKqKuo"
@Timodc Is he talking about Trump? Chris Christie? Charles Grassley? Ron Johnson? Mike Lee? Plenty of R’s who I guess are “feminized” now.
@RonWyden @seiu49 Dem's wake up. Everything you do will be changed. Coup attempt not over. Everything you do is for… https://t.co/t3DvfDzllE
@thezip1 @bobbyfromqueens @FoxNews @SenTedCruz Trump negotiated the withdrawal with the Taliban
@waitnwallflower @yinzerchemist @DrEricDing @VincentRK @ConvSix Stinks and I hope your other brother doesn't go to… https://t.co/7KcJIuIVWN
Opinion | Adam Schiff is right. Republicans are too scared of Trump to reform the presidency. https://t.co/8YUgQgQ2OQ
@BasementCaucusL Also your gerrymander is shit (All red districts are at least Trump +10 in 2020) https://t.co/e68hehXq96
Biden administration approved more oil and gas drilling permits on public lands per month than Trump administration… https://t.co/xJqPGjz9hb
@ChrisMurphyCT @joncoopertweets Name them all as “acting” as tRump did. There are ways to get them working for us now.
@sdugan48 @KatiePavlich Trump was at home with bone spurs or whatever his daddy paid the doctor to say for him.
@JDSwanson12 @rad_thor @MikeCFromNJ @DejectedDan @EvanHillHB That’s not the only one he shut down. He shut down the… https://t.co/7QrvYbmNAw
@NormEisen @gtconway3d @MarkMeadows is losing again? Is he in a competition with tRump?
"@realLizUSA 700,000 dead under Trump's presidency."
Get on the Trump Train we will have a better life with Trump
@TeaPainUSA Chi pain so full of misinformation. Why didn't Russia invade Ukraine while Trump was president? Biden i… https://t.co/zL3wGFP22w
@mollycoddle1 @RadioFreeTom @damedacia He's a republican that hates trump (even though he helped create him) so he'… https://t.co/7J8G8GoMMM
@fOrGiVeNcHy @SocialistMMA Imagine how much you have to abhor a candidate to vote for Trump
"In seven days, Trump showed Americans exactly what kind of human being he is https://t.co/bI9yXu7MGv"
People acted like trumps coup was on January 6th..it started many months before hand and it’s still happening now.… https://t.co/goUGWzfm2e
"@jeninthe405 @RadioFreeTom If those people don't think they're getting enough validation now, wait till they empower Trump and the Right."
"@ScottRoss15 @SomeIdiotWrote @Noahpinion Shit, find me a pollster who gets Trump numbers within their MOE!"
@ktumulty @NormOrnstein I think your imagination about what would happen with Trump as Speaker is way too limited.… https://t.co/8aizO1B1dY
Oregon’s congress turned Roe v. Wade into state law back in 2017. Even Trump’s SCOTUS can’t screw it up.  #TheBeat https://t.co/cHpAA6ausA
@CatJova Trump and the Republicans are still pretty status quo. Hell Biden is continuing a lot of his policies.
@Joey48474495 @faafokyle @BreitbartNews @RonDeSantisFL Trump is gone and so is his “fake news” comment. Covid stats… https://t.co/KFDilvPljm
@BreitbartNews @MarkMeadows @AlexMarlow Sir why are you thinking that a federal committee can't subpoena you they c… https://t.co/FlEtKTQWX3
"@lindyli I've heard that Trump likes people who are ""fighters,"" but they should stick to fights they can win.  Trum… https://t.co/gdAvXN5Oym"
@CNNPolitics Unlike tRump!
InsiderAdvantage/FOX5 Survey: Trump Endorsement of Perdue Erases 19 Point Kemp Lead https://t.co/nzzrwUlgyS… https://t.co/UFFJW6D1Pb
@WalshFreedom But Trump had COVID....
@QhaosM @BKid59 @FudpuckerI @GoneAye @mathibod @cyclinggnome @ChuckyReforged @MuppetMeme @Jon1786 @nevacomply… https://t.co/3ldJ9rwdmX
@RawStory Wait a minute...Are they both standing or is tRump sitting in a chair? Or did tRump insist they prop Cawt… https://t.co/cS7I49kaO3
"@ChrisMurphyCT ACTING, make them all ACTING, that's what Trump did. Have a back up, for when their term is up, and… https://t.co/gbPtJTvpk9"
We live in the multiverse. Anything can happen. Donald Trump was just president. People raided the US capitol and g… https://t.co/QcOoBMO8OF
@Rothbard1776 Trump too   https://t.co/GVVeb9j5ZD
"@Megawatts55 I think it's the whole GOP. Trump may do the speaking, but all the GOP politicians back him up. I don'… https://t.co/io2PcCwBWv"
@BKid59 @Jon1786 @GoneAye @FudpuckerI @mathibod @QhaosM @cyclinggnome @ChuckyReforged @MuppetMeme @nevacomply… https://t.co/yjfwqIU0qQ
@Marquessa19 @Jon1786 @QhaosM @nevacomply @cyclinggnome @mathibod @ChuckyReforged @MuppetMeme @StormyRose01… https://t.co/hAGT4RgfmT
@TrumpVoterInMN @WestJournalism Why not trump?   https://t.co/GVVeb9j5ZD
"@Kittfornow @ggreenwald The guy who sits for Hannity and Carlson and shills for Trump, yeah that party. https://t.co/wC1bp1M68r"
Why hasn’t Donald Trump been arrested? We know he doesn’t pay taxes! Why are white people constantly let off? Why a… https://t.co/pqLMKoH0IG
@BKid59 @GoneAye @FudpuckerI @mathibod @QhaosM @cyclinggnome @ChuckyReforged @MuppetMeme @Jon1786 @nevacomply… https://t.co/QwmlzGBJSE
"@RepLizCheney Needed, not reckless. Reckless was Trump's tax cuts."
@QhaosM @Jon1786 @nevacomply @cyclinggnome @mathibod @ChuckyReforged @MuppetMeme @StormyRose01 @MarieLaveau17th… https://t.co/Bmv74TbQKr
So Trump got Covid. So uhh Tucker still wanna stand by your ludicrous and inane bullshit? https://t.co/7JZVEFnu1F
@GrumpyNadya @trackertrial2 A calendar girl competition with just trump and epstein huh? You really believe that dude?! 😆
Trump is slime. He knew Dole did not really support him and treated him accordingly in Trump's estimation. Obama tr… https://t.co/EDz18Br95M
@fadetopureblack @trackertrial2 The article also says epstein brought a 14 year to marolargo. And if they were havi… https://t.co/BYZjhLs3TS
@BettyBowers @SharonGF_NBCT I think I saw trump fleeing from the scene
@RepHankJohnson @LCVoters @TheBlackCaucus @bma_coalition @JohnLewisDoc @repjohnlewis @JohnLewisRetail… https://t.co/Rho4wqHV7F
@Marticka13 @BrendaJeanCDN @Pkgman60 @Woj_Pawelczyk @X22Report I remember people saying the same thing about stormy… https://t.co/6iDvJt1FXp
On some level you have to marvel at the diction of conservatives. This is largely due to Trump’s ridiculous style o… https://t.co/ltKMn2VBVB
@BrewCityEmpire @Woj_Pawelczyk @X22Report “A woman who says she was sexually abused by Jeffrey Epstein and Ghislain… https://t.co/FhXtHI9yk7
@SheIsBeauty101 trump isn't looking too good these days.
@Theonlyman19692 @ericgarland Read the longform journalism from Florida from around this time period. Dude got a sw… https://t.co/clpjmDJZFu
Trump and his band of nuts and thieves is trying to steal future elections. Why is the GOP helping them? What a pitiful party.  👀😡😡😡
Benghazi. Again. Weird. Well. Let us know when Trump will testify publicly for 11 hours - unphased.… https://t.co/L6XtcmqYjv
"@GrumpyNadya @trackertrial2 Don’t be dumb.   “At the very first party, I said, ‘Who’s coming tonight? I have 28 gir… https://t.co/sPPJv5mPhv"
"@UnfilteredOnFox @dbongino “In 2002, Trump told New York magazine, ""I've known Jeff for 15 years. Terrific guy. He'… https://t.co/diLGH8DFQE"
"@Itz_Chop @disclosetv “In 2002, Trump told New York magazine, ""I've known Jeff for 15 years. Terrific guy. He's a l… https://t.co/AYHdAx6noJ"
"@PuddingVladdy @ajplus “In 2002, Trump told New York magazine, ""I've known Jeff for 15 years. Terrific guy. He's a… https://t.co/gFe9C29tnd"
"@TheBrazenMan @TheRealJFOD @mcm_ct @ChrisLynnHedges “In 2002, Trump told New York magazine, ""I've known Jeff for 15… https://t.co/vU3yHdjZZe"
"@TheRealJFOD @ChrisLynnHedges “In 2002, Trump told New York magazine, ""I've known Jeff for 15 years. Terrific guy.… https://t.co/HarUd3yJ4c"
"@maybe_swanson @shoe0nhead “In 2002, Trump told New York magazine, ""I've known Jeff for 15 years. Terrific guy. He'… https://t.co/L5nPXdohZE"
"@jacksonhinklle “In 2002, Trump told New York magazine, ""I've known Jeff for 15 years. Terrific guy. He's a lot of… https://t.co/nHUwTM0xuX"
"@DarthConserv @Harrison_of_TX “In 2002, Trump told New York magazine, ""I've known Jeff for 15 years. Terrific guy.… https://t.co/wzdAgtTJfy"
As soon as Trump is convicted of a crime he can not run for president
"@trackertrial2 “In 2002, Trump told New York magazine, ""I've known Jeff for 15 years. Terrific guy. He's a lot of f… https://t.co/Cv12f8jLFo"
"@ATHOMICAAQUILA1 @trackertrial2 “In 2002, Trump told New York magazine, ""I've known Jeff for 15 years. Terrific guy… https://t.co/qhbQuGn26u"
"@ggreenwald Glenn, if this assessment is true, and if Trump is this ignorant about Pompeo's motivations, and he's s… https://t.co/UCwrGFLMjH"
@upine @whstancil @EAlluia @RadioFreeTom What’s nuts is that if that theory *worked* then Republicans could’ve stop… https://t.co/Or64bMYUbW
"@ronvic24 If a person supports trump, they, at the least tolerate racism. So the answer is no to both. I wouldn’t e… https://t.co/ynNBi06EnG"
"@trellodelagetto Trump was so straight forward with his bullshit bro. compared to Biden, some shit he did don’t eve… https://t.co/6VXYcoDj5a"
@RepSwalwell @Mick11113 @gofundme @TuckerCarlson No return trip. He'll talk and tell them all he knows. Then they'l… https://t.co/pgDTNqfKNl
@SenTedCruz Trump gave into the Taliban … he surrendered to the Taliban . And you know it.
Does our military hold higher ranking personnel responsible for their actions? Flynn and Flynn's brother are part o… https://t.co/mu3yt9smFN
"@KurtSchlichter Hey Siri show me how not to be an ally.   What’s wrong Kurt, still mad the Ukraine didn’t capitulat… https://t.co/LPANthRqRv"
@ArtsPouts @JennaEllisEsq To your point.  Jenna loves Trump and Putin more than America another faktriot  https://t.co/UytyLtZkY9
"@ZTPetrizzo And by 'legitimate,' I mean down to lick trump's balls 100%, 24/7, At all costs."
Me either Pelosi. Pay attention to who loves Trump more than America https://t.co/Y2al2outGT
"How to get a free meal in Texas: #Trump Supporter Hands Cashier $20, Cops Called When He Sees Back “Trump Lives Her… https://t.co/DgcYTrh3Em"
@pedro43017 @LilaGraceRose When did they start protecting the Trump family? https://t.co/IyP3smAxNh
@RepMarkGreen Pretty sure he was banging on Ukraine's door the whole time Trump was in office too or did you conveniently forget?
@billboard Trump shoulda freed Larry
Pennsylvania Biden District located entirely within Trump Counties https://t.co/kCFUwAIf3n
"@HBaldwin355 @fox12oregon @HillsboroHops Are you a data guy, or a Trump guy? Because you can’t be both"
"@DanRather Not a Trump fan, but the ""Russian collusion"" bs was an attack on our democracy. Far more serious than a… https://t.co/cEyfULwLaq"
"@GailSimone I'm in Ashland, Oregon. We mask up, generally, but all around us is Trump country."
wow. Trump has a huge point differential for hispanic men in 2024 https://t.co/xu1aiwW4Jq
@itsJeffTiedrich tRump?
@augustayc @What46HasDone Nope. Just like Trump. 🤷‍♀️
"@panettone200 @LanceUSA70 Your point being it could be so much worse, or that American terrorists know where we are… https://t.co/XIuaDDTjoZ"
Trump Connections: https://t.co/d9n0RrwhDS via @kimay wow
@GoneAye @nevacomply @mathibod @QhaosM @cyclinggnome @ChuckyReforged @MuppetMeme @Jon1786 @StormyRose01… https://t.co/53CSXpzALy
@BridgetPhetasy It’s hard to imagine someone tweeting this unironically while Trump exists
@Rachel_Humpert Those trump all? I can see that. 🤣 I wasn't trying to imply that the politics is Eugene are bad jus… https://t.co/APF6ylQkxz
"@Mominsweats @CNNPolitics Because a disproportionate percentage of immigrants have few skills, it is low-skilled Am… https://t.co/OZGo3Beh9a"
"@JohnJacobs65 It's on video from 2020. You are the one who should ""be better"".   https://t.co/jKuTJXbOJN"
Anti-vaxx Chronicles: Trump wrestles alligators and wears tight jeans and COVID is a #scam https://t.co/BB6ZXQufFe
@HouseGOP All you did was swap out Trump with Biden. It was Trump who built a broke America -- and showed just how… https://t.co/wo5qg1QZAn
No one connected them to Trump so “elect more Trump like Senators” would resonate with Trump voters. Biden has not… https://t.co/bfQHZeihmy
"And Trump/GOP sold that better arguably bc they denounced McCain, Collins, Murkowski after ACA vote. Trump especial… https://t.co/47g1DkDnRd"
You know what’s hilarious… working in a union along side Trump supporters 😂🤣😂   I wonder if they even see the irony… 🤦🏼‍♂️   #Hypocrisy
@Antileft12 @itsJeffTiedrich I’ve been following Jeff long enough to know that his use of the word sh**hole began o… https://t.co/m7honwfktK
@mkraju Millions of Americans are disgusted by hateful rhetoric from violence provoking GOP elected leadership. Tru… https://t.co/pIaVrP0l45
@HillaryClinton @MasterClass How to lose to Donald Trump 101
@EricBonillo @CassyWearsHeels Wasn't Trump convicted of frauding a charity and has been banned from running one?
"@CassyWearsHeels You can't still be crying over the email thing, when Trump and his family used private emails as w… https://t.co/ETyyO7KZia"
An NPR report showing death rates in Trump-supporting counties between 2.7 and 5.5 times HIGHER than those of Biden… https://t.co/P4HSG6rdTi
Just saw an interview John Roberts did with the Guatemalan President.  He was not impressed with Kami and has never… https://t.co/hvoUFR80in
"Epstein’s pilot “recalled meeting” Donald Trump, Bill Clinton, Prince Andrew, Kevin Spacey, Chris Tucker… on the “L… https://t.co/O9vQMk50eO"
'SNL' opening features a new face as Donald Trump https://t.co/uZBivj3StY #oregon #portlandoregon #oregonbusiness… https://t.co/y2EqoowBpd
@ktumulty @NormOrnstein Not the way Trump would “do” it.
"@RepAdamSchiff I'm not American, just watching from across the pond. I read over ⅔ of Republican voters think 2020… https://t.co/7QrZDByp7L"
@RepReneeEllmers Remember when Trump said Covid was a hoax? I do.
"GA SOS was subjected to at least 72 lies/threats in this audio. That is a pattern, not a fluke. #ArrestTrumpNow for… https://t.co/qZUM6BPnvp"
@RepReneeEllmers Trump lost.
@Noahpinion The civil war will happen after President for life Trump dies and we claw back the country from whichev… https://t.co/MMNZKzqILW
Trump's new media company being investigated by SEC -- surprising no one https://t.co/eDfKbUN1Qh
"Trump's Cult is Dying from COVID in Much Greater Numbers, but FOX News Won't Tell Them https://t.co/BwRbdWHW4I"
"@JoeNBC It's hard to want to associate with people who staged a coup to overturn the 2020 election, are swarming Da… https://t.co/u0V94mzjbh"
@nytdavidbrooks Celebrity worship begat Reagan Reagan Begat open racism Open Racism Begat Limbaugh Limbaugh begat F… https://t.co/JRHMXSglVb
The House select committee investigating the Jan. 6 riot informed Mark Meadows they have “no choice” but to advance… https://t.co/ili591xx4R
"used to be #numerouno BUT no Trump (wholy owned asset worth zero, Xi holding steady at #3 (@EU second) BIDEN is BAC… https://t.co/ajntoNCVa5"
"@wweek When asked if she is atheist, she told Oregonians she is a Yogi (😂😂😂).  She is disengaged from reality. She… https://t.co/KmwNeDkI4X"
@JennaEllisEsq There are several videos of Trump siding with Putin over America. NOT ONE. NOT TWO. BUT SEVERAL!!!… https://t.co/51doFWobTy
@ktumulty @NormOrnstein I think @mattgaez has a great idea. We all watched as tRump unraveled the United States and… https://t.co/tHR0Hr0e09
"@LaSeletzky “For the answer, we turned to former President Donald Trump…” https://t.co/WVWulWT2hz"
"@kylegriffin1 Thanks to many many people and institutions across this country, we are not watching  DJT tweets from… https://t.co/7U2zxkpU9w"
"@whignewtons Important context that matters.  ""Between the lines: Democrats argue that modern GOP positions, spearh… https://t.co/CsMjr3G69j"
@Gemini21BLM @ed_resist775 Trump got that horrible tax overhaul done.  Please undo it
"@_vanzogh_ Is Trump on the website? Ya know, because he’s one 🙄 That’s insanity and i’m sorry you have to listen to it."
"@QueenCityBird White men and women (see how white women voted for Trump) Do not like ambitious women in power, whet… https://t.co/v1xpK509XI"
"Like, sorry that’s hard to accept. But your uncle is a manager at Verizon and has a solid 401k and still voted for… https://t.co/8HJk5BzOSY"
"Political Violence, racism, and supporting monsters like Trump, is not a sign of economic anxiety.   Quit blaming p… https://t.co/cBzPwNbOaj"
Thank you!  https://t.co/I6QWUh19g1 https://t.co/bC2eEmt0YW
@therecount Did Mike say this to Trump when he signed all those executive orders?
How Much Damage Did Trump DO to the DOJ? https://t.co/Om0FtcENiQ
@AdamGordon1977 @GregAbbott_TX @BetoORourke Go to work for Trump.
Trump Floats Theory that Xi Allowed Coronavirus to Spread -- ‘I Was Doing Very Well Against China‘… https://t.co/X4r0gThF77
Nolte: Only 39% Prefer Biden‘s Pandemic Management Over Trump‘s https://t.co/a4E1lAm9SX via @BreitbartNews
"@chrislhayes What? What makes you think Trump reads, let alone a book? I think his visual language processing has a… https://t.co/U8OOhesvZ9"
