Meadows Backtracks To Get Back In Trump’s Good Graces https://t.co/tCl5ph776j via @YouTube
Rachel Maddow offers to send DOJ the transcript of Trump confessing to obstruction of justice. https://t.co/roSKwfVTaE
@Morning_Joe People hang out with people who share their moral values  Republicans values are pretty awful these da… https://t.co/dBsyB9NSQy
Why didn’t Putin invade Ukraine when Trump was in office?  Perhaps Putin’s calculation was that Trump is such a CRE… https://t.co/Eox1v5tNA7
@PrincessBravato @flajeffreyt Trump female staff work clothes
"The NYT and Thomas Edsall get me: ""Sean Westwood, a political scientist at Dartmouth, is broadly cynical about the… https://t.co/e8VJ888HuD"
"‘Dolly Turned Down a Medal of Freedom from Trump, Twice’ https://t.co/UHNkUG0aeV"
@Shari2112 @Editor_of_Eric You remind me so much of progressives in 2016 who were frustrated with not having total… https://t.co/8m0Z3B2wei
@maggieNYT @swin24 “Source close to Trump” lol good one Maggie!
Rep. Crenshaw exposes his colleagues’ transparent tricks; they’re either 1. theatre performers or 2. legislators. D… https://t.co/fcrsy2WY9F
"@gb_guys_mom @ZelterBrian @OPruntyPoetess @MSNBC @0scar1709 @AriMelber If you think Trump is a family man, you are brainwashed.."
@jeff_poor @RepMoBrooks @BreitbartNews Trump has already given up on you. You can sign off now.
@RepMoBrooks Trump no longer trusts you. So you can stop the tweets now.
@RepThomasMassie @AdamKinzinger @BillKristol Ask trump about that
@gb_guys_mom @ZelterBrian @OPruntyPoetess @MSNBC @0scar1709 @AriMelber You people believe trump because he says bel… https://t.co/zjK4t8eyKu
@TristanSnell How can trump be speaker of the house? I thought it had to be a sitting Congress member.
@gb_guys_mom @ZelterBrian @OPruntyPoetess @MSNBC @0scar1709 @AriMelber It’s the truth though. Plenty of actual proo… https://t.co/LIhPxqud8d
"@AriMelber Precisely! MSM wants a slithering, schmarmy autocrat who gets better ratings? They better be damn carefu… https://t.co/dcep4kfG3g"
"As CoViD madness &amp; authoritarianism intensify, a thought came to mind:  What would Trump do?  Love or hate him, tha… https://t.co/cLSHY1jbpY"
@Amy_Siskind Are you leaving without ARRESTING TRUMP !??😶
the Trump brand https://t.co/80mMw8VbGw
Does anyone happen to know why the NC-1st swung so hard towards Trump in 2016 compared to 2020?
@Sergio82536154 @OPruntyPoetess @MSNBC @0scar1709 @AriMelber Of course I can if there’s evidence to back up the cla… https://t.co/3xJw7wEjV6
Devin Nunes Idiotically Thinks Trump Will Pay Him https://t.co/aFL9fY0jeT via @NewYorker
@NathanKalmoe but has different implications. criticizing the press for not covering Biden more positively just loo… https://t.co/NrVIRq0mWo
@NathanKalmoe But disapproving != equal disapproval. And approval numbers now aren't that abnormal. Not sure why we… https://t.co/t3cnT9nJD3
$CFVI  Trump is coming back 🇺🇸🤝🏻🇺🇸  @Rumblevideo taking Over Social Video+Cloud💸  🚨 BigTech will face th Wrath🔥 🆙 https://t.co/gBOse9CJ3I
"Trump blathered about how he’d obstructed justice — with INTENT.   —— I had to obsruct, Trump said, or I’d’ve been… https://t.co/U6jLoT01ui"
"Trump's new ""Truth Social"" network admits that it is based on the open source Mastodon ( @joinmastodon ) software,… https://t.co/dTcqiyJOd6"
$CFVI @Rumblevideo + #Cloud Software Services  🤝🏻  Trump Media Group Partner 🇺🇸  New Poll:  1. People Picked #Trump… https://t.co/OvCL3y8D7j
"They achieved their goals of looting the Treasury, maintaining segregation, implementing lucrative Final Solutions… https://t.co/bbQWYLhwil"
"@DoctorFishbones They didn't actually fail. They achieved their silent goal to loot the Treasury, oldest everything… https://t.co/WaLv6hmQy4"
"@TheTribune2020 Most of the problems we're having in our country was started because of Trump, and his failure to l… https://t.co/RqlZkFurfc"
"I have a great idea @eisingerj   Let's invest in the new Trump SPAC, we'll get plenty of losses! So...no taxes. https://t.co/UVeas2OO6F"
"""I Couldn't Vote for Trump, but I'm Grateful for His Supreme Court Picks"" is a real @nytimes headline that sounds e… https://t.co/muI5l7a2Ea"
How Donald Trump Could Subvert the 2024 Election - The Atlantic https://t.co/8dUYZV0Loi
"Trump, Inc. invites “loyal patriots” to join the “Trump Army,” to become “the first line of defense” against the en… https://t.co/B3a8CnNjTf"
@TheRealHoarse @JoyceWhiteVance Trump loves to appoint his sycophants to do the actual dirty work ala Michael Cohen… https://t.co/Bbz6323OyW
"@chipfranklin The country is a 💩hole with people living in cars and tents, millions without health care, millions b… https://t.co/dltH2V68zU"
Trump tried exactly this approach and and guess what happened? Iran greatly accelerated its nuclear program and red… https://t.co/XOi6TDKRMs
@allinwithchris @chrislhayes Getting mine on the 14th . I plan on watching us put TRUMP behind Bars !! 😶
"@RepDevinNunes you will be a Trump nobody within a year, two at the most. He'll belittle you, attack your character… https://t.co/URPTHdMPvO"
The Guy Who Tried to Sue a Fake Twitter Cow Is Going to Lead Trump’s Media Company https://t.co/rTqgqb7hvZ
"@stevebenen They better put the hammer down, given recent reponses from Trump"
@ThomasJVT1 @glennbeck @americangiant @BayardWinthrop I have listened to Glenn on and off for a decade. His views h… https://t.co/ArdMPC1YWd
More from CNN on the growing number of Big Lie advocates seeking roles in election administration at the state and… https://t.co/kRuQj8FtIs
"@paulnovosad I mean, it's happening right now https://t.co/TIbq3GXSXn https://t.co/28FwqUWhPV https://t.co/42vzGgr3bo"
Rep. Devin Nunes to leave Congress to become Trump media company CEO https://t.co/zgqZwr6ItW
@Antoine1M @UptownSasquatc3 @mcspocky @BarackObama And why did Obama attack Bernie and his supporters and spend mor… https://t.co/NHn4xzLCyj
@Antoine1M @UptownSasquatc3 @mcspocky @BarackObama the insured but control their care and potentially cost them mil… https://t.co/GrCr7H3r0y
insurgents were much more likely to come from a county where the white share of the population was in decline.  https://t.co/3sIvB15lNu
Please read. The GOP does not have “plan” to “win the 2024 presidential election.”  They PLAN to seize power. It’s… https://t.co/JE44rMR0qc
"@paulnovosad trump isn't orchestrating this from on high, but he doesn't need to for 2024 risk to be unacceptably h… https://t.co/LI9mqrMcTQ"
The last time America saw middle-class whites involved in violence was the expansion of the second KKK in the 1920s. https://t.co/3sIvB15lNu
@speechboy71 @JeffreyGoldberg @TheAtlantic You seem to have cornered the market in “lack of introspection.”  Trump… https://t.co/LZ3rnxdH5w
"She’s a terrible mayor, a terrible leader, she’s has already destroyed SF. Oh and now Trump brought in the National… https://t.co/EMobK3xMNc"
honest Q- Trump basically ran his gov't with acting appointees for four years. Why can't Biden do the same? https://t.co/6Z94kZmXDH
@WhiteHouse ARREST TRUMP !!
Trump social-media venture under scrutiny by US regulators https://t.co/36peCjQtgu https://t.co/f7qH9y7KfA
"@PepperOceanna infighting over things that have no value to the movement. Rittenhouse verdict, vaccine, Trump, FTV,… https://t.co/9seLAWMYgD"
"If you've seen the Trump xmas card going around, it's not real. But, it's going to take convincing. Here's the auth… https://t.co/okIxt2WVhB"
@VABVOX @SavoySummer It is fake... https://t.co/P3i3ahtYTl
@Antoine1M @UptownSasquatc3 @mcspocky @BarackObama Obama is a great orator who charmed supporters with promises of… https://t.co/RDPSEp3tQl
@NikkiHaley -- what does trump's ass smell like? https://t.co/9JWG87f6WS
Kudos to former Israeli security officials for acknowledging something that was predicted by most experts before Tr… https://t.co/Js9eqXo4zW
"@RpsAgainstTrump Why is the media still covering trump? Did Bush, Clinton or Obama get this much coverage after the… https://t.co/62IVPjCzLo"
"@JamesSurowiecki My favorite aspect is that Chris Christie very possibly got Covid from Trump, almost died, and still endorsed him."
"Just as the Confederacy won the memory of the Civil War, so have contemporary Republicans successfully won the memo… https://t.co/7DfQoGE0uj"
"@owlbug @wilson6923 @CNN Especially since Chris Cuomos wife &amp; Andrew Cuomo were in Epsteins black book, Maxwell was… https://t.co/uW1xaZJ19n"
"@AgirlnamedDon No idea, but it's a lot. I see it in branches of my own family. And there are extended family member… https://t.co/uyh5emtDrj"
Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame  https://t.co/7mZE1I9q7B
@RonFilipkowski I think former President Trump is building a new Trump Tower in your head. Now might be a good time… https://t.co/ZtDIUkY3Pv
@SenWhitehouse BOB DOLE: I’m a Trumper.   https://t.co/XpnRzSzl8K
"Uncomfortable fact: if Trump had been reelected, we'd already be a year into a beautiful, amazing new nuclear deal… https://t.co/MaD2L2hhwV"
"Sometimes a picture is worth 1,000 words. #COVID19 https://t.co/bzsaxjT90r https://t.co/X66CzerANk"
@NicholasGladman Iran's nuclear program was in check due to the 2015 JCPOA. FDD advocated against the deal and call… https://t.co/8uRBQ0Nk4Q
Just finished reading @jonkarl book ‘Betrayal’… I knew the trump presidency was a disgrace but it was much worse th… https://t.co/XUN9zUyvCU
"@irritatedwoman Based on the video and a few still shots I saw on Twitter, this display looks organized and funded… https://t.co/9zKmVJOvI7"
tRump has planted some good land mines!!! https://t.co/iEu8PZ2Cqa https://t.co/7VJDTLuReI
January 6 Committee Chair Bennie Thompson said:  “A Fifth Amendment privilege assertion is very significant.”  —— O… https://t.co/TIs5qe0Gwz
@GOP We want to be safe form the white supremacists and the Trump followers who want to institute an authoritarian… https://t.co/Zf0JMbPRr3
"@SenatorCollins Dole wouldn’t have been fooled by Trump, Kavanaugh, Barrett and the rest.  You have no right to see… https://t.co/6hPwZ7AkZf"
"For those who don't understand what I mean by ""blown out of proportion"": it shouldn't have led to more negative cov… https://t.co/yU1B4IBFL7"
"@LilYellowMini @NumbersMuncher @bubbacrewjam He didn’t have ethics, and he voted for Trump twice and supported him through both campaigns."
@atrupar Dole was the only living GOP presidential nominee to endorse Trump; all four others pointedly refused.
The rate of Republican vaccination against COVID-19 has flatlined since Summer 2021 at just 59%. https://t.co/huCkDXnp96
"Recent polling data that show Republicans are now the largest group of #unvaccinated people in the US, more than an… https://t.co/nzVj3ezDH6"
The major contributing factor to higher #COVID19 death rates in red America ?  :::•:::  The higher the vote share f… https://t.co/u3VoODQlJN
"In October 2021, the reddest 1/10 of the US saw #COVID19 death rates that were 6x higher than the bluest 1/10 of th… https://t.co/8N9FXGcLCU"
Re: Trump’s meeting with Rittenhouse.  Remember in Animal Farm when Napoleon takes the puppies and raises them into… https://t.co/Ktah5qPHht
"Since May 2021, people living in counties that voted heavily for Trump in 2020 had nearly *3* times as many #deaths… https://t.co/IUpRDMYN7H"
Still hate Hillary? Get over it: She was right about Trump then — and she's right now https://t.co/wEQEW32NYq
@KnightswhosayN2 @keithmadigan1 @mirandadevine Rubio you say? And you don’t think he is biased?  FFS! Robert Muelle… https://t.co/o619ISpZNA
NPR: Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame. https://t.co/badD5rR9md  via @GoogleNews
"Huh, isn't that surprising!  Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame… https://t.co/UAFBx2tIWS"
@Dangerouslytal @CEJacksonLaw A tRump lawyer...
@RepSwalwell Trump tripped over his double negatives. Positive communication is more effective. https://t.co/E3UgYMbmOE
All comedy is conservative https://t.co/PjmIErxcUR
"#FLASHBACK:  •••   •••   •••   ••• • • • “Winning is easy. Losing is never easy. Not for me, it’s not,” Trump said.… https://t.co/OVP62kiXkZ"
@robgiam2001x @DaveoutofAustin @PDempanic @FoxNews Lol I’ve met a lot vets I wouldn’t piss on if they were on fire.… https://t.co/Ulm3LwoHPS
@dandolfa @maynardbarthol1 @wwwojtekk No it means the nonsense coming from the Warren parts of the left as well as… https://t.co/2P1Rf2ugUb
"Donald Trump Jr., World-Renowned Moron, Urges Vaccine Protests as Omicron Poses “Very High Risk” - Vanity Fair https://t.co/AQKmuIsSTt"
The problem is the media failing to distinguish threats to democracy from normal negative coverage (an important fo… https://t.co/vwYkHRWSQG
@DKThomp Sentiment analysis is a pretty crude metric but if you look at cited data it shows that the floor issue is… https://t.co/Uw1llvDhJ5
Source: https://t.co/BigOPf6U7d
Biden got more negative press coverage for the withdrawal from Afghanistan than Trump did at any point in 2020—when… https://t.co/yXt1tL5l6M
@maureenfromiowa @ChuckGrassley Trump got to him and may have threatened him as well. That's Trump's MO.
"@bceyre22 @AOC People were able to work together and organize in such great numbers.  Today, we can't agree on anyt… https://t.co/eu4NHjCjGN"
Alex Jones declares war on Trump—viciously and manically. #methamphetamine #cocaine   #steroids #greed https://t.co/sp9DGG5Dx9
@OzzieDelgadoJr Thats common knowledge bro..all that came out when Hillary was running for the Dem nomination years… https://t.co/oKTTa6ApIk
The Trump brand https://t.co/CXVwtZvzkW
"""A lot of Republicans I know assumed that after the Trump presidency, things would snap back. The opposite has happ… https://t.co/D8kTA1jbZ5"
@orangepeel18 There are so many from tRump world I don’t know who to pick first!
@bceyre22 @AOC Bette Midler tweeted that Trump attempted to murder Biden by debating Biden knowing he tested positi… https://t.co/BSXYGVu8xd
Hot take: the media should always be antagonistic to the president.  https://t.co/4xtu3SrB7e
January 6 Committee Finds White House Metadata on a Letter by a Subpoenaed Trump Lawyer Pressing GA on Election Ove… https://t.co/sZNfpKhDUm
"@DonLew87 @DebraErnst14 Heartbreaking on all fronts. Sad day in America, one of 2,364 since Trump walked down escal… https://t.co/W4Ae1Dsgar"
@joncoopertweets They have been in Trump’s pocket while he was president so yeah I do. They have encouraged division and hatred for years.
"@bourgeoisalien mislead. Obama, Trump, HRC, Biden, Pelosi, Fauci, WH press secretaries and others have made these k… https://t.co/gjrTbnGF5x"
"@BetteMidler Biden is trying to kill Americans by not enacting #MedicareForAll during a pandemic, which he could do… https://t.co/OczTgy7Zug"
"BTW: what he calls ""carrot-filled, stick-less approach"" is maintaining almost all the sanctions Trump imposed.  To… https://t.co/vww0T324o9"
It’s almost comical to watch the people who helped start this dumpster fire rush to pin all the blame on Biden.  Th… https://t.co/stbW8KQXjj
“Trump endorsed me because he knows I’m the right man for the job. But he also knows Herschel Walker is going to do… https://t.co/N9OkX6qesy
"Senate candidate Herschel Walker, a former NFL player and a favorite of Trump, said Republicans need to focus on th… https://t.co/aL9saReaTv"
"Since Herschel Walker entered  the Senate race in August, he has refused to engage with, or back up, Trump’s allega… https://t.co/Hfh0XIe3Vn"
Trump chose a loyalist as the party’s nominee for Senate in Georgia against Democratic Sen. Raphael Warnock. Skepti… https://t.co/Km2emGzM5s
"Trump piles on the praise for GA candidate Herschel Walker at Maralago, Palm Beach FL https://t.co/kRVzyTuc4t via @YouTube"
"@CalltoActivism Hands down Donald Trump should NEVER be allowed to run for office again, any public office! Should… https://t.co/vBvLDWZjZx"
@DineshDSouza Trying everything to be relevant and  to gain any exposure no matter how preposterous. Democrats resp… https://t.co/7FAN1z82tC
"@jimstewartson For what's it's worth, Susan Sarandon had nothing to do with my 2016 choice. Hillary Clinton AND Don… https://t.co/Vv7hfR1HM4"
Trump and his buddy's are going to jail it's just a matter of time
Trump Lite https://t.co/ru6Bb9qpAh
@donwinslow I don’t understand why we have forgotten about this?  Obviously Trump didn’t forget about it.  It’s bas… https://t.co/ysl5skqhVc
"Trump postured as a populist, in some ways like Andrew Jackson (but even more ignorant, brutal, and corrupt).  His… https://t.co/siWzOCbxjI"
@patriottakes Donald Trump killed your father.
@GuntherEagleman I don’t trust most of the Republicans and NONE of the Democrats. I truly believed Trump was the cl… https://t.co/b61yeloDsW
There appears to be an organized effort by MAGA parents to send their kids to school wearing Trump flags as capes a… https://t.co/ZS3JsSugsa
This is your daily reminder that Donald Trump can’t control his bowels!
Donald who? https://t.co/UhOjZKSeUO
It’s too bad Trump isn’t on Twitter anymore. Imagine all the nuanced thoughts he would be offering about how to seq… https://t.co/KqMtTOoHGT
"@ThePlumLineGS This is how this personality disorder can manifest. Trump knowingly, willingly did everything to exp… https://t.co/fYYLbY4ZuH"
@RepTenney China started buying more Iranian oil while Trump was still in office: https://t.co/msZhRvUIcs  Iran is… https://t.co/R1oX7Nw4TC
@claimusedefend @updacrick @KaJo503 @alanfeuer Patriots don’t try to overthrow the American government.  If they ha… https://t.co/kE68Jb4p8R
"@snide_sally When we prove TRUMP is guilty of using Russian help to win his election ,every damned person he appoin… https://t.co/zeFstKjS5k"
@NCTinVT @crayfishnettle I'm learning the hard way of social media that if you share a particular opinion that seem… https://t.co/69GoZi7MoZ
@SeanErikAuthor They are all trying to walk the line they created for their personal careers. They are bad mouthing… https://t.co/BfCkmn3Rgs
@joncoopertweets EVERYONE SUES TRUMP  JAIL HIM INSTEAD !!😶
Democrats always want to believe someone else for the party's failures. Hillary got 3 million more votes than Trump… https://t.co/dC9AoNfybq
"@barbls23 @meaganmday I've read these before, but I just found them again by googling ""bernie 2016 voters hillary"".… https://t.co/Z6UUIzYPMu"
Grant them asylum instead.  https://t.co/4clGdCnNuR
"@MillardFillmor1 @JoeTrippi @TheRickWilson "" Pleading the Fifth  is for losers and the guilty ..""  DONALD TRUMP"
"@NellSco @HillaryClinton In 2016, only about 1 in 10 Bernie primary supporters voted for Trump or abstained; the ot… https://t.co/Wl14v8569B"
Cuomo 'wanted to ogle Hope Hicks' Mark Meadows claims in new book https://t.co/kkgPEuapg9 via https://t.co/3pReNDStoi
@StephenKing I wish Trump would go away -like a miracle!
@TrumpJew2 Trump gave him covid remember
Where to even start with this?  1. Biden is still pressuring Iran 2. Iran pressured Trump too (see point 3) 3. Iran… https://t.co/BFIkrnbGVZ
I think a good argument against drone strikes as a tactic was shown by Trump. Trump launched more drone strikes in… https://t.co/Ca11gNjuU4
"@BiffHardcheese @SeeEvanR @melliemacker fair point! personally, i was thinking about blaming the ~1 in 10 Bernie su… https://t.co/NwmwyCpQtT"
"“Democrats in disarray as GOP faults Biden for lack of shark plan, even as Trump loyalists call for sharks to attac… https://t.co/YTXhkp7mJv"
"From Court Docs  Defendant Trump tied plaintiff to bed, exposed himself to plaintiff, and then proceeded to forcibl… https://t.co/1CN0FLHoaa"
"Maggats already have dismissed Covid as a hoax, and they will pay little attention to the fact that Trump put peopl… https://t.co/dYtb5TbjdH"
"@RadioFreeTom Loved it, especially your description of what Trump is."
Thus is your daily reminder that Donald Trump has no control over his bowels!
@nichie2379 @OhNoSheTwitnt @UROCKlive1 Me too! Sat on the floor and cried while I watched MSNBC tell the world that… https://t.co/P1s6EBer7M
Trump lite.  https://t.co/hxafvInjIF
"@JustinAHorwitz @realBlagojevich A political criminal, I thought he might have turned a corner based on your commen… https://t.co/e8vPZlz7pZ"
"@Acyn Under Oath…if Trump placed his hand on a Bible, it would burst into flames."
"@thehill Staying home, &amp; asking people to stay home, as needed is core to mitigation strategies we use to contain i… https://t.co/aP3p8BoexJ"
"A great many men will fail to recognize how this assault on Roe ***FEELS*** to women at this moment in time, in his… https://t.co/j7CbqeVlH3"
@BaddCompani I hope they null and void the whole trump presidency 🤡💩🤮
I've said it before: I've learned more about Trump supporters from watching Yellowstone than from anything I've see… https://t.co/85f678DSgj
"@elperezidente_ @ianxian @HStarshot Again she only answered the question, so how do you deduce there is definitely… https://t.co/U3QHehnJ5P"
If @Sen_JoeManchin and @SenatorSinema continue to prevent action to protect voting rights (ie filibuster carve out)… https://t.co/tyuT5Gy6Gd
who added me to the donald trump 2024 campaign calling list lmao
So trump was a plane with Epstein and a bunch of 14 year old girls.
The Trump brand  https://t.co/4v7jtDTiJn
Watching Luis Bunuel's The Exterminating Angel is like getting an inside glimpse of the scene in the Trump White Ho… https://t.co/azhm3YiLOV
@SeriusBall @Breaking911 Trump was by any account the worst President since Jackson. Your whole premise is inaccurate.
Is that the girl who said trump threatened her that if she told on him that she would disappear like Maria? https://t.co/lRV6Lhlcjm
@stevesilberman It's not a bombshell. It was announced Trump tested positive. Common sense Americans were wondering… https://t.co/0sVniQez2g
"‘Not-so-secret weapon’: Critics warn Trump, GOP planning 2024 Electoral College heist https://t.co/xxRNl2DMzy"
The (s)upreme (c)ourt is rigged by tRump stooges!!! 3 of them. https://t.co/9HG2Kr74pt
tRump has enabled this type of content. https://t.co/nQFiNPFUJ5
Q is the pedophile ring  https://t.co/wMqN5mjGKG
Bye bye Roe. Thank you Bushes and trump for these justices.  Hope you’re happy now.  You won.  Welcome to world of… https://t.co/lyut7Ts33G
#Trump is being interviewed today from 2pm to 4pm on @GBNEWS by #NigelFarage ! You can get the GB news app (free) t… https://t.co/vXqkYIQXtB
Trump is toast…? Remember he knows and stated that he could shoot someone on Fifth Avenue in broad daylight and his… https://t.co/hJk4rjELKL
"The man was a ghoul 50 years ago, he's was a ghoul in 2016, and he was ghoul in 2019. It's impossible for me to thi… https://t.co/DWIkcw4jCV"
@FatSocialist @_waleedshahid @slowlanespeeder it certainly can be fake it can also be genuine. unless going trump r… https://t.co/zAmju6LO3t
Holy smokes those # are terrible &amp; stop comparing #Biden's #'s to #Trump's cause Biden doesn't have 92% negative co… https://t.co/ur59zmunNq
Look at those #'s !! #SCOTUS #Trump #RoeVWade @megynkelly @RaheemKassam @realLizUSA https://t.co/hp7iHbqh4J
@AOC The @TheDemocrats are in power! Why have Trump and other high ranking officials not been arrested for Jan 6th??
I would like Mary Trump to run for a political office. https://t.co/PbTDRUOFVL
#LongTimeLater tRump supporters. https://t.co/nvkhRMYSOw
@GovGianforte @Trump_Videos I wonder how their livelihood will be when they die of Covid?
"@Morning_Joe This infuriates me, Trump knowingly infected scores of people!"
What do y’all think Trump’s Spotify wrapped looks like
"Twitter can try to silence Trump, but we'll just retweet him ;) https://t.co/i1YjtnhaZe"
@velma__fan @sweetbillyv1 @EGattignolo @DrAmp27 @NonsequitrD @enniusx @4daybeetcube @0DTESPX @drbonertron… https://t.co/ksUDOHDNvd
@sweetbillyv1 @EGattignolo @DrAmp27 @NonsequitrD @velma__fan @enniusx @4daybeetcube @0DTESPX @drbonertron… https://t.co/PwwGq064QD
"The U.S. Court of Appeals for the D.C. Circuit, ordered the Justice Department to release four unredacted pages of… https://t.co/NqbntMLyxe"
Oh shit son #Trump came out swinging!! 😯 https://t.co/IT33PmEwFz
@Heerak4Congress @crsatuva @CRLU71 @CRFVirginia @CR @PSU_CRs @AFCYRs @DCYRs @YRFV @mocoyr @DCRepublicans @TPUSA… https://t.co/pZrqwLLW7M
Maybe there will be justice after all regarding Jan 6th?  Trump's lawyers fumble as judges grill them about whether… https://t.co/0TiDpNAZ5z
"@wolfblitzer So Chris Christie admits Trump failed to accomplish The Wall, a better Healthcare plan, an Infrastruct… https://t.co/pUKflCcE8w"
"@LindseyBoylan Yes. It's called the ol boys club. But, We Native Americans realized it's designed like this long ag… https://t.co/8ak7vD0SkJ"
Appeals court to weigh Trump arguments to withhold Jan. 6 records https://t.co/t0MhxEKXhk https://t.co/rcoRrvPwgv
@Heerak4Congress @crsatuva @CRLU71 @PSU_CRs @CRFVirginia @AFCYRs @DCYRs @mocoyr @yrnf @DCRepublicans @TPUSA… https://t.co/DbMw7XDRdo
Don't think we know this is true. Trump's approval didn't go down much but he was lower than Biden is now - in part… https://t.co/mqLbH0DiSr
Before tRump who I will never recognize as a valid Politician 2000 #JebCanFixIt George Bush Jr!… https://t.co/vZ8BYklsjh
Just another Trump nutter… https://t.co/uP9QOsDNBM
"If trying to take over our democracy isn't treason, I don't know what is. https://t.co/h0PaNkFb2o"
"@joncoopertweets If he is the nominee I will but honestly he wasn’t my first, second, or fourth choice but voted fo… https://t.co/Afj6OCZ2pE"
